Season,Team ID,Player ID,Team ABV,Team,Number,Player,Pos,Height,Weight,Birth Date,Nationality,Experience,College
2002,8,4,DEN,Denver Nuggets,9,Tariq Abdul-Wahad,SG,6-6,223,"November 3, 1974",FR,4,"Michigan, San Jose State"
2002,8,66,DEN,Denver Nuggets,15,Chris Andersen,C,6-10,245,"July 7, 1978",US,R,Blinn College
2002,8,111,DEN,Denver Nuggets,30,Carlos Arroyo,PG,6-2,202,"July 30, 1979",PR,R,Florida International University
2002,8,183,DEN,Denver Nuggets,27,Mengke Bateer,C,6-11,290,"November 20, 1975",CN,R,
2002,8,310,DEN,Denver Nuggets,32,Ryan Bowen,SF,6-7,215,"November 20, 1975",US,2,Iowa
2002,8,520,DEN,Denver Nuggets,29,Calbert Cheaney,SG,6-7,209,"July 17, 1971",US,8,Indiana
2002,8,1165,DEN,Denver Nuggets,25,Zendon Hamilton,PF,6-11,250,"April 27, 1975",US,1,St. John's
2002,8,1181,DEN,Denver Nuggets,10,Tim Hardaway,PG,6-0,175,"September 1, 1966",US,11,Texas-El Paso
2002,8,1220,DEN,Denver Nuggets,1,Donnell Harvey,PF,6-8,220,"August 26, 1980",US,1,Florida
2002,8,1341,DEN,Denver Nuggets,7,Juwan Howard,PF,6-9,240,"February 7, 1973",US,7,Michigan
2002,8,1467,DEN,Denver Nuggets,6,Avery Johnson,PG,5-10,175,"March 25, 1965",US,13,"Cameron University, Southern University and A&M College"
2002,8,1671,DEN,Denver Nuggets,45,Raef LaFrentz,C,6-11,240,"May 29, 1976",US,3,Kansas
2002,8,1732,DEN,Denver Nuggets,5,Voshon Lenard,SG,6-4,205,"May 14, 1973",US,6,Minnesota
2002,8,1906,DEN,Denver Nuggets,21,George McCloud,SF,6-6,205,"May 27, 1967",US,11,Florida State
2002,8,1928,DEN,Denver Nuggets,24,Antonio McDyess,PF,6-9,220,"September 7, 1974",US,6,Alabama
2002,8,2347,DEN,Denver Nuggets,41,James Posey,SF,6-8,215,"January 13, 1977",US,2,Xavier
2002,8,2451,DEN,Denver Nuggets,34,Isaiah Rider,SG,6-5,215,"March 12, 1971",US,8,UNLV
2002,8,2566,DEN,Denver Nuggets,11,Kenny Satterfield,PG,6-2,186,"April 10, 1981",US,R,Cincinnati
2002,8,2589,DEN,Denver Nuggets,36,Shawnelle Scott,C,6-10,250,"June 16, 1972",US,3,St. John's
2002,8,2952,DEN,Denver Nuggets,31,Nick Van Exel,PG,6-1,170,"November 27, 1971",US,8,"Trinity Valley CC, Cincinnati"
2002,8,3178,DEN,Denver Nuggets,42,Scott Williams,PF,6-10,230,"March 21, 1968",US,11,UNC
