Season,Team ID,Team ABV,Team,Number,Player,Pos,Height,Weight,Birth Date,Nationality,Experience,College
2020,18,MIN,Minnesota Timberwolves,31,Keita Bates-Diop,PF,6-8,229,1996-01-23,US,1,Ohio State
2020,18,MIN,Minnesota Timberwolves,5,Malik Beasley,SG,6-4,187,1996-11-26,US,3,Florida State
2020,18,MIN,Minnesota Timberwolves,7,Jordan Bell,C,6-8,216,1995-01-07,US,2,Oregon
2020,18,MIN,Minnesota Timberwolves,33,Robert Covington,PF,6-7,209,1990-12-14,US,6,Tennessee State
2020,18,MIN,Minnesota Timberwolves,9,Allen Crabbe,SF,6-5,212,1992-04-09,US,6,California
2020,18,MIN,Minnesota Timberwolves,23,Jarrett Culver,SG,6-6,195,1999-02-20,US,R,Texas Tech
2020,18,MIN,Minnesota Timberwolves,5,Gorgui Dieng,C,6-10,252,1990-01-18,SN,6,Louisville
2020,18,MIN,Minnesota Timberwolves,12,Jacob Evans,SG,6-4,210,1997-06-18,US,1,Cincinnati
2020,18,MIN,Minnesota Timberwolves,12,Treveon Graham,SF,6-5,219,1993-10-28,US,3,VCU
2020,18,MIN,Minnesota Timberwolves,41,Juan Hernangomez,PF,6-9,214,1995-09-28,ES,3,
2020,18,MIN,Minnesota Timberwolves,16,James Johnson,C,6-7,240,1987-02-20,US,10,Wake Forest
2020,18,MIN,Minnesota Timberwolves,10,Jake Layman,SF,6-8,209,1994-03-07,US,3,Maryland
2020,18,MIN,Minnesota Timberwolves,30,Kelan Martin,SF,6-5,230,1995-08-03,US,R,Butler
2020,18,MIN,Minnesota Timberwolves,6,Jordan McLaughlin,PG,5-11,185,1996-04-09,US,R,USC
2020,18,MIN,Minnesota Timberwolves,13,Shabazz Napier,PG,6-0,175,1991-07-14,US,5,UConn
2020,18,MIN,Minnesota Timberwolves,4,Jaylen Nowell,SG,6-4,201,1999-07-09,US,R,Washington
2020,18,MIN,Minnesota Timberwolves,20,Josh Okogie,SG,6-4,213,1998-09-01,NG,1,Georgia Tech
2020,18,MIN,Minnesota Timberwolves,11,Naz Reid,C,6-9,264,1999-08-26,US,R,LSU
2020,18,MIN,Minnesota Timberwolves,0,D'Angelo Russell,PG,6-4,193,1996-02-23,US,4,Ohio State
2020,18,MIN,Minnesota Timberwolves,0,Jeff Teague,PG,6-3,195,1988-06-10,US,10,Wake Forest
2020,18,MIN,Minnesota Timberwolves,32,Karl-Anthony Towns,C,6-11,248,1995-11-15,US,4,Kentucky
2020,18,MIN,Minnesota Timberwolves,3,Jarred Vanderbilt,PF,6-9,214,1999-04-03,US,1,Kentucky
2020,18,MIN,Minnesota Timberwolves,1,Noah Vonleh,C,6-10,257,1995-08-24,US,5,Indiana
2020,18,MIN,Minnesota Timberwolves,22,Andrew Wiggins,SF,6-7,197,1995-02-23,CA,5,Kansas
