Season,Team ID,Team ABV,Team,Number,Player,Pos,Height,Weight,Birth Date,Nationality,Experience,College
2020,20,NYK,New York Knicks,0,Kadeem Allen,PG,6-1,200,1993-01-15,US,2,Arizona
2020,20,NYK,New York Knicks,9,RJ Barrett,SG,6-6,214,2000-06-14,CA,R,Duke
2020,20,NYK,New York Knicks,17,Ignas Brazdeikis,SF,6-6,221,1999-01-08,LT,R,Michigan
2020,20,NYK,New York Knicks,25,Reggie Bullock,SG,6-6,205,1991-03-16,US,6,UNC
2020,20,NYK,New York Knicks,21,Damyean Dotson,SG,6-5,210,1994-05-06,US,2,"Oregon, Houston"
2020,20,NYK,New York Knicks,2,Wayne Ellington,SG,6-4,207,1987-11-29,US,10,UNC
2020,20,NYK,New York Knicks,67,Taj Gibson,C,6-9,232,1985-06-24,US,10,USC
2020,20,NYK,New York Knicks,3,Maurice Harkless,SF,6-7,220,1993-05-11,US,7,St. John's
2020,20,NYK,New York Knicks,20,Kevin Knox,SF,6-7,215,1999-08-11,US,1,Kentucky
2020,20,NYK,New York Knicks,13,Marcus Morris,SF,6-8,218,1989-09-02,US,8,Kansas
2020,20,NYK,New York Knicks,11,Frank Ntilikina,PG,6-4,200,1998-07-28,BE,2,
2020,20,NYK,New York Knicks,6,Elfrid Payton,PG,6-3,195,1994-02-22,US,5,Louisiana
2020,20,NYK,New York Knicks,1,Bobby Portis,PF,6-10,250,1995-02-10,US,4,Arkansas
2020,20,NYK,New York Knicks,30,Julius Randle,PF,6-8,250,1994-11-29,US,5,Kentucky
2020,20,NYK,New York Knicks,23,Mitchell Robinson,C,7-0,240,1998-04-01,US,1,Western Kentucky
2020,20,NYK,New York Knicks,5,Dennis Smith,PG,6-2,205,1997-11-25,US,2,NC State
2020,20,NYK,New York Knicks,14,Allonzo Trier,SG,6-4,200,1996-01-17,US,1,Arizona
