Season,Team ID,Player ID,Team ABV,Team,Number,Player,Pos,Height,Weight,Birth Date,Nationality,Experience,College
2020,3,48,BRK,Brooklyn Nets,31,Jarrett Allen,C,6-11,243,"April 21, 1998",US,2,Texas
2020,3,76,BRK,Brooklyn Nets,10,Justin Anderson,SG,6-6,230,"November 19, 1993",US,4,Virginia
2020,3,515,BRK,Brooklyn Nets,21,Wilson Chandler,PF,6-8,235,"May 10, 1987",US,11,DePaul
2020,3,530,BRK,Brooklyn Nets,4,Chris Chiozza,PG,5-11,175,"November 21, 1995",US,1,Florida
2020,3,550,BRK,Brooklyn Nets,33,Nicolas Claxton,C,6-11,215,"April 17, 1999",US,R,Georgia
2020,3,625,BRK,Brooklyn Nets,1,Jamal Crawford,SG,6-5,185,"March 20, 1980",US,19,Michigan
2020,3,750,BRK,Brooklyn Nets,8-26,Spencer Dinwiddie,PG,6-5,215,"April 6, 1993",US,5,Colorado
2020,3,844,BRK,Brooklyn Nets,4,Henry Ellenson,C,6-10,240,"January 13, 1997",US,3,Marquette
2020,3,1152,BRK,Brooklyn Nets,45,Donta Hall,C,6-9,232,"August 7, 1997",US,R,Alabama
2020,3,1203,BRK,Brooklyn Nets,12,Joe Harris,SF,6-6,220,"September 6, 1991",US,5,Virginia
2020,3,1386,BRK,Brooklyn Nets,11,Kyrie Irving,PG,6-2,195,"March 23, 1992",AU,8,Duke
2020,3,1515,BRK,Brooklyn Nets,8,Tyler Johnson,SG,6-3,186,"May 7, 1992",US,5,Fresno State
2020,3,1564,BRK,Brooklyn Nets,6,DeAndre Jordan,C,6-11,265,"July 21, 1988",US,11,Texas A&M
2020,3,1664,BRK,Brooklyn Nets,00,Rodions Kurucs,PF,6-9,228,"February 5, 1998",LV,1,
2020,3,1710,BRK,Brooklyn Nets,22,Caris LeVert,SG,6-6,205,"August 25, 1994",US,3,Michigan
2020,3,1788,BRK,Brooklyn Nets,9,Timothe Luwawu-Cabarrot,SF,6-7,220,"May 9, 1995",FR,3,
2020,3,1857,BRK,Brooklyn Nets,0,Jeremiah Martin,PG,6-3,185,"June 19, 1996",US,R,Memphis
2020,3,2094,BRK,Brooklyn Nets,13,Dzanan Musa,SF,6-9,217,"May 8, 1999",BA,1,
2020,3,2167,BRK,Brooklyn Nets,0,David Nwaba,SF,6-5,219,"January 14, 1993",US,3,Cal Poly
2020,3,2311,BRK,Brooklyn Nets,1,Theo Pinson,SG,6-5,212,"November 5, 1995",US,1,UNC
2020,3,2364,BRK,Brooklyn Nets,2,Taurean Prince,PF,6-7,218,"March 22, 1994",US,3,Baylor
2020,3,2620,BRK,Brooklyn Nets,10,Iman Shumpert,SF,6-5,215,"June 26, 1990",US,8,Georgia Tech
2020,3,2827,BRK,Brooklyn Nets,17,Garrett Temple,SG,6-5,195,"May 8, 1986",US,9,LSU
2020,3,2855,BRK,Brooklyn Nets,42,Lance Thomas,PF,6-8,240,"April 24, 1988",US,8,Duke
