Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2008,26,1227,SAC,Sacramento Kings,Spencer Hawes,"April 28, 1988",19.0,NBA,C,71.0,8.0,931.0,5.6,12.3,0.46,0.2,0.8,0.19,5.5,11.5,0.48,1.5,2.2,0.66,2.6,6.3,8.9,1.7,0.5,1.5,2.2,4.9,12.9
2009,26,1227,SAC,Sacramento Kings,Spencer Hawes,"April 28, 1988",20.0,NBA,C,77.0,51.0,2259.0,5.9,12.7,0.47,0.6,1.8,0.35,5.3,10.9,0.49,1.4,2.2,0.66,2.4,6.4,8.7,2.4,0.7,1.5,2.5,4.0,14.0
2010,26,1227,SAC,Sacramento Kings,Spencer Hawes,"April 28, 1988",21.0,NBA,C,72.0,59.0,1904.0,5.9,12.6,0.47,0.5,1.6,0.3,5.4,10.9,0.49,1.4,2.0,0.69,2.7,5.5,8.2,3.0,0.6,1.6,2.5,3.8,13.7
2011,23,1227,PHI,Philadelphia 76Ers,Spencer Hawes,"April 28, 1988",22.0,NBA,C,81.0,81.0,1718.0,5.5,11.9,0.46,0.2,0.8,0.24,5.3,11.1,0.48,1.0,1.8,0.53,2.7,7.0,9.7,2.5,0.6,1.5,2.0,4.2,12.2
2012,23,1227,PHI,Philadelphia 76Ers,Spencer Hawes,"April 28, 1988",23.0,NBA,C,37.0,29.0,920.0,6.1,12.5,0.49,0.1,0.5,0.25,6.0,12.0,0.5,1.6,2.2,0.73,3.1,7.5,10.6,3.8,0.6,1.9,2.2,3.9,13.9
2013,23,1227,PHI,Philadelphia 76Ers,Spencer Hawes,"April 28, 1988",24.0,NBA,C,82.0,40.0,2233.0,6.1,13.1,0.46,0.5,1.4,0.36,5.6,11.7,0.48,2.0,2.5,0.78,2.8,6.7,9.5,3.0,0.4,1.8,2.1,3.8,14.6
2014,31,1227,TOT,Total After Trade,Spencer Hawes,"April 28, 1988",25.0,NBA,C,80.0,78.0,2470.0,5.9,12.9,0.46,1.9,4.5,0.42,4.0,8.4,0.48,1.7,2.2,0.78,1.9,7.7,9.6,3.5,0.6,1.4,2.5,3.5,15.3
2014,23,1227,PHI,Philadelphia 76Ers,Spencer Hawes,"April 28, 1988",25.0,NBA,C,53.0,53.0,1666.0,5.7,12.7,0.45,1.8,4.4,0.4,4.0,8.3,0.48,1.7,2.2,0.78,1.9,7.9,9.8,3.8,0.7,1.4,2.6,3.3,14.9
2014,6,1227,CLE,Cleveland Cavaliers,Spencer Hawes,"April 28, 1988",25.0,NBA,C,27.0,25.0,804.0,6.2,13.3,0.47,2.1,4.7,0.45,4.1,8.6,0.48,1.8,2.3,0.78,1.9,7.4,9.3,2.9,0.6,1.2,2.4,3.7,16.3
2015,13,1227,LAC,Los Angeles Clippers,Spencer Hawes,"April 28, 1988",26.0,NBA,PF,73.0,15.0,1274.0,4.6,11.7,0.39,1.6,5.0,0.31,3.1,6.8,0.45,1.2,1.9,0.65,0.8,6.4,7.3,2.5,0.7,1.5,1.7,4.9,12.0
2016,4,1227,CHO,Charlotte Hornets,Spencer Hawes,"April 28, 1988",27.0,NBA,PF,57.0,6.0,1035.0,4.3,10.6,0.4,1.3,3.5,0.37,3.0,7.1,0.42,1.9,2.3,0.83,1.8,6.7,8.5,3.8,0.8,0.9,2.0,3.9,11.8
2017,31,1227,TOT,Total After Trade,Spencer Hawes,"April 28, 1988",28.0,NBA,PF,54.0,1.0,797.0,6.1,12.5,0.48,1.1,3.7,0.31,4.9,8.9,0.56,2.0,2.3,0.85,1.7,6.9,8.6,3.7,0.7,1.4,2.2,3.5,15.2
2017,4,1227,CHO,Charlotte Hornets,Spencer Hawes,"April 28, 1988",28.0,NBA,PF,35.0,1.0,626.0,6.0,12.5,0.48,0.9,3.2,0.29,5.1,9.4,0.54,1.7,2.0,0.88,1.8,6.6,8.4,3.6,0.7,1.5,2.3,3.5,14.6
2017,17,1227,MIL,Milwaukee Bucks,Spencer Hawes,"April 28, 1988",28.0,NBA,PF,19.0,0.0,171.0,6.3,12.4,0.51,1.9,5.5,0.35,4.4,6.9,0.64,2.9,3.8,0.78,1.3,8.2,9.5,4.0,0.4,0.8,1.9,3.4,17.5
