Season,Team ID,Team ABV,Team,Number,Player,Pos,Height,Weight,Birth Date,Nationality,Experience,College
1995,12,IND,Indiana Pacers,33,Antonio Davis,PF,6-9,215,1968-10-31,US,1,Texas-El Paso
1995,12,IND,Indiana Pacers,32,Dale Davis,PF,6-11,230,1969-03-25,US,3,Clemson
1995,12,IND,Indiana Pacers,27,Duane Ferrell,SF,6-7,209,1965-02-28,US,6,Georgia Tech
1995,12,IND,Indiana Pacers,10,Vern Fleming,PG,6-5,185,1962-02-04,US,10,Georgia
1995,12,IND,Indiana Pacers,13,Mark Jackson,PG,6-1,180,1965-04-01,US,7,St. John's
1995,12,IND,Indiana Pacers,54,Greg Kite,C,6-11,250,1961-08-05,US,11,BYU
1995,12,IND,Indiana Pacers,9,Derrick McKey,SF,6-9,205,1966-10-10,US,7,Alabama
1995,12,IND,Indiana Pacers,31,Reggie Miller,SG,6-7,185,1965-08-24,US,7,UCLA
1995,12,IND,Indiana Pacers,5,Sam Mitchell,SF,6-6,210,1963-09-02,US,5,Mercer University
1995,12,IND,Indiana Pacers,4,Byron Scott,PG,6-3,195,1961-03-28,US,11,Arizona State
1995,12,IND,Indiana Pacers,45,Rik Smits,C,7-4,250,1966-08-23,NL,6,Marist College
1995,12,IND,Indiana Pacers,21,Mark Strickland,PF,6-9,210,1970-07-14,US,R,Temple
1995,12,IND,Indiana Pacers,41,LaSalle Thompson,C,6-10,245,1961-06-23,US,12,Texas
1995,12,IND,Indiana Pacers,24,John Williams,SF,6-8,235,1966-10-26,US,7,LSU
1995,12,IND,Indiana Pacers,3,Haywoode Workman,PG,6-2,180,1966-01-23,US,3,"Winston-Salem State, Oral Roberts"
