Season,Team ID,Player ID,Team ABV,Team,Number,Player,Pos,Height,Weight,Birth Date,Nationality,Experience,College
2016,26,11,SAC,Sacramento Kings,13,Quincy Acy,PF,6-7,240,"October 6, 1990",US,3,Baylor
2016,26,75,SAC,Sacramento Kings,5,James Anderson,SG,6-6,213,"March 25, 1989",US,4,Oklahoma State
2016,26,208,SAC,Sacramento Kings,3,Marco Belinelli,SG,6-5,220,"March 25, 1986",IT,8,
2016,26,436,SAC,Sacramento Kings,31,Caron Butler,SF,6-7,228,"March 13, 1980",US,13,UConn
2016,26,498,SAC,Sacramento Kings,18,Omri Casspi,PF,6-9,225,"June 22, 1988",IL,6,
2016,26,503,SAC,Sacramento Kings,0,Willie Cauley-Stein,C,7-0,240,"August 18, 1993",US,R,Kentucky
2016,26,578,SAC,Sacramento Kings,7,Darren Collison,PG,6-0,175,"August 23, 1987",US,6,UCLA
2016,26,618,SAC,Sacramento Kings,15,DeMarcus Cousins,C,6-10,270,"August 13, 1990",US,5,Kentucky
2016,26,656,SAC,Sacramento Kings,30,Seth Curry,PG,6-2,185,"August 23, 1990",US,2,"Liberty, Duke"
2016,26,796,SAC,Sacramento Kings,26,Duje Dukan,SF,6-9,220,"December 4, 1991",HR,R,Wisconsin
2016,26,1011,SAC,Sacramento Kings,8,Rudy Gay,SF,6-8,250,"August 17, 1986",US,9,UConn
2016,26,1653,SAC,Sacramento Kings,41,Kosta Koufos,C,7-0,245,"February 24, 1989",US,7,Ohio State
2016,26,1950,SAC,Sacramento Kings,23,Ben McLemore,SG,6-3,195,"February 11, 1993",US,2,Kansas
2016,26,2046,SAC,Sacramento Kings,25,Eric Moreland,PF,6-10,238,"December 24, 1991",US,1,Oregon State
2016,26,2506,SAC,Sacramento Kings,9,Rajon Rondo,PG,6-1,180,"February 22, 1986",US,9,Kentucky
