Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 29,ORtg,DRtg
1982,17,1755,MIL,Milwaukee Bucks,Alton Lister,"October 1, 1958",23.0,NBA,C,6.0,,112.0,6.4,11.0,0.58,0.0,0.0,,6.4,11.0,0.58,2.3,3.2,0.71,2.7,9.6,12.3,2.3,0.9,6.9,4.1,10.5,15.1,,101.0,106.0
1983,17,1755,MIL,Milwaukee Bucks,Alton Lister,"October 1, 1958",24.0,NBA,PF,9.0,,206.0,6.6,15.5,0.43,0.0,0.2,0.0,6.6,15.2,0.44,1.0,1.2,0.8,5.2,9.8,15.0,2.7,2.2,3.7,4.2,7.4,14.2,,90.0,97.0
1984,17,1755,MIL,Milwaukee Bucks,Alton Lister,"October 1, 1958",25.0,NBA,PF,16.0,,368.0,5.3,10.5,0.5,0.0,0.0,,5.3,10.5,0.5,4.0,6.5,0.62,3.5,9.4,12.9,1.3,0.7,3.2,3.6,8.5,14.6,,98.0,102.0
1985,17,1755,MIL,Milwaukee Bucks,Alton Lister,"October 1, 1958",26.0,NBA,C,8.0,8.0,203.0,6.4,14.3,0.45,0.0,0.0,,6.4,14.3,0.45,3.6,7.6,0.47,6.4,8.3,14.7,3.6,1.4,3.6,3.8,8.6,16.4,,98.0,108.0
1986,17,1755,MIL,Milwaukee Bucks,Alton Lister,"October 1, 1958",27.0,NBA,C,14.0,1.0,335.0,9.5,14.8,0.64,0.0,0.1,0.0,9.5,14.6,0.65,5.0,8.3,0.6,5.3,8.5,13.8,1.7,1.0,3.2,3.0,8.0,23.9,,122.0,110.0
1987,21,1755,SEA,Seattle Supersonics,Alton Lister,"October 1, 1958",28.0,NBA,C,9.0,7.0,206.0,4.8,11.9,0.4,0.0,0.0,,4.8,11.9,0.4,3.3,4.8,0.7,6.9,6.4,13.4,1.7,1.7,3.1,2.4,8.8,12.9,,104.0,110.0
1988,21,1755,SEA,Seattle Supersonics,Alton Lister,"October 1, 1958",29.0,NBA,C,5.0,5.0,77.0,7.5,10.7,0.71,0.0,0.0,,7.5,10.7,0.71,2.5,3.1,0.8,5.6,12.5,18.2,3.1,0.6,3.1,2.5,10.7,17.6,,134.0,110.0
1989,21,1755,SEA,Seattle Supersonics,Alton Lister,"October 1, 1958",30.0,NBA,C,8.0,8.0,160.0,5.4,12.3,0.44,0.0,0.0,,5.4,12.3,0.44,6.9,8.2,0.85,4.1,7.9,12.0,0.6,0.6,6.6,2.8,8.8,17.6,,112.0,109.0
1991,10,1755,GSW,Golden State Warriors,Alton Lister,"October 1, 1958",32.0,NBA,C,6.0,5.0,72.0,8.0,16.6,0.48,0.0,0.0,,8.0,16.6,0.48,1.3,3.3,0.4,4.7,14.0,18.6,1.3,0.0,4.7,5.3,10.0,17.3,,84.0,109.0
1992,10,1755,GSW,Golden State Warriors,Alton Lister,"October 1, 1958",33.0,NBA,C,4.0,3.0,47.0,6.1,15.3,0.4,0.0,0.0,,6.1,15.3,0.4,4.1,5.1,0.8,3.1,8.2,11.3,1.0,0.0,4.1,3.1,9.2,16.4,,94.0,116.0
1998,25,1755,POR,Portland Trail Blazers,Alton Lister,"October 1, 1958",39.0,NBA,C,2.0,0.0,11.0,4.8,14.4,0.33,0.0,0.0,,4.8,14.4,0.33,0.0,0.0,,4.8,4.8,9.6,0.0,0.0,4.8,9.6,23.9,9.6,,50.0,112.0
