Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 30,Trp Dbl
2010,14,1008,LAL,Los Angeles Lakers,Pau Gasol,"July 6, 1980",29.0,NBA,C,65.0,65.0,2403.0,452.0,844.0,0.54,0.0,5.0,0.0,452.0,839.0,0.54,0.54,286.0,362.0,0.79,243.0,491.0,734.0,218.0,37.0,113.0,143.0,152.0,1190.0,,0.0
2011,14,1008,LAL,Los Angeles Lakers,Pau Gasol,"July 6, 1980",30.0,NBA,C,82.0,82.0,3037.0,593.0,1120.0,0.53,1.0,3.0,0.33,592.0,1117.0,0.53,0.53,354.0,430.0,0.82,268.0,568.0,836.0,273.0,48.0,130.0,142.0,203.0,1541.0,,1.0
2012,14,1008,LAL,Los Angeles Lakers,Pau Gasol,"July 6, 1980",31.0,NBA,PF,65.0,65.0,2430.0,459.0,917.0,0.5,7.0,27.0,0.26,452.0,890.0,0.51,0.5,204.0,261.0,0.78,183.0,495.0,678.0,237.0,37.0,88.0,142.0,127.0,1129.0,,1.0
2013,14,1008,LAL,Los Angeles Lakers,Pau Gasol,"July 6, 1980",32.0,NBA,PF,49.0,42.0,1655.0,270.0,579.0,0.47,8.0,28.0,0.29,262.0,551.0,0.48,0.47,125.0,178.0,0.7,111.0,310.0,421.0,200.0,24.0,61.0,104.0,93.0,673.0,,2.0
2014,14,1008,LAL,Los Angeles Lakers,Pau Gasol,"July 6, 1980",33.0,NBA,C,60.0,60.0,1884.0,425.0,885.0,0.48,4.0,14.0,0.29,421.0,871.0,0.48,0.48,187.0,254.0,0.74,124.0,456.0,580.0,201.0,27.0,92.0,141.0,124.0,1041.0,,0.0
2015,5,1008,CHI,Chicago Bulls,Pau Gasol,"July 6, 1980",34.0,NBA,PF,78.0,78.0,2681.0,570.0,1153.0,0.49,12.0,26.0,0.46,558.0,1127.0,0.5,0.5,294.0,366.0,0.8,220.0,699.0,919.0,210.0,25.0,147.0,158.0,147.0,1446.0,,0.0
2016,5,1008,CHI,Chicago Bulls,Pau Gasol,"July 6, 1980",35.0,NBA,C,72.0,72.0,2291.0,467.0,995.0,0.47,24.0,69.0,0.35,443.0,926.0,0.48,0.48,229.0,289.0,0.79,155.0,638.0,793.0,294.0,42.0,146.0,164.0,148.0,1187.0,,2.0
2017,27,1008,SAS,San Antonio Spurs,Pau Gasol,"July 6, 1980",36.0,NBA,C,64.0,39.0,1627.0,303.0,604.0,0.5,56.0,104.0,0.54,247.0,500.0,0.49,0.55,130.0,184.0,0.71,107.0,394.0,501.0,150.0,24.0,70.0,81.0,110.0,792.0,,0.0
2018,27,1008,SAS,San Antonio Spurs,Pau Gasol,"July 6, 1980",37.0,NBA,C,77.0,63.0,1812.0,287.0,627.0,0.46,43.0,120.0,0.36,244.0,507.0,0.48,0.49,158.0,209.0,0.76,129.0,490.0,619.0,238.0,24.0,79.0,108.0,121.0,775.0,,1.0
2019,31,1008,TOT,Total After Trade,Pau Gasol,"July 6, 1980",38.0,NBA,C,30.0,6.0,360.0,42.0,94.0,0.45,6.0,13.0,0.46,36.0,81.0,0.44,0.48,28.0,40.0,0.7,22.0,115.0,137.0,52.0,5.0,15.0,16.0,29.0,118.0,,0.0
2019,27,1008,SAS,San Antonio Spurs,Pau Gasol,"July 6, 1980",38.0,NBA,C,27.0,6.0,330.0,41.0,88.0,0.47,5.0,10.0,0.5,36.0,78.0,0.46,0.49,27.0,38.0,0.71,22.0,105.0,127.0,50.0,5.0,14.0,14.0,28.0,114.0,,0.0
2019,17,1008,MIL,Milwaukee Bucks,Pau Gasol,"July 6, 1980",38.0,NBA,C,3.0,0.0,30.0,1.0,6.0,0.17,1.0,3.0,0.33,0.0,3.0,0.0,0.25,1.0,2.0,0.5,0.0,10.0,10.0,2.0,0.0,1.0,2.0,1.0,4.0,,0.0
