Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp Dbl
2012,23,2988,PHI,Philadelphia 76Ers,Nikola Vucevic,"October 24, 1990",21.0,NBA,C,51.0,15.0,812.0,131.0,291.0,0.45,3.0,8.0,0.38,128.0,283.0,0.45,0.46,18.0,34.0,0.53,88.0,158.0,246.0,31.0,20.0,34.0,33.0,111.0,283.0,0.0
2013,22,2988,ORL,Orlando Magic,Nikola Vucevic,"October 24, 1990",22.0,NBA,C,77.0,77.0,2559.0,461.0,889.0,0.52,0.0,3.0,0.0,461.0,886.0,0.52,0.52,86.0,126.0,0.68,273.0,644.0,917.0,143.0,61.0,79.0,141.0,218.0,1008.0,0.0
2014,22,2988,ORL,Orlando Magic,Nikola Vucevic,"October 24, 1990",23.0,NBA,C,57.0,57.0,1812.0,353.0,696.0,0.51,0.0,0.0,,353.0,696.0,0.51,0.51,105.0,137.0,0.77,185.0,441.0,626.0,104.0,60.0,47.0,112.0,169.0,811.0,0.0
2015,22,2988,ORL,Orlando Magic,Nikola Vucevic,"October 24, 1990",24.0,NBA,C,74.0,74.0,2529.0,631.0,1206.0,0.52,2.0,6.0,0.33,629.0,1200.0,0.52,0.52,164.0,218.0,0.75,238.0,572.0,810.0,147.0,54.0,54.0,148.0,220.0,1428.0,0.0
2016,22,2988,ORL,Orlando Magic,Nikola Vucevic,"October 24, 1990",25.0,NBA,C,65.0,60.0,2037.0,533.0,1046.0,0.51,2.0,9.0,0.22,531.0,1037.0,0.51,0.51,113.0,150.0,0.75,174.0,402.0,576.0,179.0,53.0,70.0,123.0,173.0,1181.0,0.0
2017,22,2988,ORL,Orlando Magic,Nikola Vucevic,"October 24, 1990",26.0,NBA,C,75.0,55.0,2163.0,483.0,1031.0,0.47,23.0,75.0,0.31,460.0,956.0,0.48,0.48,107.0,160.0,0.67,176.0,603.0,779.0,208.0,76.0,74.0,117.0,180.0,1096.0,0.0
2018,22,2988,ORL,Orlando Magic,Nikola Vucevic,"October 24, 1990",27.0,NBA,C,57.0,57.0,1683.0,399.0,840.0,0.48,64.0,204.0,0.31,335.0,636.0,0.53,0.51,77.0,94.0,0.82,101.0,422.0,523.0,191.0,56.0,62.0,109.0,144.0,939.0,1.0
2019,22,2988,ORL,Orlando Magic,Nikola Vucevic,"October 24, 1990",28.0,NBA,C,80.0,80.0,2510.0,701.0,1354.0,0.52,84.0,231.0,0.36,617.0,1123.0,0.55,0.55,179.0,227.0,0.79,224.0,736.0,960.0,307.0,81.0,89.0,159.0,157.0,1665.0,1.0
2020,22,2988,ORL,Orlando Magic,Nikola Vucevic,"October 24, 1990",29.0,NBA,C,62.0,62.0,1998.0,493.0,1033.0,0.48,98.0,289.0,0.34,395.0,744.0,0.53,0.52,131.0,167.0,0.78,140.0,533.0,673.0,222.0,54.0,47.0,88.0,135.0,1215.0,0.0
2021,22,2988,ORL,Orlando Magic,Nikola Vucevic,"October 24, 1990",30.0,NBA,C,34.0,34.0,1148.0,333.0,690.0,0.48,89.0,217.0,0.41,244.0,473.0,0.52,0.55,73.0,87.0,0.84,64.0,329.0,393.0,123.0,35.0,22.0,56.0,59.0,828.0,1.0
