Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1986,29,1822,UTA,Utah Jazz,Karl Malone,"July 24, 1963",22.0,NBA,PF,4.0,4.0,36.0,9.5,18.0,0.53,0.0,0.0,,9.5,18.0,0.53,0.53,2.8,6.5,0.42,1.5,6.0,7.5,1.0,2.0,0.0,1.5,4.5,21.8
1987,29,1822,UTA,Utah Jazz,Karl Malone,"July 24, 1963",23.0,NBA,PF,5.0,5.0,40.0,7.4,17.6,0.42,0.0,0.0,,7.4,17.6,0.42,0.42,5.2,7.2,0.72,3.0,6.6,9.6,1.2,2.2,0.8,3.4,4.0,20.0
1988,29,1822,UTA,Utah Jazz,Karl Malone,"July 24, 1963",24.0,NBA,PF,11.0,11.0,44.9,11.2,23.2,0.48,0.0,0.1,0.0,11.2,23.1,0.48,0.48,7.4,10.2,0.72,3.0,8.8,11.8,1.5,1.2,0.6,3.5,3.2,29.7
1989,29,1822,UTA,Utah Jazz,Karl Malone,"July 24, 1963",25.0,NBA,PF,3.0,3.0,45.3,11.0,22.0,0.5,0.0,0.0,,11.0,22.0,0.5,0.5,8.7,10.7,0.81,7.3,9.0,16.3,1.3,1.0,0.3,4.3,5.3,30.7
1990,29,1822,UTA,Utah Jazz,Karl Malone,"July 24, 1963",26.0,NBA,PF,5.0,5.0,40.6,9.2,21.0,0.44,0.0,0.2,0.0,9.2,20.8,0.44,0.44,6.8,9.0,0.76,3.2,7.0,10.2,2.2,2.2,1.0,2.4,4.4,25.2
1991,29,1822,UTA,Utah Jazz,Karl Malone,"July 24, 1963",27.0,NBA,PF,9.0,9.0,42.6,10.6,23.2,0.46,0.0,0.9,0.0,10.6,22.3,0.47,0.46,8.6,10.1,0.85,2.6,10.8,13.3,3.2,1.0,1.2,2.9,3.9,29.7
1992,29,1822,UTA,Utah Jazz,Karl Malone,"July 24, 1963",28.0,NBA,PF,16.0,16.0,43.0,9.3,17.8,0.52,0.0,0.1,0.0,9.3,17.6,0.52,0.52,10.6,13.1,0.8,2.7,8.6,11.3,2.6,1.4,1.2,2.9,3.6,29.1
1993,29,1822,UTA,Utah Jazz,Karl Malone,"July 24, 1963",29.0,NBA,PF,5.0,5.0,43.2,8.8,19.4,0.45,0.2,0.4,0.5,8.6,19.0,0.45,0.46,6.2,7.6,0.82,2.4,8.0,10.4,2.0,1.2,0.4,4.0,4.2,24.0
1994,29,1822,UTA,Utah Jazz,Karl Malone,"July 24, 1963",30.0,NBA,PF,16.0,16.0,43.9,9.9,21.1,0.47,0.0,0.3,0.0,9.9,20.9,0.47,0.47,7.4,10.0,0.74,3.3,9.1,12.4,3.4,1.4,0.8,2.1,3.7,27.1
1995,29,1822,UTA,Utah Jazz,Karl Malone,"July 24, 1963",31.0,NBA,PF,5.0,5.0,43.2,9.6,20.6,0.47,0.2,0.6,0.33,9.4,20.0,0.47,0.47,10.8,15.6,0.69,3.0,10.2,13.2,3.8,1.4,0.4,2.8,3.6,30.2
1996,29,1822,UTA,Utah Jazz,Karl Malone,"July 24, 1963",32.0,NBA,PF,18.0,18.0,40.3,10.4,22.3,0.47,0.0,0.2,0.0,10.4,22.1,0.47,0.47,5.6,9.8,0.57,2.6,7.7,10.3,4.4,1.9,0.6,2.5,3.4,26.5
