Season,Team ID,Player ID,Team ABV,Team,Number,Player,Pos,Height,Weight,Birth Date,Nationality,Experience,College
1996,28,85,TOR,Toronto Raptors,40,Willie Anderson,SG,6-7,190,"January 8, 1967",US,7,Georgia
1996,28,533,TOR,Toronto Raptors,13,Doug Christie,SF,6-6,200,"May 9, 1970",US,3,Pepperdine
1996,28,814,TOR,Toronto Raptors,55,Acie Earl,C,6-10,240,"June 23, 1970",US,2,Iowa
1996,28,871,TOR,Toronto Raptors,4,Vincenzo Esposito,PG,6-3,198,"March 1, 1969",IT,R,
1996,28,1620,TOR,Toronto Raptors,24,Jimmy King,SG,6-5,210,"August 9, 1973",US,R,Michigan
1996,28,1744,TOR,Toronto Raptors,44,Martin Lewis,SF,6-5,210,"April 28, 1975",US,R,"Butler County Community College, Seward County Community College"
1996,28,1868,TOR,Toronto Raptors,9,Tony Massenburg,PF,6-9,220,"July 31, 1967",US,3,Maryland
1996,28,1995,TOR,Toronto Raptors,30,Oliver Miller,PF,6-9,280,"April 6, 1970",US,3,Arkansas
1996,28,2092,TOR,Toronto Raptors,35,Tracy Murray,SF,6-7,225,"July 25, 1971",US,3,UCLA
1996,28,2180,TOR,Toronto Raptors,52,Dan O'Sullivan,C,6-10,250,"March 3, 1968",US,3,Fordham
1996,28,2308,TOR,Toronto Raptors,54,Ed Pinckney,PF,6-9,195,"March 27, 1963",US,10,Villanova
1996,28,2464,TOR,Toronto Raptors,7-21,Alvin Robertson,SG,6-3,185,"July 22, 1962",US,9,Arkansas
1996,28,2497,TOR,Toronto Raptors,33,Carlos Rogers,PF,6-11,220,"February 6, 1971",US,1,"Little Rock, Tennessee State"
1996,28,2540,TOR,Toronto Raptors,22,John Salley,PF,6-11,230,"May 16, 1964",US,9,Georgia Tech
1996,28,2768,TOR,Toronto Raptors,20,Damon Stoudamire,PG,5-10,171,"September 3, 1973",US,R,Arizona
1996,28,2799,TOR,Toronto Raptors,3,Zan Tabak,C,7-0,245,"June 15, 1970",HR,1,
1996,28,3103,TOR,Toronto Raptors,23,Dwayne Whitfield,PF,6-9,240,"August 21, 1972",US,R,Jackson State University
1996,28,3142,TOR,Toronto Raptors,32,Herb Williams,C,6-10,242,"February 16, 1958",US,14,Ohio State
1996,28,3247,TOR,Toronto Raptors,9,Sharone Wright,C,6-11,260,"January 30, 1973",US,1,Clemson
