Season,Team ID,Team ABV,Team,Number,Player,Pos,Height,Weight,Birth Date,Nationality,Experience,College
2015,2,BOS,Boston Celtics,30,Brandon Bass,PF,6-8,250,1985-04-30,US,9,LSU
2015,2,BOS,Boston Celtics,0,Avery Bradley,SG,6-3,180,1990-11-26,US,4,Texas
2015,2,BOS,Boston Celtics,99,Jae Crowder,SF,6-6,235,1990-07-06,US,2,Marquette
2015,2,BOS,Boston Celtics,70,Luigi Datome,SF,6-8,215,1987-11-27,IT,1,
2015,2,BOS,Boston Celtics,8,Jeff Green,SF,6-8,235,1986-08-28,US,6,Georgetown
2015,2,BOS,Boston Celtics,8,Jonas Jerebko,PF,6-10,231,1987-03-02,SE,4,
2015,2,BOS,Boston Celtics,28,Jameer Nelson,PG,6-0,190,1982-02-09,US,10,Saint Joseph's
2015,2,BOS,Boston Celtics,41,Kelly Olynyk,C,6-11,240,1991-04-19,CA,1,Gonzaga
2015,2,BOS,Boston Celtics,12,Dwight Powell,PF,6-10,240,1991-07-20,CA,R,Stanford
2015,2,BOS,Boston Celtics,26,Phil Pressey,PG,5-11,175,1991-02-17,US,1,Missouri
2015,2,BOS,Boston Celtics,12,Tayshaun Prince,SF,6-9,212,1980-02-28,US,12,Kentucky
2015,2,BOS,Boston Celtics,42,Shavlik Randolph,PF,6-10,240,1983-11-24,US,7,Duke
2015,2,BOS,Boston Celtics,9,Rajon Rondo,PG,6-1,180,1986-02-22,US,8,Kentucky
2015,2,BOS,Boston Celtics,36,Marcus Smart,PG,6-3,220,1994-03-06,US,R,Oklahoma State
2015,2,BOS,Boston Celtics,7,Jared Sullinger,PF,6-9,260,1992-03-04,US,2,Ohio State
2015,2,BOS,Boston Celtics,4,Isaiah Thomas,PG,5-9,185,1989-02-07,US,3,Washington
2015,2,BOS,Boston Celtics,4,Marcus Thornton,SG,6-4,205,1987-06-05,US,5,LSU
2015,2,BOS,Boston Celtics,11,Evan Turner,SG,6-6,220,1988-10-27,US,4,Ohio State
2015,2,BOS,Boston Celtics,45,Gerald Wallace,SF,6-7,215,1982-07-23,US,13,Alabama
2015,2,BOS,Boston Celtics,12,Brandan Wright,PF,6-10,210,1987-10-05,US,6,UNC
2015,2,BOS,Boston Celtics,13,James Young,SG,6-6,215,1995-08-16,US,R,Kentucky
2015,2,BOS,Boston Celtics,44,Tyler Zeller,C,7-0,253,1990-01-17,US,2,UNC
