Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 29,ORtg,DRtg
1984,29,816,UTA,Utah Jazz,Mark Eaton,"January 24, 1957",27.0,NBA,C,11,,254,4.0,7.7,0.51,0.0,0.0,,4.0,7.7,0.51,1.5,3.2,0.47,3.6,10.7,14.3,1.7,0.9,6.4,3.0,6.2,9.4,,94,103
1985,29,816,UTA,Utah Jazz,Mark Eaton,"January 24, 1957",28.0,NBA,C,5,5.0,158,3.4,9.7,0.35,0.0,0.0,,3.4,9.7,0.35,1.4,2.0,0.71,3.2,9.7,12.9,1.4,1.1,8.3,3.4,5.4,8.3,,75,100
1986,29,816,UTA,Utah Jazz,Mark Eaton,"January 24, 1957",29.0,NBA,C,4,4.0,157,9.2,18.6,0.49,0.0,0.0,,9.2,18.6,0.49,0.7,1.0,0.67,4.2,7.5,11.8,3.3,0.3,5.9,1.3,3.9,19.0,,111,112
1987,29,816,UTA,Utah Jazz,Mark Eaton,"January 24, 1957",30.0,NBA,C,5,5.0,193,4.9,10.6,0.46,0.0,0.0,,4.9,10.6,0.46,4.1,6.5,0.64,4.1,10.1,14.3,0.8,0.3,5.4,1.0,4.7,14.0,,116,104
1988,29,816,UTA,Utah Jazz,Mark Eaton,"January 24, 1957",31.0,NBA,C,11,11.0,461,3.4,7.1,0.48,0.0,0.0,,3.4,7.1,0.48,2.5,3.9,0.64,3.1,8.2,11.3,1.4,1.3,3.7,1.5,5.3,9.3,,107,105
1989,29,816,UTA,Utah Jazz,Mark Eaton,"January 24, 1957",32.0,NBA,C,3,3.0,99,3.9,8.3,0.47,0.0,0.0,,3.9,8.3,0.47,4.4,5.4,0.82,5.4,10.7,16.1,0.5,0.5,1.0,3.4,2.9,12.2,,105,114
1990,29,816,UTA,Utah Jazz,Mark Eaton,"January 24, 1957",33.0,NBA,C,5,5.0,128,3.6,6.7,0.53,0.0,0.0,,3.6,6.7,0.53,0.4,2.0,0.2,3.2,8.7,11.9,0.0,1.2,5.5,1.6,6.7,7.5,,94,105
1991,29,816,UTA,Utah Jazz,Mark Eaton,"January 24, 1957",34.0,NBA,C,9,9.0,255,3.1,6.1,0.52,0.0,0.0,,3.1,6.1,0.52,1.4,2.4,0.58,3.3,7.7,11.0,1.0,0.2,2.6,1.4,8.1,7.7,,109,107
1992,29,816,UTA,Utah Jazz,Mark Eaton,"January 24, 1957",35.0,NBA,C,16,16.0,473,2.9,5.2,0.56,0.0,0.0,,2.9,5.2,0.56,2.4,3.0,0.78,3.4,6.8,10.2,0.5,0.8,4.1,1.2,5.3,8.2,,125,112
1993,29,816,UTA,Utah Jazz,Mark Eaton,"January 24, 1957",36.0,NBA,C,5,5.0,117,4.8,9.1,0.53,0.0,0.0,,4.8,9.1,0.53,1.0,1.9,0.5,7.7,8.2,15.9,1.0,0.0,4.3,1.0,4.3,10.6,,122,107
