Season,Team ID,Player ID,Team ABV,Team,Number,Player,Pos,Height,Weight,Birth Date,Nationality,Experience,College
2017,4,193,CHO,Charlotte Hornets,5,Nicolas Batum,SG,6-8,230,1988-12-14,FR,8,
2017,4,208,CHO,Charlotte Hornets,21,Marco Belinelli,SG,6-5,220,1986-03-25,IT,9,
2017,4,1076,CHO,Charlotte Hornets,12,Treveon Graham,SG,6-5,219,1993-10-28,US,R,VCU
2017,4,1214,CHO,Charlotte Hornets,9,Aaron Harrison,SG,6-6,210,1994-10-28,US,1,Kentucky
2017,4,1229,CHO,Charlotte Hornets,0,Spencer Hawes,PF,7-1,245,1988-04-28,US,9,Washington
2017,4,1278,CHO,Charlotte Hornets,55,Roy Hibbert,C,7-2,270,1986-12-11,US,8,Georgetown
2017,4,1581,CHO,Charlotte Hornets,44,Frank Kaminsky,C,7-0,240,1993-04-04,US,1,Wisconsin
2017,4,1610,CHO,Charlotte Hornets,14,Michael Kidd-Gilchrist,SF,6-6,232,1993-09-26,US,4,Kentucky
2017,4,1684,CHO,Charlotte Hornets,3,Jeremy Lamb,SG,6-5,180,1992-05-30,US,4,UConn
2017,4,2178,CHO,Charlotte Hornets,8,Johnny O'Bryant,PF,6-9,257,1993-06-01,US,2,LSU
2017,4,2326,CHO,Charlotte Hornets,18,Miles Plumlee,C,6-11,249,1988-09-01,US,4,Duke
2017,4,2467,CHO,Charlotte Hornets,22,Brian Roberts,PG,6-1,173,1985-12-03,US,4,Dayton
2017,4,2605,CHO,Charlotte Hornets,7,Ramon Sessions,PG,6-3,190,1986-04-11,US,9,Nevada
2017,4,2896,CHO,Charlotte Hornets,10,Mike Tobey,C,7-0,260,1994-10-10,US,R,Virginia
2017,4,3010,CHO,Charlotte Hornets,15,Kemba Walker,PG,6-0,184,1990-05-08,US,5,UConn
2017,4,3063,CHO,Charlotte Hornets,0,Briante Weber,PG,6-2,165,1992-12-29,US,1,VCU
2017,4,3169,CHO,Charlotte Hornets,2,Marvin Williams,PF,6-8,237,1986-06-19,US,11,UNC
2017,4,3229,CHO,Charlotte Hornets,35,Christian Wood,PF,6-10,214,1995-09-27,US,1,UNLV
2017,4,3275,CHO,Charlotte Hornets,40,Cody Zeller,C,6-11,240,1992-10-05,US,3,Indiana
