Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
1982,29,2571,UTA,Utah Jazz,Danny Schayes,"May 10, 1959",22.0,NBA,C,82.0,1623.0,13.2,0.53,0.0,0.35,8.5,20.0,14.1,11.6,1.3,2.4,20.0,18.7,0.4,1.3,1.7,0.05,-2.4,0.1,-2.3,-0.1
1983,31,2571,TOT,Total After Trade,Danny Schayes,"May 10, 1959",23.0,NBA,C,82.0,2284.0,12.1,0.52,0.0,0.39,9.1,19.0,14.1,11.7,1.0,2.2,22.4,19.1,-0.4,2.3,2.0,0.04,-2.7,-0.3,-3.0,-0.6
1983,29,2571,UTA,Utah Jazz,Danny Schayes,"May 10, 1959",23.0,NBA,C,50.0,1638.0,11.7,0.52,0.0,0.38,8.8,18.9,14.0,13.4,1.1,2.1,24.5,19.0,-0.8,1.9,1.1,0.03,-2.8,0.0,-2.8,-0.3
1983,8,2571,DEN,Denver Nuggets,Danny Schayes,"May 10, 1959",23.0,NBA,C,32.0,646.0,13.2,0.52,0.0,0.43,9.8,19.3,14.6,7.5,1.0,2.3,17.2,19.3,0.4,0.4,0.8,0.06,-2.3,-1.2,-3.5,-0.2
1984,8,2571,DEN,Denver Nuggets,Danny Schayes,"May 10, 1959",24.0,NBA,C,82.0,1420.0,12.9,0.59,0.0,0.73,10.5,21.9,16.0,7.4,1.0,2.2,19.5,16.2,1.8,1.1,2.8,0.1,-2.8,-0.6,-3.4,-0.5
1985,8,2571,DEN,Denver Nuggets,Danny Schayes,"May 10, 1959",25.0,NBA,C,56.0,542.0,12.8,0.58,0.0,0.75,8.9,20.2,14.2,8.1,1.6,2.6,20.4,15.0,0.6,0.7,1.2,0.11,-2.6,0.5,-2.1,0.0
1986,8,2571,DEN,Denver Nuggets,Danny Schayes,"May 10, 1959",26.0,NBA,C,80.0,1654.0,13.4,0.58,0.0,0.63,9.3,18.8,13.9,5.9,1.1,2.1,15.7,15.5,2.4,2.2,4.6,0.13,-2.1,0.1,-2.0,0.0
1987,8,2571,DEN,Denver Nuggets,Danny Schayes,"May 10, 1959",27.0,NBA,C,76.0,1556.0,13.4,0.61,0.0,0.73,7.6,18.7,12.8,6.7,0.6,2.7,15.1,15.5,2.6,1.3,3.9,0.12,-2.0,-0.3,-2.3,-0.1
1988,8,2571,DEN,Denver Nuggets,Danny Schayes,"May 10, 1959",28.0,NBA,PF,81.0,2166.0,18.4,0.64,0.0,0.73,9.3,23.3,16.1,6.2,1.3,2.4,14.9,18.7,5.4,3.3,8.8,0.2,0.4,0.5,0.9,1.6
1989,8,2571,DEN,Denver Nuggets,Danny Schayes,"May 10, 1959",29.0,NBA,C,76.0,1918.0,15.4,0.62,0.02,0.66,7.2,20.3,13.4,6.9,1.0,2.4,17.0,18.8,3.2,2.4,5.6,0.14,-1.2,0.0,-1.2,0.4
1990,8,2571,DEN,Denver Nuggets,Danny Schayes,"May 10, 1959",30.0,NBA,C,53.0,1194.0,16.5,0.62,0.01,0.8,9.7,21.0,15.0,6.4,1.6,2.2,13.9,17.0,2.8,1.7,4.5,0.18,-0.4,0.6,0.3,0.7
1991,17,2571,MIL,Milwaukee Bucks,Danny Schayes,"May 10, 1959",31.0,NBA,C,82.0,2228.0,14.8,0.59,0.01,0.55,9.1,19.7,14.3,6.2,1.2,1.8,12.5,16.3,4.3,2.6,6.8,0.15,-0.2,-0.4,-0.6,0.8
1992,17,2571,MIL,Milwaukee Bucks,Danny Schayes,"May 10, 1959",32.0,NBA,C,43.0,726.0,10.7,0.5,0.0,0.48,8.8,18.0,13.2,6.5,1.3,1.6,14.5,16.3,0.4,0.6,0.9,0.06,-3.3,-0.8,-4.1,-0.4
1993,17,2571,MIL,Milwaukee Bucks,Danny Schayes,"May 10, 1959",33.0,NBA,C,70.0,1124.0,10.6,0.5,0.01,0.52,7.3,18.4,12.8,9.4,1.6,2.1,16.7,14.8,0.3,1.1,1.4,0.06,-3.3,0.2,-3.1,-0.3
1994,31,2571,TOT,Total After Trade,Danny Schayes,"May 10, 1959",34.0,NBA,C,36.0,363.0,7.4,0.43,0.0,0.38,9.1,15.6,12.2,5.0,1.4,1.8,19.0,14.3,-0.2,0.2,0.0,-0.0,-5.0,-0.8,-5.9,-0.4
1994,17,2571,MIL,Milwaukee Bucks,Danny Schayes,"May 10, 1959",34.0,NBA,C,23.0,230.0,6.3,0.44,0.0,0.48,7.6,15.3,11.2,3.1,1.1,2.3,20.1,13.1,-0.2,0.1,0.0,-0.01,-5.6,-0.7,-6.3,-0.3
