Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 30,Trp Dbl
1990,29,827,UTA,Utah Jazz,Blue Edwards,"October 31, 1965",24.0,NBA,SF,82.0,49.0,1889.0,286.0,564.0,0.51,9.0,30.0,0.3,277.0,534.0,0.52,0.52,146.0,203.0,0.72,69.0,182.0,251.0,145.0,76.0,36.0,152.0,280.0,727.0,,0.0
1991,29,827,UTA,Utah Jazz,Blue Edwards,"October 31, 1965",25.0,NBA,SF,62.0,56.0,1611.0,244.0,464.0,0.53,6.0,24.0,0.25,238.0,440.0,0.54,0.53,82.0,117.0,0.7,51.0,150.0,201.0,108.0,57.0,29.0,105.0,203.0,576.0,,0.0
1992,29,827,UTA,Utah Jazz,Blue Edwards,"October 31, 1965",26.0,NBA,SF,81.0,81.0,2283.0,433.0,830.0,0.52,39.0,103.0,0.38,394.0,727.0,0.54,0.55,113.0,146.0,0.77,86.0,212.0,298.0,137.0,81.0,46.0,122.0,236.0,1018.0,,0.0
1993,17,827,MIL,Milwaukee Bucks,Blue Edwards,"October 31, 1965",27.0,NBA,SF,82.0,81.0,2729.0,554.0,1083.0,0.51,37.0,106.0,0.35,517.0,977.0,0.53,0.53,237.0,300.0,0.79,123.0,259.0,382.0,214.0,129.0,45.0,175.0,242.0,1382.0,,0.0
1994,17,827,MIL,Milwaukee Bucks,Blue Edwards,"October 31, 1965",28.0,NBA,SF,82.0,64.0,2322.0,382.0,800.0,0.48,38.0,106.0,0.36,344.0,694.0,0.5,0.5,151.0,189.0,0.8,104.0,225.0,329.0,171.0,83.0,27.0,146.0,235.0,953.0,,0.0
1995,31,827,TOT,Total After Trade,Blue Edwards,"October 31, 1965",29.0,NBA,SF,67.0,7.0,1112.0,181.0,393.0,0.46,22.0,75.0,0.29,159.0,318.0,0.5,0.49,75.0,90.0,0.83,50.0,80.0,130.0,77.0,43.0,16.0,81.0,143.0,459.0,,0.0
1995,2,827,BOS,Boston Celtics,Blue Edwards,"October 31, 1965",29.0,NBA,SF,31.0,7.0,507.0,83.0,195.0,0.43,11.0,43.0,0.26,72.0,152.0,0.47,0.45,43.0,48.0,0.9,25.0,40.0,65.0,47.0,19.0,10.0,39.0,64.0,220.0,,0.0
1995,29,827,UTA,Utah Jazz,Blue Edwards,"October 31, 1965",29.0,NBA,SF,36.0,0.0,605.0,98.0,198.0,0.5,11.0,32.0,0.34,87.0,166.0,0.52,0.52,32.0,42.0,0.76,25.0,40.0,65.0,30.0,24.0,6.0,42.0,79.0,239.0,,0.0
1996,15,827,VAN,Vancouver Grizzlies,Blue Edwards,"October 31, 1965",30.0,NBA,SF,82.0,82.0,2773.0,401.0,956.0,0.42,84.0,245.0,0.34,317.0,711.0,0.45,0.46,157.0,208.0,0.76,98.0,248.0,346.0,212.0,118.0,46.0,170.0,243.0,1043.0,,1.0
1997,15,827,VAN,Vancouver Grizzlies,Blue Edwards,"October 31, 1965",31.0,NBA,SF,61.0,12.0,1439.0,182.0,458.0,0.4,25.0,89.0,0.28,157.0,369.0,0.42,0.42,89.0,109.0,0.82,49.0,140.0,189.0,114.0,38.0,20.0,81.0,135.0,478.0,,0.0
1998,15,827,VAN,Vancouver Grizzlies,Blue Edwards,"October 31, 1965",32.0,NBA,SG,81.0,20.0,1968.0,326.0,742.0,0.44,40.0,120.0,0.33,286.0,622.0,0.46,0.47,180.0,215.0,0.84,61.0,156.0,217.0,201.0,86.0,27.0,134.0,183.0,872.0,,0.0
1999,16,827,MIA,Miami Heat,Blue Edwards,"October 31, 1965",33.0,NBA,SF,24.0,0.0,283.0,32.0,72.0,0.44,4.0,10.0,0.4,28.0,62.0,0.45,0.47,9.0,13.0,0.69,7.0,26.0,33.0,30.0,17.0,5.0,21.0,23.0,77.0,,0.0
