Season,Team ID,Player ID,Team ABV,Team,Number,Player,Pos,Height,Weight,Birth Date,Nationality,Experience,College
1994,18,142,MIN,Minnesota Timberwolves,41,Thurl Bailey,PF,6-11,215,"April 7, 1961",US,10,NC State
1994,18,390,MIN,Minnesota Timberwolves,40,Mike Brown,C,6-9,257,"July 19, 1963",US,7,George Washington
1994,18,681,MIN,Minnesota Timberwolves,23,Brian Davis,SF,6-7,200,"June 21, 1970",US,R,Duke
1994,18,956,MIN,Minnesota Timberwolves,30,Tellis Frank,PF,6-10,225,"April 26, 1965",US,4,Western Kentucky
1994,18,1137,MIN,Minnesota Timberwolves,51,Andres Guibert,C,6-10,225,"October 28, 1968",CU,R,
1994,18,1416,MIN,Minnesota Timberwolves,7,Stanley Jackson,SG,6-3,185,"October 10, 1970",US,R,UAB
1994,18,1624,MIN,Minnesota Timberwolves,21,Stacey King,C,6-11,230,"January 29, 1967",US,4,Oklahoma
1994,18,1676,MIN,Minnesota Timberwolves,32,Christian Laettner,PF,6-11,235,"August 17, 1969",US,1,Duke
1994,18,1772,MIN,Minnesota Timberwolves,13,Luc Longley,C,7-2,265,"January 19, 1969",AU,2,New Mexico
1994,18,1875,MIN,Minnesota Timberwolves,25,Marlon Maxey,PF,6-8,250,"February 19, 1969",US,1,"Minnesota, Texas-El Paso"
1994,18,2290,MIN,Minnesota Timberwolves,45,Chuck Person,SF,6-8,220,"June 27, 1964",US,7,Auburn
1994,18,2448,MIN,Minnesota Timberwolves,34,Isaiah Rider,SG,6-5,215,"March 12, 1971",US,R,UNLV
1994,18,2669,MIN,Minnesota Timberwolves,3,Chris G. Smith,PG,6-3,190,"May 17, 1970",US,1,UConn
1994,18,3073,MIN,Minnesota Timberwolves,5,Doug West,SG,6-6,200,"May 27, 1967",US,4,Villanova
1994,18,3131,MIN,Minnesota Timberwolves,12,Corey Williams,PG,6-2,190,"April 24, 1970",US,1,Oklahoma State
1994,18,3162,MIN,Minnesota Timberwolves,4,Micheal Williams,PG,6-2,175,"July 23, 1966",US,5,Baylor
