Season,Team ID,Team ABV,Team,Number,Player,Pos,Height,Weight,Birth Date,Nationality,Experience,College
1994,17,MIL,Milwaukee Bucks,0,Anthony Avent,PF,6-9,235,1969-10-18,US,1,Seton Hall
1994,17,MIL,Milwaukee Bucks,42,Vin Baker,C,6-11,232,1971-11-23,US,R,University of Hartford
1994,17,MIL,Milwaukee Bucks,17,Jon Barry,SG,6-4,195,1969-07-25,US,1,"University of the Pacific, Georgia Tech"
1994,17,MIL,Milwaukee Bucks,40,Frank Brickowski,C,6-9,240,1959-08-14,US,9,Penn State
1994,17,MIL,Milwaukee Bucks,0,Anthony Cook,PF,6-9,205,1967-03-19,US,2,Arizona
1994,17,MIL,Milwaukee Bucks,40,Joe Courtney,PF,6-8,235,1969-10-17,US,1,"Mississippi State, University of Southern Mississippi"
1994,17,MIL,Milwaukee Bucks,10,Todd Day,SG,6-6,188,1970-01-07,US,1,Arkansas
1994,17,MIL,Milwaukee Bucks,30,Blue Edwards,SF,6-4,200,1965-10-31,US,4,East Carolina University
1994,17,MIL,Milwaukee Bucks,44,Greg Foster,PF,6-11,240,1968-10-03,US,3,"UCLA, Texas-El Paso"
1994,17,MIL,Milwaukee Bucks,43,Mike Gminski,C,6-11,250,1959-08-03,US,13,Duke
1994,17,MIL,Milwaukee Bucks,54,Brad Lohaus,PF,6-11,230,1964-09-29,US,6,Iowa
1994,17,MIL,Milwaukee Bucks,11,Lee Mayberry,PG,6-1,172,1970-06-12,US,1,Arkansas
1994,17,MIL,Milwaukee Bucks,5,Eric Murdock,PG,6-1,190,1968-06-14,US,2,Providence
1994,17,MIL,Milwaukee Bucks,3,Ken Norman,SF,6-8,215,1964-09-05,US,6,Illinois
1994,17,MIL,Milwaukee Bucks,24,Danny Schayes,C,6-11,235,1959-05-10,US,12,Syracuse
1994,17,MIL,Milwaukee Bucks,20,Derek Strong,PF,6-8,220,1968-02-09,US,2,Xavier
