Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2005,21,579,SEA,Seattle Supersonics,Nick Collison,1980-10-26,24.0,NBA,C,82,4,17.0,2.3,4.3,0.54,0.0,0.0,0.0,2.3,4.3,0.54,0.54,1.0,1.4,0.7,1.9,2.7,4.6,0.4,0.4,0.6,0.8,3.1,5.6
2006,21,579,SEA,Seattle Supersonics,Nick Collison,1980-10-26,25.0,NBA,PF,66,27,21.9,3.1,6.0,0.52,0.0,0.0,0.0,3.1,5.9,0.53,0.52,1.2,1.7,0.7,2.2,3.4,5.6,1.1,0.3,0.5,1.2,3.2,7.5
2007,21,579,SEA,Seattle Supersonics,Nick Collison,1980-10-26,26.0,NBA,C,82,56,29.0,3.9,7.8,0.5,0.0,0.0,0.0,3.9,7.7,0.5,0.5,1.9,2.4,0.77,2.8,5.3,8.1,1.0,0.6,0.8,1.5,3.5,9.6
2008,21,579,SEA,Seattle Supersonics,Nick Collison,1980-10-26,27.0,NBA,PF,78,35,28.5,4.1,8.2,0.5,0.0,0.0,0.0,4.1,8.2,0.5,0.5,1.6,2.1,0.74,3.3,6.1,9.4,1.4,0.6,0.8,1.5,3.2,9.8
2009,21,579,OKC,Oklahoma City Thunder,Nick Collison,1980-10-26,28.0,NBA,C,71,40,25.8,3.4,6.0,0.57,0.0,0.0,0.0,3.4,6.0,0.57,0.57,1.4,1.9,0.72,2.5,4.3,6.9,0.9,0.7,0.7,1.0,3.4,8.2
2010,21,579,OKC,Oklahoma City Thunder,Nick Collison,1980-10-26,29.0,NBA,C,75,5,20.8,2.4,4.1,0.59,0.0,0.1,0.25,2.4,4.1,0.59,0.59,1.0,1.4,0.69,2.0,3.1,5.1,0.5,0.5,0.6,0.8,3.1,5.9
2011,21,579,OKC,Oklahoma City Thunder,Nick Collison,1980-10-26,30.0,NBA,C,71,2,21.5,1.9,3.4,0.57,0.0,0.0,,1.9,3.4,0.57,0.57,0.8,1.0,0.75,1.7,2.8,4.5,1.0,0.6,0.4,0.8,3.0,4.6
2012,21,579,OKC,Oklahoma City Thunder,Nick Collison,1980-10-26,31.0,NBA,PF,63,0,20.7,1.9,3.2,0.6,0.0,0.0,0.0,1.9,3.2,0.6,0.6,0.7,1.0,0.71,1.9,2.5,4.3,1.3,0.5,0.4,1.0,2.4,4.5
2013,21,579,OKC,Oklahoma City Thunder,Nick Collison,1980-10-26,32.0,NBA,C,81,2,19.5,2.2,3.7,0.6,0.0,0.0,0.0,2.2,3.6,0.6,0.6,0.7,1.0,0.77,1.5,2.6,4.1,1.5,0.6,0.4,0.9,2.4,5.1
2014,21,579,OKC,Oklahoma City Thunder,Nick Collison,1980-10-26,33.0,NBA,PF,81,0,16.7,1.7,3.0,0.56,0.0,0.2,0.24,1.6,2.8,0.58,0.56,0.8,1.1,0.71,1.4,2.2,3.6,1.3,0.4,0.3,0.9,2.3,4.2
2015,21,579,OKC,Oklahoma City Thunder,Nick Collison,1980-10-26,34.0,NBA,PF,66,2,16.7,1.6,3.8,0.42,0.2,0.9,0.27,1.4,2.9,0.47,0.45,0.7,1.0,0.69,1.4,2.4,3.8,1.4,0.5,0.4,0.7,2.4,4.1
2016,21,579,OKC,Oklahoma City Thunder,Nick Collison,1980-10-26,35.0,NBA,PF,59,4,11.8,0.8,1.8,0.46,0.0,0.0,0.0,0.8,1.8,0.47,0.46,0.4,0.6,0.7,1.2,1.7,2.9,0.9,0.3,0.3,0.8,1.8,2.1
2017,21,579,OKC,Oklahoma City Thunder,Nick Collison,1980-10-26,36.0,NBA,PF,20,0,6.4,0.7,1.2,0.61,0.0,0.1,0.0,0.7,1.1,0.64,0.61,0.3,0.4,0.62,0.5,1.1,1.6,0.6,0.1,0.1,0.2,0.9,1.7
2018,21,579,OKC,Oklahoma City Thunder,Nick Collison,1980-10-26,37.0,NBA,PF,15,0,5.0,0.9,1.3,0.68,0.0,0.0,,0.9,1.3,0.68,0.68,0.3,0.9,0.38,0.5,0.9,1.3,0.3,0.0,0.0,0.5,0.5,2.1
