Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1994,29,2539,UTA,Utah Jazz,Bryon Russell,1970-12-31,23.0,NBA,SF,67.0,48.0,1121.0,4.3,9.0,0.48,0.1,0.7,0.09,4.3,8.3,0.52,2.0,3.2,0.61,2.0,3.9,5.8,1.7,2.2,0.6,1.8,4.4,10.7
1995,29,2539,UTA,Utah Jazz,Bryon Russell,1970-12-31,24.0,NBA,SF,63.0,15.0,860.0,4.4,10.0,0.44,0.5,1.8,0.3,3.8,8.1,0.47,2.6,3.9,0.67,1.8,4.1,5.9,1.4,2.0,0.5,1.8,4.2,11.8
1996,29,2539,UTA,Utah Jazz,Bryon Russell,1970-12-31,25.0,NBA,SF,59.0,9.0,577.0,3.5,8.9,0.39,0.9,2.5,0.35,2.6,6.4,0.41,3.0,4.2,0.72,1.7,3.9,5.6,1.8,1.8,0.5,2.2,4.1,10.9
1997,29,2539,UTA,Utah Jazz,Bryon Russell,1970-12-31,26.0,NBA,SF,81.0,81.0,2525.0,4.2,8.8,0.48,1.5,3.8,0.41,2.7,5.1,0.53,2.4,3.5,0.7,1.1,3.6,4.7,1.8,1.8,0.4,1.3,3.4,12.4
1998,29,2539,UTA,Utah Jazz,Bryon Russell,1970-12-31,27.0,NBA,SF,82.0,7.0,2219.0,3.7,8.5,0.43,1.2,3.5,0.34,2.5,5.0,0.49,3.5,4.5,0.77,1.3,4.0,5.3,1.6,1.5,0.5,1.3,3.7,12.0
1999,29,2539,UTA,Utah Jazz,Bryon Russell,1970-12-31,28.0,NBA,SF,50.0,50.0,1770.0,4.4,9.5,0.46,1.1,3.0,0.35,3.4,6.5,0.51,2.8,3.5,0.8,1.3,4.1,5.4,1.5,1.5,0.3,1.5,3.1,12.7
2000,29,2539,UTA,Utah Jazz,Bryon Russell,1970-12-31,29.0,NBA,SF,82.0,70.0,2900.0,5.1,11.3,0.45,1.3,3.3,0.4,3.7,8.0,0.47,2.9,3.9,0.75,1.2,4.1,5.3,2.0,1.6,0.3,1.3,3.2,14.4
2001,29,2539,UTA,Utah Jazz,Bryon Russell,1970-12-31,30.0,NBA,SF,78.0,46.0,2473.0,4.5,10.2,0.44,1.4,3.3,0.41,3.1,6.8,0.45,3.2,4.1,0.78,1.4,3.4,4.8,2.3,1.4,0.3,1.6,3.3,13.6
2002,29,2539,UTA,Utah Jazz,Bryon Russell,1970-12-31,31.0,NBA,SG,66.0,40.0,1998.0,4.0,10.5,0.38,1.4,4.1,0.34,2.6,6.5,0.4,2.1,2.5,0.82,1.4,3.9,5.3,2.5,1.2,0.3,2.0,3.7,11.5
2003,30,2539,WAS,Washington Wizards,Bryon Russell,1970-12-31,32.0,NBA,SF,70.0,23.0,1388.0,2.8,7.9,0.35,1.2,3.6,0.33,1.6,4.3,0.37,1.4,1.8,0.77,1.1,4.3,5.4,1.9,1.8,0.2,1.4,3.4,8.2
2004,14,2539,LAL,Los Angeles Lakers,Bryon Russell,1970-12-31,33.0,NBA,SF,72.0,1.0,945.0,3.7,9.3,0.4,1.6,4.3,0.38,2.1,5.0,0.42,1.9,2.5,0.77,1.2,4.3,5.6,2.7,1.2,0.5,1.4,4.2,11.0
2005,8,2539,DEN,Denver Nuggets,Bryon Russell,1970-12-31,34.0,NBA,SF,70.0,2.0,1026.0,3.3,8.8,0.38,2.0,5.2,0.38,1.4,3.6,0.38,2.1,2.7,0.79,1.8,4.3,6.0,2.5,1.5,0.4,1.2,4.6,10.8
2006,8,2539,DEN,Denver Nuggets,Bryon Russell,1970-12-31,35.0,NBA,SF,1.0,0.0,3.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,12.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0
