Season,Team ID,Team ABV,Team,Number,Player,Pos,Height,Weight,Birth Date,Nationality,Experience,College
1993,3,NJN,New Jersey Nets,21,Rafael Addison,SF,6-7,215,1964-07-22,US,2,Syracuse
1993,3,NJN,New Jersey Nets,7,Kenny Anderson,PG,6-0,168,1970-10-09,US,1,Georgia Tech
1993,3,NJN,New Jersey Nets,31,Sam Bowie,C,7-1,235,1961-03-17,US,7,Kentucky
1993,3,NJN,New Jersey Nets,52,Chucky Brown,SF,6-7,214,1968-02-29,US,3,NC State
1993,3,NJN,New Jersey Nets,10,Maurice Cheeks,PG,6-1,180,1956-09-08,US,14,West Texas A&M University
1993,3,NJN,New Jersey Nets,44,Derrick Coleman,PF,6-10,230,1967-06-21,US,2,Syracuse
1993,3,NJN,New Jersey Nets,22,Chris Dudley,C,6-11,235,1965-02-22,US,5,Yale
1993,3,NJN,New Jersey Nets,12,Tate George,PG,6-5,190,1968-05-29,US,2,UConn
1993,3,NJN,New Jersey Nets,42,Dave Hoppen,C,6-11,235,1964-03-13,US,5,Nebraska
1993,3,NJN,New Jersey Nets,30,Bernard King,SF,6-7,205,1956-12-04,US,13,Tennessee
1993,3,NJN,New Jersey Nets,20,Doug Lee,SG,6-5,200,1964-10-24,US,1,"Texas A&M, Purdue"
1993,3,NJN,New Jersey Nets,4,Rick Mahorn,PF,6-10,240,1958-09-21,US,11,Hampton
1993,3,NJN,New Jersey Nets,34,Chris Morris,SF,6-8,210,1966-01-20,US,4,Auburn
1993,3,NJN,New Jersey Nets,54,Dan O'Sullivan,C,6-10,250,1968-03-03,US,1,Fordham
1993,3,NJN,New Jersey Nets,3,Drazen Petrovic,SG,6-5,195,1964-10-22,HR,3,
1993,3,NJN,New Jersey Nets,24,Rumeal Robinson,PG,6-2,195,1966-11-13,JM,2,Michigan
1993,3,NJN,New Jersey Nets,33,Dwayne Schintzius,C,7-1,260,1968-10-14,US,2,Florida
1993,3,NJN,New Jersey Nets,55,Jayson Williams,PF,6-9,240,1968-02-22,US,2,St. John's
