Season,Team ID,Team ABV,Team,Number,Player,Pos,Height,Weight,Birth Date,Nationality,Experience,College
1993,23,PHI,Philadelphia 76Ers,20,Ron Anderson,SF,6-7,215,1958-10-15,US,8,Fresno State
1993,23,PHI,Philadelphia 76Ers,11,Manute Bol,C,7-7,200,1962-10-16,SS,7,University of Bridgeport
1993,23,PHI,Philadelphia 76Ers,12,Johnny Dawkins,PG,6-2,165,1963-09-28,US,6,Duke
1993,23,PHI,Philadelphia 76Ers,35,Armen Gilliam,PF,6-9,230,1964-05-28,US,5,UNLV
1993,23,PHI,Philadelphia 76Ers,3,Greg Grant,PG,5-7,140,1966-08-29,US,3,Trenton State University
1993,23,PHI,Philadelphia 76Ers,33,Hersey Hawkins,SG,6-3,190,1966-09-29,US,4,Bradley
1993,23,PHI,Philadelphia 76Ers,14,Jeff Hornacek,PG,6-3,190,1963-05-03,US,6,Iowa State
1993,23,PHI,Philadelphia 76Ers,55,Thomas Jordan,PF,6-10,220,1968-05-23,US,R,Oklahoma State
1993,23,PHI,Philadelphia 76Ers,28,Andrew Lang,C,6-11,245,1966-06-28,US,4,Arkansas
1993,23,PHI,Philadelphia 76Ers,21,Kenny Payne,SF,6-8,195,1966-11-25,US,3,Louisville
1993,23,PHI,Philadelphia 76Ers,23,Tim Perry,PF,6-9,200,1965-06-04,US,4,Temple
1993,23,PHI,Philadelphia 76Ers,17,Charles Shackleford,C,6-10,225,1966-04-22,US,3,NC State
1993,23,PHI,Philadelphia 76Ers,30,Clarence Weatherspoon,SF,6-6,240,1970-09-08,US,R,University of Southern Mississippi
1993,23,PHI,Philadelphia 76Ers,55,Eddie Lee Wilkins,PF,6-10,220,1962-05-07,US,5,Gardner-Webb University
