Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1993,25,2097,POR,Portland Trail Blazers,Tracy Murray,1971-07-25,21.0,NBA,SF,48.0,14.0,495.0,7.9,18.9,0.42,1.5,5.1,0.3,6.3,13.8,0.46,2.5,2.9,0.88,2.9,3.1,6.0,0.8,0.6,0.4,2.3,4.3,19.8
1994,25,2097,POR,Portland Trail Blazers,Tracy Murray,1971-07-25,22.0,NBA,SF,66.0,1.0,820.0,7.3,15.6,0.47,2.2,4.8,0.46,5.1,10.8,0.48,2.2,3.2,0.69,1.9,3.0,4.9,1.4,0.9,0.9,1.6,3.3,19.1
1995,31,2097,TOT,Total After Trade,Tracy Murray,1971-07-25,23.0,NBA,SF,54.0,3.0,516.0,6.6,16.3,0.41,2.4,6.0,0.41,4.2,10.3,0.41,2.3,2.9,0.79,1.4,2.7,4.1,1.3,1.0,0.3,2.4,5.1,18.0
1995,25,2097,POR,Portland Trail Blazers,Tracy Murray,1971-07-25,23.0,NBA,SF,29.0,3.0,313.0,7.2,17.6,0.41,1.8,4.7,0.39,5.4,12.9,0.42,3.2,3.9,0.82,2.1,2.2,4.3,1.6,0.8,0.1,2.3,4.8,19.6
1995,11,2097,HOU,Houston Rockets,Tracy Murray,1971-07-25,23.0,NBA,SF,25.0,0.0,203.0,5.7,14.2,0.4,3.4,8.0,0.42,2.3,6.2,0.37,0.9,1.4,0.62,0.4,3.5,3.9,0.9,1.2,0.5,2.7,5.5,15.6
1996,28,2097,TOR,Toronto Raptors,Tracy Murray,1971-07-25,24.0,NBA,SF,82.0,37.0,2458.0,7.3,16.0,0.45,2.2,5.2,0.42,5.1,10.8,0.47,2.7,3.2,0.83,1.7,3.5,5.2,1.9,1.3,0.6,1.9,3.0,19.4
1997,30,2097,WSB,Washington Bullets,Tracy Murray,1971-07-25,25.0,NBA,SF,82.0,1.0,1814.0,5.7,13.5,0.42,2.1,6.0,0.35,3.6,7.5,0.48,2.7,3.2,0.84,1.7,3.4,5.0,1.5,1.4,0.4,1.7,3.0,16.2
1998,30,2097,WAS,Washington Wizards,Tracy Murray,1971-07-25,26.0,NBA,SF,82.0,12.0,2227.0,7.3,16.3,0.45,2.6,6.5,0.39,4.7,9.8,0.48,2.9,3.4,0.87,1.2,3.3,4.5,1.4,1.1,0.4,1.6,2.7,20.0
1999,30,2097,WAS,Washington Wizards,Tracy Murray,1971-07-25,27.0,NBA,SF,36.0,0.0,653.0,4.6,13.1,0.35,1.8,5.7,0.32,2.8,7.4,0.37,1.9,2.3,0.81,1.0,3.5,4.5,1.5,1.2,0.3,1.6,3.6,12.8
2000,30,2097,WAS,Washington Wizards,Tracy Murray,1971-07-25,28.0,NBA,SF,80.0,8.0,1831.0,5.7,13.2,0.43,2.2,5.2,0.43,3.5,8.0,0.44,2.4,2.8,0.85,1.2,4.1,5.3,1.4,0.9,0.5,1.7,3.6,16.0
2001,31,2097,TOT,Total After Trade,Tracy Murray,1971-07-25,29.0,NBA,SF,51.0,1.0,588.0,5.8,15.2,0.38,2.2,6.3,0.35,3.6,8.9,0.4,2.0,2.6,0.79,1.3,3.6,5.0,1.4,0.7,0.4,1.6,3.2,15.7
2001,8,2097,DEN,Denver Nuggets,Tracy Murray,1971-07-25,29.0,NBA,SF,13.0,0.0,135.0,4.5,14.7,0.31,1.9,6.1,0.3,2.7,8.5,0.31,2.4,2.7,0.9,1.1,4.8,5.9,2.4,1.1,0.3,1.6,2.1,13.3
2001,28,2097,TOR,Toronto Raptors,Tracy Murray,1971-07-25,29.0,NBA,SF,38.0,1.0,453.0,6.1,15.3,0.4,2.3,6.4,0.36,3.8,9.0,0.42,1.9,2.5,0.75,1.4,3.3,4.7,1.1,0.6,0.5,1.6,3.6,16.5
2002,28,2097,TOR,Toronto Raptors,Tracy Murray,1971-07-25,30.0,NBA,SF,40.0,3.0,473.0,6.5,15.8,0.41,3.0,7.9,0.38,3.4,7.8,0.44,1.3,1.6,0.81,1.4,2.7,4.0,1.4,0.8,0.6,1.9,2.9,17.3
2003,14,2097,LAL,Los Angeles Lakers,Tracy Murray,1971-07-25,31.0,NBA,SF,31.0,0.0,193.0,4.3,13.2,0.32,1.5,7.1,0.21,2.8,6.2,0.46,1.3,1.7,0.78,0.9,3.4,4.3,2.2,0.9,0.6,2.6,4.1,11.4
2004,25,2097,POR,Portland Trail Blazers,Tracy Murray,1971-07-25,32.0,NBA,SF,7.0,0.0,35.0,3.1,12.3,0.25,2.1,5.1,0.4,1.0,7.2,0.14,0.0,1.0,0.0,3.1,2.1,5.1,1.0,1.0,0.0,2.1,3.1,8.2
