Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1992,25,2232,POR,Portland Trail Blazers,Robert Pack,"February 3, 1969",22.0,NBA,PG,72.0,0.0,894.0,4.6,11.0,0.42,0.0,0.4,0.0,4.6,10.6,0.44,4.1,5.1,0.8,1.3,2.6,3.9,5.6,1.6,0.2,3.7,4.1,13.4
1993,8,2232,DEN,Denver Nuggets,Robert Pack,"February 3, 1969",23.0,NBA,PG,77.0,1.0,1579.0,6.5,13.8,0.47,0.0,0.2,0.12,6.5,13.6,0.48,5.4,7.1,0.77,1.2,2.5,3.6,7.6,1.8,0.2,4.2,4.1,18.5
1994,8,2232,DEN,Denver Nuggets,Robert Pack,"February 3, 1969",24.0,NBA,PG,66.0,4.0,1382.0,5.8,13.1,0.44,0.2,0.8,0.21,5.7,12.3,0.46,4.7,6.1,0.76,0.7,2.6,3.2,9.3,2.1,0.2,5.3,3.8,16.4
1995,8,2232,DEN,Denver Nuggets,Robert Pack,"February 3, 1969",25.0,NBA,PG,42.0,32.0,1144.0,5.3,12.4,0.43,0.9,2.3,0.42,4.4,10.2,0.43,4.3,5.5,0.78,0.6,3.0,3.6,9.1,1.9,0.2,4.2,3.2,16.0
1996,30,2232,WSB,Washington Bullets,Robert Pack,"February 3, 1969",26.0,NBA,PG,31.0,31.0,1084.0,6.3,14.7,0.43,0.9,3.3,0.26,5.4,11.5,0.47,5.1,6.0,0.85,1.0,3.4,4.4,8.0,2.1,0.0,3.8,2.3,18.6
1997,31,2232,TOT,Total After Trade,Robert Pack,"February 3, 1969",27.0,NBA,PG,54.0,42.0,1782.0,5.5,14.0,0.39,0.6,2.3,0.28,4.9,11.7,0.42,4.0,4.9,0.81,0.6,2.4,2.9,9.1,1.9,0.1,4.4,2.8,15.6
1997,3,2232,NJN,New Jersey Nets,Robert Pack,"February 3, 1969",27.0,NBA,PG,34.0,31.0,1185.0,5.9,14.4,0.41,0.7,2.2,0.3,5.2,12.2,0.43,4.1,5.2,0.79,0.5,2.2,2.6,9.9,1.8,0.1,4.6,2.5,16.5
1997,7,2232,DAL,Dallas Mavericks,Robert Pack,"February 3, 1969",27.0,NBA,PG,20.0,11.0,597.0,4.8,13.2,0.36,0.5,2.3,0.24,4.2,10.9,0.39,3.7,4.4,0.85,0.8,2.8,3.6,7.7,2.1,0.2,4.0,3.4,13.8
1998,7,2232,DAL,Dallas Mavericks,Robert Pack,"February 3, 1969",28.0,NBA,PG,12.0,10.0,292.0,4.1,12.1,0.34,0.4,0.7,0.5,3.7,11.3,0.33,3.1,4.4,0.69,1.0,3.2,4.2,5.2,2.5,0.1,4.7,2.1,11.6
1999,7,2232,DAL,Dallas Mavericks,Robert Pack,"February 3, 1969",29.0,NBA,PG,25.0,0.0,468.0,5.8,13.4,0.43,0.0,0.3,0.0,5.8,13.1,0.44,5.5,6.8,0.82,0.7,2.1,2.8,6.2,1.5,0.1,3.8,3.2,17.1
2001,8,2232,DEN,Denver Nuggets,Robert Pack,"February 3, 1969",31.0,NBA,PG,74.0,11.0,1260.0,5.2,12.2,0.42,0.3,0.9,0.39,4.8,11.3,0.43,3.0,3.9,0.77,0.9,3.1,3.9,8.4,1.9,0.0,3.9,3.3,13.7
2002,18,2232,MIN,Minnesota Timberwolves,Robert Pack,"February 3, 1969",32.0,NBA,PG,16.0,0.0,252.0,3.6,9.7,0.37,0.1,0.6,0.25,3.4,9.1,0.38,1.6,2.1,0.73,1.0,2.3,3.3,7.0,1.9,0.0,2.9,4.6,8.9
2003,19,2232,NOH,New Orleans Hornets,Robert Pack,"February 3, 1969",33.0,NBA,PG,28.0,4.0,440.0,4.3,10.6,0.4,0.0,0.4,0.0,4.3,10.1,0.42,3.4,4.5,0.74,0.9,3.3,4.2,6.6,2.0,0.0,3.3,2.9,11.9
2004,3,2232,NJN,New Jersey Nets,Robert Pack,"February 3, 1969",34.0,NBA,PG,26.0,0.0,220.0,3.6,8.5,0.42,0.0,0.0,,3.6,8.5,0.42,0.8,1.0,0.83,0.7,2.3,2.9,4.4,2.0,0.2,2.6,3.3,8.0
