Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 30,Trp Dbl
2007,15,1781,MEM,Memphis Grizzlies,Kyle Lowry,"March 25, 1986",20.0,NBA,PG,10.0,0.0,175.0,14.0,38.0,0.37,3.0,8.0,0.38,11.0,30.0,0.37,0.41,25.0,28.0,0.89,12.0,19.0,31.0,32.0,14.0,1.0,12.0,20.0,56.0,,0.0
2008,15,1781,MEM,Memphis Grizzlies,Kyle Lowry,"March 25, 1986",21.0,NBA,PG,82.0,9.0,2089.0,256.0,592.0,0.43,36.0,140.0,0.26,220.0,452.0,0.49,0.46,243.0,348.0,0.7,41.0,209.0,250.0,296.0,92.0,22.0,127.0,185.0,791.0,,0.0
2009,31,1781,TOT,Total After Trade,Kyle Lowry,"March 25, 1986",22.0,NBA,PG,77.0,21.0,1679.0,189.0,434.0,0.44,25.0,98.0,0.26,164.0,336.0,0.49,0.46,181.0,226.0,0.8,26.0,163.0,189.0,275.0,69.0,17.0,117.0,146.0,584.0,,0.0
2009,15,1781,MEM,Memphis Grizzlies,Kyle Lowry,"March 25, 1986",22.0,NBA,PG,49.0,21.0,1071.0,112.0,272.0,0.41,17.0,69.0,0.25,95.0,203.0,0.47,0.44,129.0,161.0,0.8,13.0,98.0,111.0,178.0,48.0,8.0,79.0,89.0,370.0,,0.0
2009,11,1781,HOU,Houston Rockets,Kyle Lowry,"March 25, 1986",22.0,NBA,PG,28.0,0.0,608.0,77.0,162.0,0.48,8.0,29.0,0.28,69.0,133.0,0.52,0.5,52.0,65.0,0.8,13.0,65.0,78.0,97.0,21.0,9.0,38.0,57.0,214.0,,0.0
2010,11,1781,HOU,Houston Rockets,Kyle Lowry,"March 25, 1986",23.0,NBA,PG,68.0,0.0,1651.0,184.0,464.0,0.4,37.0,136.0,0.27,147.0,328.0,0.45,0.44,215.0,260.0,0.83,91.0,156.0,247.0,305.0,60.0,9.0,116.0,173.0,620.0,,0.0
2011,11,1781,HOU,Houston Rockets,Kyle Lowry,"March 25, 1986",24.0,NBA,PG,75.0,71.0,2563.0,345.0,809.0,0.43,129.0,343.0,0.38,216.0,466.0,0.46,0.51,192.0,251.0,0.76,89.0,220.0,309.0,500.0,102.0,23.0,158.0,207.0,1011.0,,1.0
2012,11,1781,HOU,Houston Rockets,Kyle Lowry,"March 25, 1986",25.0,NBA,PG,47.0,38.0,1510.0,210.0,513.0,0.41,79.0,211.0,0.37,131.0,302.0,0.43,0.49,171.0,198.0,0.86,37.0,176.0,213.0,310.0,73.0,14.0,130.0,133.0,670.0,,1.0
2013,28,1781,TOR,Toronto Raptors,Kyle Lowry,"March 25, 1986",26.0,NBA,PG,68.0,52.0,2020.0,250.0,623.0,0.4,101.0,279.0,0.36,149.0,344.0,0.43,0.48,190.0,239.0,0.8,56.0,265.0,321.0,435.0,94.0,24.0,157.0,218.0,791.0,,1.0
2014,28,1781,TOR,Toronto Raptors,Kyle Lowry,"March 25, 1986",27.0,NBA,PG,79.0,79.0,2862.0,457.0,1080.0,0.42,190.0,500.0,0.38,267.0,580.0,0.46,0.51,313.0,385.0,0.81,88.0,281.0,369.0,586.0,121.0,15.0,194.0,267.0,1417.0,,2.0
2015,28,1781,TOR,Toronto Raptors,Kyle Lowry,"March 25, 1986",28.0,NBA,PG,70.0,70.0,2414.0,430.0,1043.0,0.41,132.0,391.0,0.34,298.0,652.0,0.46,0.48,252.0,312.0,0.81,54.0,274.0,328.0,473.0,109.0,13.0,173.0,212.0,1244.0,,2.0
2016,28,1781,TOR,Toronto Raptors,Kyle Lowry,"March 25, 1986",29.0,NBA,PG,77.0,77.0,2851.0,512.0,1198.0,0.43,212.0,547.0,0.39,300.0,651.0,0.46,0.52,398.0,491.0,0.81,55.0,310.0,365.0,494.0,158.0,34.0,225.0,211.0,1634.0,,1.0
2017,28,1781,TOR,Toronto Raptors,Kyle Lowry,"March 25, 1986",30.0,NBA,PG,60.0,60.0,2244.0,426.0,918.0,0.46,193.0,468.0,0.41,233.0,450.0,0.52,0.57,299.0,365.0,0.82,48.0,238.0,286.0,417.0,88.0,19.0,173.0,170.0,1344.0,,1.0
2018,28,1781,TOR,Toronto Raptors,Kyle Lowry,"March 25, 1986",31.0,NBA,PG,78.0,78.0,2510.0,403.0,944.0,0.43,238.0,596.0,0.4,165.0,348.0,0.47,0.55,223.0,261.0,0.85,66.0,368.0,434.0,537.0,85.0,19.0,183.0,192.0,1267.0,,3.0
2019,28,1781,TOR,Toronto Raptors,Kyle Lowry,"March 25, 1986",32.0,NBA,PG,65.0,65.0,2213.0,304.0,739.0,0.41,157.0,453.0,0.35,147.0,286.0,0.51,0.52,161.0,194.0,0.83,41.0,271.0,312.0,564.0,91.0,31.0,182.0,166.0,926.0,,2.0
2020,28,1781,TOR,Toronto Raptors,Kyle Lowry,"March 25, 1986",33.0,NBA,PG,58.0,58.0,2098.0,334.0,803.0,0.42,164.0,466.0,0.35,170.0,337.0,0.5,0.52,294.0,343.0,0.86,32.0,260.0,292.0,433.0,82.0,26.0,178.0,190.0,1126.0,,2.0
2021,28,1781,TOR,Toronto Raptors,Kyle Lowry,"March 25, 1986",34.0,NBA,PG,20.0,20.0,724.0,116.0,275.0,0.42,58.0,157.0,0.37,58.0,118.0,0.49,0.53,62.0,71.0,0.87,19.0,101.0,120.0,139.0,22.0,3.0,62.0,67.0,352.0,,1.0
