Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1980,10,1783,GSW,Golden State Warriors,John Lucas,"October 31, 1953",26.0,NBA,PG,80.0,,34.5,4.9,10.4,0.47,0.2,0.5,0.29,4.7,9.9,0.48,0.48,2.8,3.6,0.77,0.8,2.0,2.8,7.5,1.7,0.0,2.3,2.5,12.6
1981,10,1783,GSW,Golden State Warriors,John Lucas,"October 31, 1953",27.0,NBA,PG,66.0,,29.1,3.4,7.7,0.44,0.1,0.4,0.17,3.3,7.3,0.45,0.44,1.6,2.2,0.74,0.5,1.8,2.3,7.0,1.3,0.0,2.8,2.1,8.4
1982,30,1783,WSB,Washington Bullets,John Lucas,"October 31, 1953",28.0,NBA,PG,79.0,53.0,24.6,3.3,7.8,0.43,0.0,0.3,0.09,3.3,7.5,0.44,0.43,1.7,2.2,0.78,0.5,1.6,2.1,7.0,1.2,0.1,2.0,1.3,8.4
1983,30,1783,WSB,Washington Bullets,John Lucas,"October 31, 1953",29.0,NBA,PG,35.0,0.0,11.0,1.8,3.7,0.47,0.0,0.1,0.0,1.8,3.6,0.49,0.47,0.6,1.2,0.5,0.2,0.6,0.8,2.9,0.7,0.0,1.3,0.5,4.1
1984,27,1783,SAS,San Antonio Spurs,John Lucas,"October 31, 1953",30.0,NBA,PG,63.0,39.0,28.7,4.4,9.4,0.46,0.3,1.1,0.28,4.1,8.3,0.49,0.48,1.9,2.5,0.76,0.4,2.5,2.9,10.7,1.5,0.1,2.3,2.0,10.9
1985,11,1783,HOU,Houston Rockets,John Lucas,"October 31, 1953",31.0,NBA,PG,47.0,21.0,24.6,4.4,9.5,0.46,0.4,1.4,0.32,3.9,8.1,0.49,0.48,2.2,2.7,0.8,0.4,1.4,1.8,6.8,1.3,0.0,2.2,1.7,11.4
1986,11,1783,HOU,Houston Rockets,John Lucas,"October 31, 1953",32.0,NBA,PG,65.0,65.0,32.6,5.6,12.6,0.45,0.7,2.2,0.31,4.9,10.3,0.48,0.47,3.6,4.6,0.78,0.5,1.7,2.2,8.8,1.2,0.1,2.3,1.9,15.5
1987,17,1783,MIL,Milwaukee Bucks,John Lucas,"October 31, 1953",33.0,NBA,PG,43.0,40.0,31.6,6.6,14.5,0.46,1.1,2.9,0.36,5.6,11.6,0.48,0.49,3.2,4.0,0.79,0.7,2.2,2.9,6.7,1.7,0.1,2.1,1.9,17.5
1988,17,1783,MIL,Milwaukee Bucks,John Lucas,"October 31, 1953",34.0,NBA,PG,81.0,22.0,21.8,3.5,7.8,0.44,0.6,1.9,0.34,2.8,5.9,0.48,0.49,1.6,2.0,0.8,0.4,1.6,2.0,4.8,1.1,0.0,1.5,1.3,9.2
1989,21,1783,SEA,Seattle Supersonics,John Lucas,"October 31, 1953",35.0,NBA,PG,74.0,8.0,11.4,1.6,4.0,0.4,0.2,0.9,0.26,1.4,3.1,0.44,0.43,0.7,1.0,0.7,0.3,0.8,1.1,3.5,0.8,0.0,0.9,0.7,4.2
1990,11,1783,HOU,Houston Rockets,John Lucas,"October 31, 1953",36.0,NBA,PG,49.0,18.0,19.1,2.2,5.9,0.38,0.5,1.8,0.3,1.7,4.2,0.41,0.42,0.9,1.1,0.76,0.4,1.4,1.8,4.9,0.9,0.0,1.7,1.2,5.8
