Season,Team ID,Team ABV,Team,Number,Player,Pos,Height,Weight,Birth Date,Nationality,Experience,College
1992,29,UTA,Utah Jazz,50,Isaac Austin,C,6-10,255,1969-08-18,US,R,Arizona State
1992,29,UTA,Utah Jazz,41,Thurl Bailey,PF,6-11,215,1961-04-07,US,8,NC State
1992,29,UTA,Utah Jazz,21,David Benoit,SF,6-8,220,1968-05-09,US,R,Alabama
1992,29,UTA,Utah Jazz,40,Mike Brown,C,6-9,257,1963-07-19,US,5,George Washington
1992,29,UTA,Utah Jazz,23,Tyrone Corbin,SF,6-6,210,1962-12-31,US,6,DePaul
1992,29,UTA,Utah Jazz,15,Corey Crowder,SF,6-5,214,1969-04-13,US,R,Kentucky Wesleyan College
1992,29,UTA,Utah Jazz,53,Mark Eaton,C,7-4,275,1957-01-24,US,9,UCLA
1992,29,UTA,Utah Jazz,30,Blue Edwards,SF,6-4,200,1965-10-31,US,2,East Carolina University
1992,29,UTA,Utah Jazz,24,Jeff Malone,SG,6-4,205,1961-06-28,US,8,Mississippi State
1992,29,UTA,Utah Jazz,32,Karl Malone,PF,6-9,250,1963-07-24,US,6,Louisiana Tech
1992,29,UTA,Utah Jazz,14,Eric Murdock,PG,6-1,190,1968-06-14,US,R,Providence
1992,29,UTA,Utah Jazz,11,Delaney Rudd,SG,6-2,180,1962-11-08,US,2,Wake Forest
1992,29,UTA,Utah Jazz,12,John Stockton,PG,6-1,170,1962-03-26,US,7,Gonzaga
1992,29,UTA,Utah Jazz,33,Bob Thornton,PF,6-10,225,1962-07-10,US,6,"University of California, Irvine"
