Season,Team ID,Team ABV,Team,Number,Player,Pos,Height,Weight,Birth Date,Nationality,Experience,College
1992,26,SAC,Sacramento Kings,24,Anthony Bonner,PF,6-8,215,1968-06-08,US,1,Saint Louis
1992,26,SAC,Sacramento Kings,3,Randy Brown,PG,6-2,190,1968-05-22,US,R,"Houston, New Mexico State"
1992,26,SAC,Sacramento Kings,31,Duane Causwell,C,7-0,240,1968-05-31,US,1,Temple
1992,26,SAC,Sacramento Kings,32,Pete Chilcutt,PF,6-10,230,1968-09-14,US,R,UNC
1992,26,SAC,Sacramento Kings,20,Bob Hansen,SG,6-6,190,1961-01-18,US,8,Iowa
1992,26,SAC,Sacramento Kings,20,Dennis Hopson,SG,6-5,200,1965-04-22,US,4,Ohio State
1992,26,SAC,Sacramento Kings,51,Les Jepsen,C,7-0,237,1967-06-24,US,1,Iowa
1992,26,SAC,Sacramento Kings,33,Jim Les,PG,5-11,165,1963-08-18,US,3,"Cleveland State University, Bradley"
1992,26,SAC,Sacramento Kings,2,Mitch Richmond,SG,6-5,215,1965-06-30,US,3,Kansas State
1992,26,SAC,Sacramento Kings,45,Steve Scheffler,C,6-9,250,1967-09-03,US,1,Purdue
1992,26,SAC,Sacramento Kings,42,Dwayne Schintzius,C,7-1,260,1968-10-14,US,1,Florida
1992,26,SAC,Sacramento Kings,22,Lionel Simmons,SF,6-7,210,1968-11-14,US,1,La Salle
1992,26,SAC,Sacramento Kings,21,Carl Thomas,SG,6-4,175,1969-10-03,US,R,Eastern Michigan
1992,26,SAC,Sacramento Kings,5,Stephen Thompson,SG,6-4,185,1968-12-02,US,R,Syracuse
1992,26,SAC,Sacramento Kings,23,Wayman Tisdale,PF,6-9,240,1964-06-09,US,6,Oklahoma
1992,26,SAC,Sacramento Kings,4,Spud Webb,PG,5-6,133,1963-07-13,US,6,"Midland College, NC State"
