Season,Team ID,Team ABV,Team,Number,Player,Pos,Height,Weight,Birth Date,Nationality,Experience,College
2014,22,ORL,Orlando Magic,4,Arron Afflalo,SG,6-5,210,1985-10-15,US,6,UCLA
2014,22,ORL,Orlando Magic,11,Glen Davis,PF,6-9,289,1986-01-01,US,6,LSU
2014,22,ORL,Orlando Magic,3,Dewayne Dedmon,C,7-0,245,1989-08-12,US,R,USC
2014,22,ORL,Orlando Magic,21,Maurice Harkless,SF,6-7,220,1993-05-11,US,1,St. John's
2014,22,ORL,Orlando Magic,12,Tobias Harris,PF,6-8,226,1992-07-15,US,2,Tennessee
2014,22,ORL,Orlando Magic,22,Solomon Jones,PF,6-10,230,1984-07-16,US,7,South Florida
2014,22,ORL,Orlando Magic,1,Doron Lamb,SG,6-4,210,1991-11-06,US,1,Kentucky
2014,22,ORL,Orlando Magic,54,Jason Maxiell,PF,6-7,260,1983-02-18,US,8,Cincinnati
2014,22,ORL,Orlando Magic,55,E'Twaun Moore,SG,6-3,191,1989-02-25,US,2,Purdue
2014,22,ORL,Orlando Magic,14,Jameer Nelson,PG,6-0,190,1982-02-09,US,9,Saint Joseph's
2014,22,ORL,Orlando Magic,44,Andrew Nicholson,PF,6-9,250,1989-12-08,CA,1,St. Bonaventure
2014,22,ORL,Orlando Magic,2,Kyle O'Quinn,C,6-9,250,1990-03-26,US,1,Norfolk State
2014,22,ORL,Orlando Magic,5,Victor Oladipo,PG,6-4,213,1992-05-04,US,R,Indiana
2014,22,ORL,Orlando Magic,10,Ronnie Price,SG,6-2,190,1983-06-21,US,8,"Nicholls State, Utah Valley"
2014,22,ORL,Orlando Magic,8,Adonis Thomas,SF,6-7,200,1993-03-25,US,R,Memphis
2014,22,ORL,Orlando Magic,9,Nikola Vucevic,C,6-11,260,1990-10-24,CH,2,USC
