Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1999,26,2761,SAC,Sacramento Kings,Peja Stojakovic,"June 9, 1977",21.0,NBA,SF,48.0,1.0,1025.0,5.0,13.1,0.38,2.0,6.3,0.32,3.0,6.8,0.43,2.2,2.6,0.85,1.5,3.5,5.0,2.5,1.4,0.2,1.9,1.5,14.1
2000,26,2761,SAC,Sacramento Kings,Peja Stojakovic,"June 9, 1977",22.0,NBA,SF,74.0,11.0,1749.0,6.6,14.8,0.45,2.1,5.5,0.38,4.5,9.3,0.49,2.8,3.1,0.88,1.5,4.2,5.7,2.2,1.1,0.1,1.8,2.0,18.1
2001,26,2761,SAC,Sacramento Kings,Peja Stojakovic,"June 9, 1977",23.0,NBA,SF,75.0,75.0,2905.0,6.9,14.7,0.47,1.8,4.5,0.4,5.1,10.3,0.5,3.3,3.9,0.86,1.2,4.2,5.4,2.0,1.1,0.2,1.8,1.8,18.9
2002,26,2761,SAC,Sacramento Kings,Peja Stojakovic,"June 9, 1977",24.0,NBA,SF,71.0,71.0,2649.0,7.4,15.4,0.48,1.8,4.2,0.42,5.7,11.1,0.51,3.8,4.4,0.88,1.0,4.1,5.1,2.4,1.1,0.2,1.9,1.6,20.5
2003,26,2761,SAC,Sacramento Kings,Peja Stojakovic,"June 9, 1977",25.0,NBA,SF,72.0,72.0,2450.0,7.3,15.2,0.48,2.3,6.0,0.38,5.0,9.2,0.55,3.4,3.9,0.88,0.9,4.9,5.8,2.1,1.1,0.1,1.5,2.1,20.3
2004,26,2761,SAC,Sacramento Kings,Peja Stojakovic,"June 9, 1977",26.0,NBA,SF,81.0,81.0,3264.0,7.3,15.3,0.48,2.6,6.1,0.43,4.7,9.2,0.51,4.3,4.7,0.93,1.0,4.6,5.6,1.9,1.2,0.2,1.7,1.8,21.7
2005,26,2761,SAC,Sacramento Kings,Peja Stojakovic,"June 9, 1977",27.0,NBA,SF,66.0,66.0,2534.0,6.4,14.4,0.44,2.5,6.2,0.4,3.9,8.3,0.48,3.6,3.9,0.92,0.9,3.2,4.0,2.0,1.1,0.2,1.4,2.2,18.9
2006,31,2761,TOT,Total After Trade,Peja Stojakovic,"June 9, 1977",28.0,NBA,SF,71.0,71.0,2601.0,6.2,14.1,0.44,2.2,5.6,0.4,3.9,8.5,0.46,3.3,3.6,0.92,1.1,4.7,5.7,1.9,0.6,0.1,1.4,2.4,17.9
2006,26,2761,SAC,Sacramento Kings,Peja Stojakovic,"June 9, 1977",28.0,NBA,SF,31.0,31.0,1147.0,5.4,13.3,0.4,2.2,5.6,0.4,3.1,7.7,0.41,3.1,3.3,0.93,1.1,4.1,5.2,2.1,0.6,0.1,1.6,2.6,16.0
2006,12,2761,IND,Indiana Pacers,Peja Stojakovic,"June 9, 1977",28.0,NBA,SF,40.0,40.0,1454.0,6.8,14.7,0.46,2.3,5.6,0.4,4.5,9.1,0.5,3.5,3.8,0.9,1.1,5.1,6.2,1.7,0.6,0.2,1.3,2.2,19.3
2007,19,2761,NOK,New Orleans/Oklahoma City Hornets,Peja Stojakovic,"June 9, 1977",29.0,NBA,SF,13.0,13.0,425.0,7.0,16.6,0.42,2.9,7.1,0.4,4.2,9.5,0.44,2.6,3.2,0.82,0.9,3.6,4.6,0.9,0.7,0.3,1.6,2.5,19.6
2008,19,2761,NOH,New Orleans Hornets,Peja Stojakovic,"June 9, 1977",30.0,NBA,SF,77.0,77.0,2711.0,6.0,13.6,0.44,3.1,7.0,0.44,2.9,6.7,0.44,1.7,1.9,0.93,0.8,3.5,4.4,1.3,0.8,0.1,0.8,1.7,16.8
2009,19,2761,NOH,New Orleans Hornets,Peja Stojakovic,"June 9, 1977",31.0,NBA,SF,61.0,59.0,2089.0,4.9,12.4,0.4,2.5,6.6,0.38,2.4,5.8,0.42,1.6,1.8,0.89,0.8,3.8,4.5,1.3,0.9,0.1,0.9,1.7,14.0
2010,19,2761,NOH,New Orleans Hornets,Peja Stojakovic,"June 9, 1977",32.0,NBA,SF,62.0,55.0,1947.0,5.1,12.7,0.4,2.4,6.5,0.38,2.7,6.2,0.44,1.8,2.0,0.9,0.7,3.5,4.2,1.7,0.9,0.1,1.0,1.5,14.5
2011,31,2761,TOT,Total After Trade,Peja Stojakovic,"June 9, 1977",33.0,NBA,SF,33.0,13.0,617.0,5.8,13.2,0.44,3.3,7.9,0.42,2.5,5.3,0.47,1.3,1.5,0.92,0.8,3.6,4.4,1.7,0.8,0.1,1.0,1.4,16.3
2011,19,2761,NOH,New Orleans Hornets,Peja Stojakovic,"June 9, 1977",33.0,NBA,SF,6.0,0.0,89.0,5.7,13.3,0.42,4.4,10.1,0.44,1.2,3.2,0.38,2.4,2.8,0.86,0.0,2.4,2.4,2.4,0.8,0.0,1.6,0.8,18.2
2011,28,2761,TOR,Toronto Raptors,Peja Stojakovic,"June 9, 1977",33.0,NBA,SF,2.0,0.0,22.0,11.5,16.4,0.7,6.5,9.8,0.67,4.9,6.5,0.75,3.3,3.3,1.0,0.0,4.9,4.9,1.6,0.0,0.0,3.3,0.0,32.7
2011,7,2761,DAL,Dallas Mavericks,Peja Stojakovic,"June 9, 1977",33.0,NBA,SF,25.0,13.0,506.0,5.6,13.1,0.43,3.0,7.5,0.4,2.6,5.6,0.47,1.1,1.1,0.94,1.0,3.7,4.7,1.6,0.8,0.1,0.8,1.6,15.3
