Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 30,Trp Dbl
2007,2,2503,BOS,Boston Celtics,Rajon Rondo,"February 22, 1986",20.0,NBA,PG,78.0,25.0,1831.0,188.0,450.0,0.42,6.0,29.0,0.21,182.0,421.0,0.43,0.42,119.0,184.0,0.65,74.0,218.0,292.0,297.0,128.0,8.0,137.0,181.0,501.0,,0.0
2008,2,2503,BOS,Boston Celtics,Rajon Rondo,"February 22, 1986",21.0,NBA,PG,77.0,77.0,2306.0,351.0,713.0,0.49,5.0,19.0,0.26,346.0,694.0,0.5,0.5,107.0,175.0,0.61,78.0,244.0,322.0,393.0,129.0,13.0,147.0,187.0,814.0,,0.0
2009,2,2503,BOS,Boston Celtics,Rajon Rondo,"February 22, 1986",22.0,NBA,PG,80.0,80.0,2642.0,383.0,759.0,0.5,15.0,48.0,0.31,368.0,711.0,0.52,0.51,172.0,268.0,0.64,100.0,316.0,416.0,659.0,149.0,11.0,209.0,193.0,953.0,,2.0
2010,2,2503,BOS,Boston Celtics,Rajon Rondo,"February 22, 1986",23.0,NBA,PG,81.0,81.0,2963.0,459.0,904.0,0.51,17.0,80.0,0.21,442.0,824.0,0.54,0.52,175.0,282.0,0.62,100.0,260.0,360.0,794.0,189.0,11.0,246.0,198.0,1110.0,,2.0
2011,2,2503,BOS,Boston Celtics,Rajon Rondo,"February 22, 1986",24.0,NBA,PG,68.0,68.0,2527.0,318.0,670.0,0.48,10.0,43.0,0.23,308.0,627.0,0.49,0.48,75.0,132.0,0.57,87.0,210.0,297.0,760.0,153.0,11.0,234.0,120.0,721.0,,3.0
2012,2,2503,BOS,Boston Celtics,Rajon Rondo,"February 22, 1986",25.0,NBA,PG,53.0,53.0,1957.0,256.0,572.0,0.45,10.0,42.0,0.24,246.0,530.0,0.46,0.46,108.0,181.0,0.6,62.0,195.0,257.0,620.0,95.0,3.0,193.0,99.0,630.0,,6.0
2013,2,2503,BOS,Boston Celtics,Rajon Rondo,"February 22, 1986",26.0,NBA,PG,38.0,38.0,1423.0,225.0,465.0,0.48,12.0,50.0,0.24,213.0,415.0,0.51,0.5,60.0,93.0,0.64,43.0,169.0,212.0,420.0,70.0,9.0,148.0,96.0,522.0,,5.0
2014,2,2503,BOS,Boston Celtics,Rajon Rondo,"February 22, 1986",27.0,NBA,PG,30.0,30.0,998.0,141.0,350.0,0.4,26.0,90.0,0.29,115.0,260.0,0.44,0.44,42.0,67.0,0.63,22.0,142.0,164.0,294.0,40.0,2.0,99.0,65.0,350.0,,1.0
2015,31,2503,TOT,Total After Trade,Rajon Rondo,"February 22, 1986",28.0,NBA,PG,68.0,68.0,2018.0,275.0,645.0,0.43,27.0,86.0,0.31,248.0,559.0,0.44,0.45,31.0,78.0,0.4,73.0,300.0,373.0,538.0,91.0,7.0,210.0,153.0,608.0,,3.0
2015,2,2503,BOS,Boston Celtics,Rajon Rondo,"February 22, 1986",28.0,NBA,PG,22.0,22.0,699.0,81.0,200.0,0.4,8.0,32.0,0.25,73.0,168.0,0.44,0.42,12.0,36.0,0.33,25.0,140.0,165.0,237.0,37.0,3.0,75.0,42.0,182.0,,3.0
2015,7,2503,DAL,Dallas Mavericks,Rajon Rondo,"February 22, 1986",28.0,NBA,PG,46.0,46.0,1319.0,194.0,445.0,0.44,19.0,54.0,0.35,175.0,391.0,0.45,0.46,19.0,42.0,0.45,48.0,160.0,208.0,301.0,54.0,4.0,135.0,111.0,426.0,,0.0
2016,26,2503,SAC,Sacramento Kings,Rajon Rondo,"February 22, 1986",29.0,NBA,PG,72.0,72.0,2537.0,355.0,782.0,0.45,62.0,170.0,0.36,293.0,612.0,0.48,0.49,87.0,150.0,0.58,77.0,358.0,435.0,839.0,141.0,10.0,278.0,175.0,859.0,,6.0
2017,5,2503,CHI,Chicago Bulls,Rajon Rondo,"February 22, 1986",30.0,NBA,PG,69.0,42.0,1843.0,229.0,561.0,0.41,50.0,133.0,0.38,179.0,428.0,0.42,0.45,30.0,50.0,0.6,73.0,282.0,355.0,461.0,99.0,11.0,169.0,144.0,538.0,,1.0
2018,19,2503,NOP,New Orleans Pelicans,Rajon Rondo,"February 22, 1986",31.0,NBA,PG,65.0,63.0,1705.0,231.0,494.0,0.47,50.0,150.0,0.33,181.0,344.0,0.53,0.52,25.0,46.0,0.54,31.0,232.0,263.0,533.0,70.0,10.0,151.0,119.0,537.0,,2.0
2019,14,2503,LAL,Los Angeles Lakers,Rajon Rondo,"February 22, 1986",32.0,NBA,PG,46.0,29.0,1369.0,175.0,432.0,0.4,51.0,142.0,0.36,124.0,290.0,0.43,0.46,23.0,36.0,0.64,34.0,209.0,243.0,367.0,57.0,7.0,127.0,100.0,424.0,,1.0
2020,14,2503,LAL,Los Angeles Lakers,Rajon Rondo,"February 22, 1986",33.0,NBA,PG,48.0,3.0,984.0,137.0,328.0,0.42,41.0,125.0,0.33,96.0,203.0,0.47,0.48,27.0,41.0,0.66,23.0,119.0,142.0,240.0,40.0,2.0,91.0,58.0,342.0,,0.0
2021,1,2503,ATL,Atlanta Hawks,Rajon Rondo,"February 22, 1986",34.0,NBA,PG,14.0,2.0,214.0,19.0,55.0,0.34,8.0,26.0,0.31,11.0,29.0,0.38,0.42,1.0,2.0,0.5,4.0,28.0,32.0,54.0,9.0,1.0,19.0,13.0,47.0,,0.0
