Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1981,12,2631,IND,Indiana Pacers,Jerry Sichting,1956-11-29,24.0,NBA,PG,47.0,,450.0,2.7,7.6,0.36,0.0,0.4,0.0,2.7,7.2,0.38,2.0,2.6,0.78,0.9,2.6,3.4,5.6,1.8,0.1,2.2,3.0,7.4
1982,12,2631,IND,Indiana Pacers,Jerry Sichting,1956-11-29,25.0,NBA,PG,51.0,0.0,800.0,4.1,8.7,0.47,0.0,0.4,0.11,4.1,8.3,0.49,1.3,1.7,0.76,0.6,1.8,2.5,5.3,1.5,0.0,1.9,2.8,9.5
1983,12,2631,IND,Indiana Pacers,Jerry Sichting,1956-11-29,26.0,NBA,PG,78.0,58.0,2435.0,4.7,9.8,0.48,0.0,0.3,0.17,4.6,9.5,0.49,1.4,1.6,0.86,0.5,1.8,2.3,6.4,1.5,0.0,2.0,2.7,10.7
1984,12,2631,IND,Indiana Pacers,Jerry Sichting,1956-11-29,27.0,NBA,PG,80.0,80.0,2497.0,5.7,10.8,0.53,0.1,0.3,0.3,5.6,10.5,0.54,1.7,1.9,0.87,0.6,1.8,2.5,6.6,1.3,0.1,2.1,2.6,13.2
1985,12,2631,IND,Indiana Pacers,Jerry Sichting,1956-11-29,28.0,NBA,PG,70.0,25.0,1808.0,6.5,12.4,0.52,0.2,0.7,0.24,6.3,11.7,0.54,2.2,2.5,0.88,0.5,1.8,2.3,5.3,0.9,0.1,2.0,2.3,15.4
1986,2,2631,BOS,Boston Celtics,Jerry Sichting,1956-11-29,29.0,NBA,PG,82.0,7.0,1596.0,5.3,9.3,0.57,0.1,0.4,0.38,5.2,8.9,0.58,1.4,1.5,0.92,0.6,1.7,2.3,4.2,1.1,0.0,1.6,2.7,12.1
1987,2,2631,BOS,Boston Celtics,Jerry Sichting,1956-11-29,30.0,NBA,PG,78.0,15.0,1566.0,4.6,9.1,0.51,0.2,0.6,0.27,4.5,8.6,0.52,0.9,1.0,0.88,0.5,1.6,2.1,4.3,0.9,0.0,1.4,2.9,10.3
1988,31,2631,TOT,Total After Trade,Jerry Sichting,1956-11-29,31.0,NBA,PG,52.0,1.0,694.0,4.8,8.9,0.54,0.5,1.1,0.46,4.3,7.8,0.55,0.9,1.2,0.74,0.5,1.4,1.9,4.8,1.1,0.0,1.1,3.1,11.0
1988,2,2631,BOS,Boston Celtics,Jerry Sichting,1956-11-29,31.0,NBA,PG,24.0,1.0,370.0,4.3,8.0,0.54,0.2,0.8,0.25,4.1,7.2,0.57,0.8,1.2,0.67,0.5,1.6,2.0,5.8,1.4,0.0,1.4,2.9,9.5
1988,25,2631,POR,Portland Trail Blazers,Jerry Sichting,1956-11-29,31.0,NBA,PG,28.0,0.0,324.0,5.4,10.0,0.54,0.9,1.6,0.57,4.6,8.4,0.54,1.0,1.2,0.82,0.4,1.2,1.7,3.7,0.8,0.0,0.9,3.3,12.8
1989,25,2631,POR,Portland Trail Blazers,Jerry Sichting,1956-11-29,32.0,NBA,PG,25.0,1.0,390.0,4.2,9.6,0.44,0.3,1.1,0.25,4.0,8.5,0.47,0.6,0.7,0.88,0.8,1.8,2.7,5.4,1.4,0.0,2.3,1.6,9.4
1990,31,2631,TOT,Total After Trade,Jerry Sichting,1956-11-29,33.0,NBA,PG,35.0,8.0,496.0,3.6,9.1,0.4,0.2,0.9,0.25,3.4,8.2,0.42,1.3,1.6,0.82,0.2,1.2,1.4,6.8,1.2,0.1,1.6,2.9,8.8
1990,4,2631,CHO,Charlotte Hornets,Jerry Sichting,1956-11-29,33.0,NBA,PG,34.0,8.0,469.0,3.8,9.1,0.42,0.2,0.9,0.25,3.6,8.2,0.44,1.2,1.4,0.83,0.2,1.2,1.5,7.1,1.2,0.2,1.7,3.0,9.1
1990,17,2631,MIL,Milwaukee Bucks,Jerry Sichting,1956-11-29,33.0,NBA,PG,1.0,0.0,27.0,0.0,8.0,0.0,0.0,0.0,,0.0,8.0,0.0,4.0,5.3,0.75,0.0,0.0,0.0,2.7,0.0,0.0,0.0,1.3,4.0
