Season,Team ID,Team ABV,Team,Number,Player,Pos,Height,Weight,Birth Date,Nationality,Experience,College
2007,11,HOU,Houston Rockets,12,Rafer Alston,PG,6-2,171,1976-07-24,US,7,Fresno State
2007,11,HOU,Houston Rockets,31,Shane Battier,SF,6-8,220,1978-09-09,US,5,Duke
2007,11,HOU,Houston Rockets,44,Chuck Hayes,PF,6-6,240,1983-06-11,US,1,Kentucky
2007,11,HOU,Houston Rockets,2,Luther Head,SG,6-3,185,1982-11-26,US,1,Illinois
2007,11,HOU,Houston Rockets,5,Juwan Howard,PF,6-9,240,1973-02-07,US,12,Michigan
2007,11,HOU,Houston Rockets,15,John Lucas III,PG,5-11,166,1982-11-21,US,1,"Baylor, Oklahoma State"
2007,11,HOU,Houston Rockets,1,Tracy McGrady,SG,6-8,210,1979-05-24,US,9,
2007,11,HOU,Houston Rockets,11,Yao Ming,C,7-6,310,1980-09-12,CN,4,
2007,11,HOU,Houston Rockets,55,Dikembe Mutombo,C,7-2,245,1966-06-25,CD,15,Georgetown
2007,11,HOU,Houston Rockets,20,Steve Novak,SF,6-10,225,1983-06-13,US,R,Marquette
2007,11,HOU,Houston Rockets,35,Scott Padgett,PF,6-9,240,1976-04-19,US,7,Kentucky
2007,11,HOU,Houston Rockets,13,Kirk Snyder,SF,6-6,225,1983-06-05,US,2,Nevada
2007,11,HOU,Houston Rockets,10,Vassilis Spanoulis,SG,6-4,195,1982-08-07,GR,R,
2007,11,HOU,Houston Rockets,25,Jake Tsakalidis,C,7-2,285,1979-06-10,GE,6,
2007,11,HOU,Houston Rockets,6,Bonzi Wells,SF,6-5,210,1976-09-28,US,8,Ball State University
