Season,Team ID,Player ID,Team ABV,Team,Number,Player,Pos,Height,Weight,Birth Date,Nationality,Experience,College
1981,13,239,SDC,San Diego Clippers,10-15,Henry Bibby,PG,6-1,185,"November 24, 1949",US,8,UCLA
1981,13,365,SDC,San Diego Clippers,7,Michael Brooks,SF,6-7,220,"August 17, 1958",US,R,La Salle
1981,13,407,SDC,San Diego Clippers,23,Joe Bryant,PF,6-9,185,"October 19, 1954",US,5,La Salle
1981,13,698,SDC,San Diego Clippers,42,Ron Davis,SF,6-6,198,"May 1, 1954",US,1,Washington State
1981,13,1244,SDC,San Diego Clippers,24,Gar Heard,PF,6-6,219,"May 3, 1948",US,10,Oklahoma
1981,13,2113,SDC,San Diego Clippers,31,Swen Nater,C,6-11,240,"January 14, 1950",NL,7,UCLA
1981,13,2306,SDC,San Diego Clippers,22,Stan Pietkiewicz,SG,6-5,200,"July 14, 1956",US,2,Auburn
1981,13,2362,SDC,San Diego Clippers,34,Tony Price,SG,6-6,190,"January 5, 1957",US,R,Penn
1981,13,2396,SDC,San Diego Clippers,30,Wally Rank,SF,6-6,220,"March 1, 1958",US,R,San Jose State
1981,13,2697,SDC,San Diego Clippers,11,Phil Smith,SG,6-4,185,"April 22, 1952",US,6,San Francisco
1981,13,2809,SDC,San Diego Clippers,14,Brian Taylor,PG,6-2,185,"June 9, 1951",US,8,Princeton
1981,13,3100,SDC,San Diego Clippers,33,Jerome Whitehead,C,6-10,220,"September 30, 1956",US,2,Marquette
1981,13,3107,SDC,San Diego Clippers,21,Sidney Wicks,PF,6-8,225,"September 19, 1949",US,9,UCLA
1981,13,3138,SDC,San Diego Clippers,20,Freeman Williams,SG,6-4,190,"May 15, 1956",US,2,Portland State
