Season,Team ID,Team ABV,Team,Number,Player,Pos,Height,Weight,Birth Date,Nationality,Experience,College
1981,29,UTA,Utah Jazz,33,Mel Bennett,PF,6-7,200,1955-01-04,US,3,Pitt
1981,29,UTA,Utah Jazz,24,Ron Boone,SG,6-2,200,1946-09-06,US,12,Idaho State University
1981,29,UTA,Utah Jazz,44,Allan Bristow,SF,6-7,210,1951-08-23,US,7,Virginia Tech
1981,29,UTA,Utah Jazz,40,Wayne Cooper,C,6-10,220,1956-11-16,US,2,New Orleans
1981,29,UTA,Utah Jazz,4,Adrian Dantley,SF,6-5,208,1955-02-28,US,4,Notre Dame
1981,29,UTA,Utah Jazz,18,John Duren,PG,6-3,195,1958-10-30,US,R,Georgetown
1981,29,UTA,Utah Jazz,14,Rickey Green,PG,6-0,170,1954-08-18,US,2,Michigan
1981,29,UTA,Utah Jazz,35,Darrell Griffith,SG,6-4,190,1958-06-16,US,R,Louisville
1981,29,UTA,Utah Jazz,11,James Hardy,PF,6-8,220,1956-12-01,US,2,San Francisco
1981,29,UTA,Utah Jazz,5,Jeff Judkins,SF,6-6,185,1956-03-23,US,2,Utah
1981,29,UTA,Utah Jazz,25,Billy McKinney,PG,6-0,160,1955-06-05,US,2,Northwestern
1981,29,UTA,Utah Jazz,30,Dick Miller,SF,6-6,215,1958-04-26,US,R,Toledo
1981,29,UTA,Utah Jazz,12,Carl Nicks,PG,6-1,175,1958-10-06,US,R,Indiana State University
1981,29,UTA,Utah Jazz,50,Ben Poquette,PF,6-9,235,1955-05-07,US,3,Central Michigan University
1981,29,UTA,Utah Jazz,52,Brett Vroman,C,7-0,220,1955-12-25,US,R,"UCLA, UNLV"
1981,29,UTA,Utah Jazz,53,Jeff Wilkins,C,6-11,230,1955-03-09,US,R,Illinois State
