Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1998,3,2953,NJN,New Jersey Nets,Keith Van Horn,"October 23, 1975",22.0,NBA,PF,62.0,62.0,2325.0,6.9,16.2,0.43,1.1,3.5,0.31,5.8,12.7,0.46,4.0,4.7,0.85,2.2,4.1,6.3,1.6,1.0,0.4,2.5,3.3,18.9
1999,3,2953,NJN,New Jersey Nets,Keith Van Horn,"October 23, 1975",23.0,NBA,PF,42.0,42.0,1576.0,7.4,17.2,0.43,0.4,1.2,0.3,7.0,16.0,0.44,5.8,6.8,0.86,2.6,5.6,8.2,1.5,1.0,1.2,3.0,3.1,20.9
2000,3,2953,NJN,New Jersey Nets,Keith Van Horn,"October 23, 1975",24.0,NBA,PF,80.0,80.0,2782.0,7.2,16.3,0.44,1.1,3.0,0.37,6.1,13.3,0.46,4.3,5.1,0.85,2.6,6.2,8.7,2.0,0.8,0.8,3.2,3.3,19.9
2001,3,2953,NJN,New Jersey Nets,Keith Van Horn,"October 23, 1975",25.0,NBA,SF,49.0,47.0,1733.0,6.4,14.7,0.44,1.4,3.5,0.38,5.0,11.2,0.45,3.1,3.9,0.81,1.6,5.6,7.2,1.7,0.8,0.4,2.1,3.1,17.3
2002,3,2953,NJN,New Jersey Nets,Keith Van Horn,"October 23, 1975",26.0,NBA,SF,81.0,81.0,2465.0,6.9,15.9,0.43,1.5,4.3,0.34,5.4,11.6,0.46,2.3,2.8,0.8,2.0,6.9,8.9,2.4,0.9,0.6,2.1,3.2,17.5
2003,23,2953,PHI,Philadelphia 76Ers,Keith Van Horn,"October 23, 1975",27.0,NBA,PF,74.0,73.0,2337.0,7.1,14.7,0.48,1.0,2.7,0.37,6.1,12.0,0.51,3.0,3.7,0.8,2.4,5.6,8.1,1.4,1.0,0.5,2.3,3.9,18.1
2004,31,2953,TOT,Total After Trade,Keith Van Horn,"October 23, 1975",28.0,NBA,SF,72.0,62.0,2340.0,6.3,13.9,0.45,1.4,3.6,0.4,4.9,10.3,0.47,3.8,4.5,0.86,2.3,5.4,7.7,1.8,1.0,0.5,2.6,3.3,17.9
2004,20,2953,NYK,New York Knicks,Keith Van Horn,"October 23, 1975",28.0,NBA,SF,47.0,47.0,1574.0,6.2,14.0,0.44,1.4,3.7,0.37,4.9,10.3,0.47,3.7,4.6,0.82,2.2,5.6,7.8,1.9,1.2,0.4,2.7,3.5,17.6
2004,17,2953,MIL,Milwaukee Bucks,Keith Van Horn,"October 23, 1975",28.0,NBA,SF,25.0,15.0,766.0,6.4,13.6,0.47,1.6,3.4,0.46,4.9,10.2,0.48,4.0,4.3,0.94,2.4,5.0,7.4,1.7,0.8,0.7,2.3,3.0,18.5
2005,31,2953,TOT,Total After Trade,Keith Van Horn,"October 23, 1975",29.0,NBA,"PF,SF",62.0,16.0,1502.0,6.2,13.5,0.46,1.3,3.4,0.38,4.9,10.1,0.48,3.1,3.8,0.82,2.1,4.9,7.0,1.8,0.9,0.5,1.9,4.1,16.7
2005,17,2953,MIL,Milwaukee Bucks,Keith Van Horn,"October 23, 1975",29.0,NBA,SF,33.0,13.0,818.0,5.6,12.5,0.45,1.3,3.4,0.38,4.3,9.1,0.47,2.5,2.9,0.86,2.4,4.8,7.3,1.8,0.9,0.5,2.1,3.6,15.1
2005,7,2953,DAL,Dallas Mavericks,Keith Van Horn,"October 23, 1975",29.0,NBA,PF,29.0,3.0,684.0,6.8,14.7,0.46,1.3,3.4,0.38,5.5,11.3,0.49,3.8,4.8,0.78,1.8,5.0,6.8,1.8,0.8,0.5,1.8,4.6,18.6
2006,7,2953,DAL,Dallas Mavericks,Keith Van Horn,"October 23, 1975",30.0,NBA,SF,53.0,0.0,1090.0,5.4,12.8,0.42,1.7,4.5,0.37,3.8,8.3,0.45,3.1,3.7,0.83,1.8,4.6,6.3,1.2,1.0,0.4,2.3,4.0,15.6
