Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2001,13,1812,LAC,Los Angeles Clippers,Corey Maggette,"November 12, 1979",21.0,NBA,SF,69.0,9.0,1359.0,225.0,487.0,0.46,17.0,56.0,0.3,208.0,431.0,0.48,0.48,223.0,288.0,0.77,88.0,203.0,291.0,82.0,35.0,9.0,106.0,140.0,690.0
2002,13,1812,LAC,Los Angeles Clippers,Corey Maggette,"November 12, 1979",22.0,NBA,SG,63.0,52.0,1615.0,235.0,530.0,0.44,46.0,139.0,0.33,189.0,391.0,0.48,0.49,201.0,251.0,0.8,54.0,177.0,231.0,112.0,41.0,19.0,116.0,155.0,717.0
2003,13,1812,LAC,Los Angeles Clippers,Corey Maggette,"November 12, 1979",23.0,NBA,SG,64.0,57.0,2006.0,343.0,773.0,0.44,62.0,177.0,0.35,281.0,596.0,0.47,0.48,325.0,405.0,0.8,77.0,245.0,322.0,123.0,55.0,16.0,147.0,194.0,1073.0
2004,13,1812,LAC,Los Angeles Clippers,Corey Maggette,"November 12, 1979",24.0,NBA,SF,73.0,72.0,2628.0,453.0,1013.0,0.45,76.0,231.0,0.33,377.0,782.0,0.48,0.48,526.0,620.0,0.85,96.0,334.0,430.0,224.0,65.0,16.0,207.0,217.0,1508.0
2005,13,1812,LAC,Los Angeles Clippers,Corey Maggette,"November 12, 1979",25.0,NBA,SG,66.0,60.0,2436.0,425.0,986.0,0.43,51.0,168.0,0.3,374.0,818.0,0.46,0.46,563.0,657.0,0.86,70.0,324.0,394.0,225.0,70.0,8.0,195.0,191.0,1464.0
2006,13,1812,LAC,Los Angeles Clippers,Corey Maggette,"November 12, 1979",26.0,NBA,SF,32.0,13.0,943.0,167.0,375.0,0.44,24.0,71.0,0.34,143.0,304.0,0.47,0.48,212.0,256.0,0.83,28.0,141.0,169.0,66.0,19.0,4.0,78.0,95.0,570.0
2007,13,1812,LAC,Los Angeles Clippers,Corey Maggette,"November 12, 1979",27.0,NBA,SF,75.0,31.0,2291.0,367.0,808.0,0.45,13.0,65.0,0.2,354.0,743.0,0.48,0.46,519.0,633.0,0.82,90.0,352.0,442.0,208.0,65.0,14.0,201.0,244.0,1266.0
2008,13,1812,LAC,Los Angeles Clippers,Corey Maggette,"November 12, 1979",28.0,NBA,SF,70.0,65.0,2502.0,458.0,1000.0,0.46,78.0,203.0,0.38,380.0,797.0,0.48,0.5,553.0,681.0,0.81,78.0,316.0,394.0,189.0,71.0,7.0,195.0,210.0,1547.0
2009,10,1812,GSW,Golden State Warriors,Corey Maggette,"November 12, 1979",29.0,NBA,PF,51.0,19.0,1588.0,292.0,634.0,0.46,24.0,95.0,0.25,268.0,539.0,0.5,0.48,342.0,415.0,0.82,49.0,233.0,282.0,92.0,44.0,8.0,120.0,192.0,950.0
2010,10,1812,GSW,Golden State Warriors,Corey Maggette,"November 12, 1979",30.0,NBA,PF,70.0,49.0,2081.0,457.0,886.0,0.52,13.0,50.0,0.26,444.0,836.0,0.53,0.52,460.0,551.0,0.84,92.0,281.0,373.0,172.0,51.0,4.0,168.0,231.0,1387.0
2011,17,1812,MIL,Milwaukee Bucks,Corey Maggette,"November 12, 1979",31.0,NBA,SF,67.0,18.0,1401.0,253.0,559.0,0.45,28.0,78.0,0.36,225.0,481.0,0.47,0.48,271.0,325.0,0.83,44.0,197.0,241.0,84.0,21.0,5.0,127.0,175.0,805.0
2012,4,1812,CHA,Charlotte Bobcats,Corey Maggette,"November 12, 1979",32.0,NBA,SF,32.0,28.0,881.0,139.0,373.0,0.37,24.0,66.0,0.36,115.0,307.0,0.38,0.4,178.0,208.0,0.86,21.0,104.0,125.0,39.0,23.0,1.0,59.0,83.0,480.0
2013,9,1812,DET,Detroit Pistons,Corey Maggette,"November 12, 1979",33.0,NBA,SF,18.0,0.0,257.0,27.0,76.0,0.36,5.0,21.0,0.24,22.0,55.0,0.4,0.39,36.0,48.0,0.75,5.0,20.0,25.0,19.0,6.0,2.0,17.0,42.0,95.0
