Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2009,4,1850,CHA,Charlotte Bobcats,Cartier Martin,"November 20, 1984",24.0,NBA,SF,33.0,1.0,266.0,28.0,77.0,0.36,10.0,33.0,0.3,18.0,44.0,0.41,0.43,20.0,25.0,0.8,7.0,26.0,33.0,13.0,8.0,4.0,9.0,33.0,86.0
2010,31,1850,TOT,Total After Trade,Cartier Martin,"November 20, 1984",25.0,NBA,SF,18.0,2.0,390.0,50.0,136.0,0.37,17.0,49.0,0.35,33.0,87.0,0.38,0.43,24.0,30.0,0.8,25.0,43.0,68.0,16.0,11.0,1.0,19.0,48.0,141.0
2010,10,1850,GSW,Golden State Warriors,Cartier Martin,"November 20, 1984",25.0,NBA,SF,10.0,2.0,276.0,32.0,88.0,0.36,10.0,31.0,0.32,22.0,57.0,0.39,0.42,16.0,21.0,0.76,17.0,30.0,47.0,9.0,8.0,0.0,13.0,36.0,90.0
2010,30,1850,WAS,Washington Wizards,Cartier Martin,"November 20, 1984",25.0,NBA,SF,8.0,0.0,114.0,18.0,48.0,0.38,7.0,18.0,0.39,11.0,30.0,0.37,0.45,8.0,9.0,0.89,8.0,13.0,21.0,7.0,3.0,1.0,6.0,12.0,51.0
2011,30,1850,WAS,Washington Wizards,Cartier Martin,"November 20, 1984",26.0,NBA,SF,52.0,1.0,542.0,71.0,182.0,0.39,39.0,99.0,0.39,32.0,83.0,0.39,0.5,28.0,40.0,0.7,20.0,54.0,74.0,18.0,18.0,6.0,16.0,52.0,209.0
2012,30,1850,WAS,Washington Wizards,Cartier Martin,"November 20, 1984",27.0,NBA,SF,17.0,2.0,391.0,59.0,134.0,0.44,29.0,75.0,0.39,30.0,59.0,0.51,0.55,11.0,19.0,0.58,12.0,46.0,58.0,10.0,11.0,2.0,13.0,35.0,158.0
2013,30,1850,WAS,Washington Wizards,Cartier Martin,"November 20, 1984",28.0,NBA,SF,41.0,3.0,694.0,96.0,252.0,0.38,58.0,146.0,0.4,38.0,106.0,0.36,0.5,20.0,28.0,0.71,11.0,89.0,100.0,20.0,19.0,6.0,32.0,58.0,270.0
2014,31,1850,TOT,Total After Trade,Cartier Martin,"November 20, 1984",29.0,NBA,SF,59.0,6.0,870.0,111.0,264.0,0.42,59.0,151.0,0.39,52.0,113.0,0.46,0.53,48.0,65.0,0.74,13.0,97.0,110.0,33.0,27.0,7.0,34.0,71.0,329.0
2014,1,1850,ATL,Atlanta Hawks,Cartier Martin,"November 20, 1984",29.0,NBA,SF,53.0,6.0,822.0,106.0,256.0,0.41,56.0,146.0,0.38,50.0,110.0,0.46,0.52,46.0,61.0,0.75,12.0,93.0,105.0,31.0,26.0,7.0,33.0,68.0,314.0
2014,5,1850,CHI,Chicago Bulls,Cartier Martin,"November 20, 1984",29.0,NBA,SF,6.0,0.0,48.0,5.0,8.0,0.62,3.0,5.0,0.6,2.0,3.0,0.67,0.81,2.0,4.0,0.5,1.0,4.0,5.0,2.0,1.0,0.0,1.0,3.0,15.0
2015,9,1850,DET,Detroit Pistons,Cartier Martin,"November 20, 1984",30.0,NBA,SF,23.0,0.0,198.0,15.0,53.0,0.28,6.0,33.0,0.18,9.0,20.0,0.45,0.34,0.0,0.0,,0.0,20.0,20.0,11.0,3.0,1.0,5.0,20.0,36.0
