Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1981,21,1178,SEA,Seattle Supersonics,Bill Hanzlik,"December 6, 1957",23.0,NBA,SF,74.0,,1259.0,138.0,289.0,0.48,1.0,5.0,0.2,137.0,284.0,0.48,0.48,119.0,150.0,0.79,67.0,86.0,153.0,111.0,58.0,20.0,84.0,168.0,396.0
1982,21,1178,SEA,Seattle Supersonics,Bill Hanzlik,"December 6, 1957",24.0,NBA,SF,81.0,76.0,1974.0,167.0,357.0,0.47,0.0,4.0,0.0,167.0,353.0,0.47,0.47,138.0,176.0,0.78,99.0,167.0,266.0,183.0,81.0,30.0,106.0,250.0,472.0
1983,8,1178,DEN,Denver Nuggets,Bill Hanzlik,"December 6, 1957",25.0,NBA,SF,82.0,8.0,1547.0,187.0,437.0,0.43,1.0,7.0,0.14,186.0,430.0,0.43,0.43,125.0,160.0,0.78,80.0,156.0,236.0,268.0,75.0,15.0,144.0,220.0,500.0
1984,8,1178,DEN,Denver Nuggets,Bill Hanzlik,"December 6, 1957",26.0,NBA,SF,80.0,14.0,1469.0,132.0,306.0,0.43,3.0,12.0,0.25,129.0,294.0,0.44,0.44,167.0,207.0,0.81,66.0,139.0,205.0,252.0,68.0,19.0,109.0,255.0,434.0
1985,8,1178,DEN,Denver Nuggets,Bill Hanzlik,"December 6, 1957",27.0,NBA,SF,80.0,1.0,1673.0,220.0,522.0,0.42,1.0,15.0,0.07,219.0,507.0,0.43,0.42,180.0,238.0,0.76,88.0,119.0,207.0,210.0,84.0,26.0,115.0,291.0,621.0
1986,8,1178,DEN,Denver Nuggets,Bill Hanzlik,"December 6, 1957",28.0,NBA,SF,79.0,0.0,1982.0,331.0,741.0,0.45,8.0,41.0,0.2,323.0,700.0,0.46,0.45,318.0,405.0,0.78,88.0,176.0,264.0,316.0,107.0,16.0,165.0,277.0,988.0
1987,8,1178,DEN,Denver Nuggets,Bill Hanzlik,"December 6, 1957",29.0,NBA,PF,73.0,10.0,1990.0,307.0,746.0,0.41,22.0,80.0,0.28,285.0,666.0,0.43,0.43,316.0,402.0,0.79,79.0,177.0,256.0,280.0,87.0,28.0,132.0,245.0,952.0
1988,8,1178,DEN,Denver Nuggets,Bill Hanzlik,"December 6, 1957",30.0,NBA,SF,77.0,0.0,1334.0,109.0,287.0,0.38,3.0,16.0,0.19,106.0,271.0,0.39,0.38,129.0,163.0,0.79,39.0,132.0,171.0,166.0,64.0,17.0,95.0,185.0,350.0
1989,8,1178,DEN,Denver Nuggets,Bill Hanzlik,"December 6, 1957",31.0,NBA,PF,41.0,0.0,701.0,66.0,151.0,0.44,1.0,5.0,0.2,65.0,146.0,0.44,0.44,68.0,87.0,0.78,18.0,75.0,93.0,86.0,25.0,5.0,53.0,82.0,201.0
1990,8,1178,DEN,Denver Nuggets,Bill Hanzlik,"December 6, 1957",32.0,NBA,PF,81.0,0.0,1605.0,179.0,396.0,0.45,6.0,31.0,0.19,173.0,365.0,0.47,0.46,136.0,183.0,0.74,67.0,140.0,207.0,186.0,78.0,29.0,87.0,249.0,500.0
