Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
1986,10,2075,GSW,Golden State Warriors,Chris Mullin,"July 30, 1963",22.0,NBA,SG,55.0,1391.0,16.0,0.54,0.04,0.34,3.2,5.9,4.5,10.5,2.3,0.9,9.5,22.2,2.3,0.6,2.9,0.1,0.3,-0.1,0.3,0.8
1987,10,2075,GSW,Golden State Warriors,Chris Mullin,"July 30, 1963",23.0,NBA,SG,82.0,2377.0,15.8,0.58,0.07,0.35,1.8,6.6,4.2,15.9,1.9,0.9,12.6,20.8,4.0,1.2,5.2,0.1,0.8,0.0,0.7,1.6
1988,10,2075,GSW,Golden State Warriors,Chris Mullin,"July 30, 1963",24.0,NBA,SF,60.0,2033.0,19.8,0.58,0.1,0.29,3.1,8.3,5.6,22.1,2.6,0.9,13.0,23.9,4.1,1.0,5.1,0.12,3.3,-0.1,3.2,2.7
1989,10,2075,GSW,Golden State Warriors,Chris Mullin,"July 30, 1963",25.0,NBA,SF,82.0,3093.0,21.9,0.58,0.06,0.34,4.9,10.7,7.8,20.1,2.5,0.7,13.6,26.6,7.5,3.1,10.6,0.16,3.7,0.3,4.0,4.7
1990,10,2075,GSW,Golden State Warriors,Chris Mullin,"July 30, 1963",26.0,NBA,SF,78.0,2830.0,22.7,0.64,0.18,0.45,5.2,12.0,8.7,17.5,2.0,0.9,13.6,24.8,8.9,1.3,10.2,0.17,5.6,-0.7,5.0,5.0
1991,10,2075,GSW,Golden State Warriors,Chris Mullin,"July 30, 1963",27.0,NBA,SF,82.0,3315.0,21.4,0.62,0.09,0.4,4.7,10.0,7.4,14.9,2.4,1.1,12.6,23.5,9.7,2.4,12.2,0.18,4.5,0.1,4.7,5.6
1992,10,2075,GSW,Golden State Warriors,Chris Mullin,"July 30, 1963",28.0,NBA,SF,81.0,3346.0,19.9,0.59,0.11,0.26,4.2,10.4,7.4,12.2,2.4,1.1,10.2,23.6,8.1,2.7,10.8,0.16,3.6,0.1,3.7,4.8
1993,10,2075,GSW,Golden State Warriors,Chris Mullin,"July 30, 1963",29.0,NBA,SF,46.0,1902.0,19.0,0.58,0.14,0.24,2.5,11.2,6.8,14.0,1.7,1.3,11.9,25.1,3.6,1.3,4.9,0.12,3.7,-0.4,3.3,2.5
1994,10,2075,GSW,Golden State Warriors,Chris Mullin,"July 30, 1963",30.0,NBA,SF,62.0,2324.0,15.8,0.54,0.17,0.25,3.0,12.9,8.0,19.1,2.2,1.4,15.6,20.3,2.4,2.3,4.7,0.1,0.9,0.1,1.1,1.8
1995,10,2075,GSW,Golden State Warriors,Chris Mullin,"July 30, 1963",31.0,NBA,SF,25.0,890.0,17.7,0.6,0.27,0.31,3.1,11.3,7.1,22.8,2.1,1.5,19.1,23.2,1.2,0.5,1.7,0.09,2.3,-0.2,2.1,0.9
1996,10,2075,GSW,Golden State Warriors,Chris Mullin,"July 30, 1963",32.0,NBA,SF,55.0,1617.0,16.7,0.6,0.28,0.3,3.1,8.3,5.7,19.8,2.4,1.4,16.7,19.7,2.9,1.1,4.0,0.12,1.9,0.2,2.1,1.7
1997,10,2075,GSW,Golden State Warriors,Chris Mullin,"July 30, 1963",33.0,NBA,SF,79.0,2733.0,17.6,0.64,0.26,0.27,3.3,10.5,6.9,19.9,2.5,0.9,17.8,17.6,6.0,1.1,7.1,0.12,2.4,0.4,2.8,3.3
1998,12,2075,IND,Indiana Pacers,Chris Mullin,"July 30, 1963",34.0,NBA,SF,82.0,2177.0,16.9,0.61,0.35,0.24,2.2,11.1,6.9,14.6,2.4,1.3,13.3,19.3,4.4,3.2,7.6,0.17,2.4,1.9,4.3,3.5
1999,12,2075,IND,Indiana Pacers,Chris Mullin,"July 30, 1963",35.0,NBA,SF,50.0,1179.0,18.1,0.62,0.42,0.25,2.6,13.3,8.1,12.2,2.2,0.8,12.7,19.1,3.1,1.0,4.1,0.17,3.5,0.9,4.5,1.9
2000,12,2075,IND,Indiana Pacers,Chris Mullin,"July 30, 1963",36.0,NBA,SG,47.0,582.0,15.4,0.59,0.59,0.22,2.8,11.5,7.3,10.0,2.5,1.0,12.0,18.2,1.0,0.7,1.7,0.14,1.8,1.6,3.4,0.8
2001,10,2075,GSW,Golden State Warriors,Chris Mullin,"July 30, 1963",37.0,NBA,SF,20.0,374.0,10.0,0.49,0.49,0.26,2.6,9.6,5.8,7.9,2.2,1.9,13.8,15.5,0.1,0.2,0.3,0.03,-1.9,-0.1,-2.0,0.0
