Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 30,Trp Dbl
2001,22,1994,ORL,Orlando Magic,Mike Miller,"February 19, 1980",20.0,NBA,SF,82.0,62.0,2390.0,368.0,845.0,0.44,148.0,364.0,0.41,220.0,481.0,0.46,0.52,91.0,128.0,0.71,66.0,261.0,327.0,140.0,51.0,19.0,97.0,200.0,975.0,,0.0
2002,22,1994,ORL,Orlando Magic,Mike Miller,"February 19, 1980",21.0,NBA,SF,63.0,53.0,2123.0,351.0,802.0,0.44,116.0,303.0,0.38,235.0,499.0,0.47,0.51,138.0,181.0,0.76,49.0,224.0,273.0,198.0,47.0,23.0,108.0,145.0,956.0,,0.0
2003,31,1994,TOT,Total After Trade,Mike Miller,"February 19, 1980",22.0,NBA,SF,65.0,52.0,2186.0,373.0,859.0,0.43,109.0,300.0,0.36,264.0,559.0,0.47,0.5,156.0,186.0,0.84,46.0,295.0,341.0,170.0,42.0,21.0,125.0,173.0,1011.0,,0.0
2003,22,1994,ORL,Orlando Magic,Mike Miller,"February 19, 1980",22.0,NBA,SF,49.0,39.0,1826.0,296.0,708.0,0.42,87.0,256.0,0.34,209.0,452.0,0.46,0.48,127.0,150.0,0.85,40.0,246.0,286.0,139.0,36.0,16.0,99.0,139.0,806.0,,0.0
2003,15,1994,MEM,Memphis Grizzlies,Mike Miller,"February 19, 1980",22.0,NBA,SF,16.0,13.0,360.0,77.0,151.0,0.51,22.0,44.0,0.5,55.0,107.0,0.51,0.58,29.0,36.0,0.81,6.0,49.0,55.0,31.0,6.0,5.0,26.0,34.0,205.0,,0.0
2004,15,1994,MEM,Memphis Grizzlies,Mike Miller,"February 19, 1980",23.0,NBA,SF,65.0,65.0,1770.0,270.0,616.0,0.44,80.0,215.0,0.37,190.0,401.0,0.47,0.5,102.0,141.0,0.72,42.0,174.0,216.0,232.0,59.0,14.0,107.0,162.0,722.0,,0.0
2005,15,1994,MEM,Memphis Grizzlies,Mike Miller,"February 19, 1980",24.0,NBA,SF,76.0,51.0,2278.0,387.0,766.0,0.5,140.0,323.0,0.43,247.0,443.0,0.56,0.6,108.0,150.0,0.72,36.0,264.0,300.0,220.0,54.0,23.0,127.0,197.0,1022.0,,0.0
2006,15,1994,MEM,Memphis Grizzlies,Mike Miller,"February 19, 1980",25.0,NBA,SG,74.0,9.0,2268.0,354.0,760.0,0.47,138.0,339.0,0.41,216.0,421.0,0.51,0.56,168.0,210.0,0.8,42.0,355.0,397.0,200.0,52.0,27.0,140.0,173.0,1014.0,,1.0
2007,15,1994,MEM,Memphis Grizzlies,Mike Miller,"February 19, 1980",26.0,NBA,SG,70.0,69.0,2740.0,465.0,1010.0,0.46,202.0,498.0,0.41,263.0,512.0,0.51,0.56,161.0,203.0,0.79,52.0,326.0,378.0,298.0,54.0,18.0,179.0,138.0,1293.0,,0.0
2008,15,1994,MEM,Memphis Grizzlies,Mike Miller,"February 19, 1980",27.0,NBA,SG,70.0,70.0,2474.0,414.0,824.0,0.5,155.0,359.0,0.43,259.0,465.0,0.56,0.6,164.0,212.0,0.77,51.0,416.0,467.0,240.0,35.0,16.0,182.0,145.0,1147.0,,0.0
2009,18,1994,MIN,Minnesota Timberwolves,Mike Miller,"February 19, 1980",28.0,NBA,SF,73.0,47.0,2356.0,264.0,548.0,0.48,85.0,225.0,0.38,179.0,323.0,0.55,0.56,109.0,149.0,0.73,73.0,410.0,483.0,326.0,30.0,31.0,145.0,139.0,722.0,,0.0
2010,30,1994,WAS,Washington Wizards,Mike Miller,"February 19, 1980",29.0,NBA,SG,54.0,50.0,1805.0,217.0,433.0,0.5,82.0,171.0,0.48,135.0,262.0,0.52,0.6,70.0,85.0,0.82,55.0,281.0,336.0,212.0,39.0,12.0,115.0,131.0,586.0,,0.0
2011,16,1994,MIA,Miami Heat,Mike Miller,"February 19, 1980",30.0,NBA,SG,41.0,2.0,838.0,81.0,202.0,0.4,43.0,118.0,0.36,38.0,84.0,0.45,0.51,23.0,34.0,0.68,38.0,146.0,184.0,51.0,20.0,2.0,41.0,88.0,228.0,,0.0
2012,16,1994,MIA,Miami Heat,Mike Miller,"February 19, 1980",31.0,NBA,SG,39.0,2.0,752.0,91.0,209.0,0.44,53.0,117.0,0.45,38.0,92.0,0.41,0.56,2.0,5.0,0.4,22.0,106.0,128.0,42.0,14.0,6.0,30.0,58.0,237.0,,0.0
2013,16,1994,MIA,Miami Heat,Mike Miller,"February 19, 1980",32.0,NBA,SF,59.0,17.0,900.0,100.0,231.0,0.43,73.0,175.0,0.42,27.0,56.0,0.48,0.59,8.0,11.0,0.73,18.0,139.0,157.0,99.0,21.0,4.0,35.0,63.0,281.0,,0.0
2014,15,1994,MEM,Memphis Grizzlies,Mike Miller,"February 19, 1980",33.0,NBA,SF,82.0,4.0,1707.0,213.0,443.0,0.48,107.0,233.0,0.46,106.0,210.0,0.5,0.6,46.0,56.0,0.82,30.0,177.0,207.0,130.0,26.0,5.0,77.0,95.0,579.0,,0.0
2015,6,1994,CLE,Cleveland Cavaliers,Mike Miller,"February 19, 1980",34.0,NBA,SF,52.0,15.0,701.0,37.0,114.0,0.32,32.0,98.0,0.33,5.0,16.0,0.31,0.46,3.0,4.0,0.75,4.0,87.0,91.0,46.0,14.0,4.0,23.0,74.0,109.0,,0.0
2016,8,1994,DEN,Denver Nuggets,Mike Miller,"February 19, 1980",35.0,NBA,SF,47.0,2.0,373.0,22.0,62.0,0.36,19.0,52.0,0.36,3.0,10.0,0.3,0.51,0.0,0.0,,6.0,47.0,53.0,40.0,13.0,4.0,17.0,53.0,63.0,,0.0
2017,8,1994,DEN,Denver Nuggets,Mike Miller,"February 19, 1980",36.0,NBA,SF,20.0,0.0,151.0,9.0,23.0,0.39,8.0,20.0,0.4,1.0,3.0,0.33,0.56,2.0,2.0,1.0,2.0,36.0,38.0,22.0,2.0,0.0,13.0,9.0,28.0,,0.0
