Season,Team ID,Player ID,Team ABV,Team,Number,Player,Pos,Height,Weight,Birth Date,Nationality,Experience,College
2018,21,7,OKC,Oklahoma City Thunder,8,Alex Abrines,SG,6-6,200,1993-08-01,ES,1,
2018,21,17,OKC,Oklahoma City Thunder,12,Steven Adams,C,6-11,265,1993-07-20,NZ,4,Pitt
2018,21,93,OKC,Oklahoma City Thunder,7,Carmelo Anthony,PF,6-7,238,1984-05-29,US,14,Syracuse
2018,21,342,OKC,Oklahoma City Thunder,3,Corey Brewer,SG,6-9,186,1986-03-05,US,10,Florida
2018,21,579,OKC,Oklahoma City Thunder,4,Nick Collison,PF,6-10,255,1980-10-26,US,13,Kansas
2018,21,779,OKC,Oklahoma City Thunder,35,PJ Dozier,PG,6-6,205,1996-10-25,US,R,South Carolina
2018,21,905,OKC,Oklahoma City Thunder,2,Raymond Felton,PG,6-1,205,1984-06-26,US,12,UNC
2018,21,907,OKC,Oklahoma City Thunder,23,Terrance Ferguson,SG,6-6,190,1998-05-17,US,R,
2018,21,1021,OKC,Oklahoma City Thunder,13,Paul George,SF,6-8,220,1990-05-02,US,7,Fresno State
2018,21,1086,OKC,Oklahoma City Thunder,9,Jerami Grant,PF,6-8,210,1994-03-12,US,3,Syracuse
2018,21,1160,OKC,Oklahoma City Thunder,25,Daniel Hamilton,SG,6-7,195,1995-08-08,US,R,UConn
2018,21,1352,OKC,Oklahoma City Thunder,34,Josh Huestis,PF,6-7,230,1991-12-19,US,2,Stanford
2018,21,1480,OKC,Oklahoma City Thunder,44,Dakari Johnson,C,7-0,255,1995-09-22,US,R,Kentucky
2018,21,2263,OKC,Oklahoma City Thunder,54,Patrick Patterson,PF,6-8,235,1989-03-14,US,7,Kentucky
2018,21,2463,OKC,Oklahoma City Thunder,21,Andre Roberson,SG,6-7,210,1991-12-04,US,4,Colorado
2018,21,2652,OKC,Oklahoma City Thunder,15,Kyle Singler,SF,6-8,228,1988-05-04,US,5,Duke
2018,21,3084,OKC,Oklahoma City Thunder,0,Russell Westbrook,PG,6-3,200,1988-11-12,US,9,UCLA
