Season,Team ID,Player ID,Team ABV,Team,Number,Player,Pos,Height,Weight,Birth Date,Nationality,Experience,College
2018,24,214,PHO,Phoenix Suns,35,Dragan Bender,PF,7-0,225,1997-11-17,BA,1,
2018,24,267,PHO,Phoenix Suns,2,Eric Bledsoe,PG,6-1,214,1989-12-09,US,7,Kentucky
2018,24,292,PHO,Phoenix Suns,1,Devin Booker,SG,6-5,206,1996-10-30,US,2,Kentucky
2018,24,465,PHO,Phoenix Suns,2,Isaiah Canaan,PG,6-0,201,1991-05-21,US,4,Murray State
2018,24,514,PHO,Phoenix Suns,4,Tyson Chandler,C,7-0,235,1982-10-02,US,16,
2018,24,532,PHO,Phoenix Suns,0,Marquese Chriss,PF,6-9,240,1997-07-02,US,1,Washington
2018,24,667,PHO,Phoenix Suns,30,Troy Daniels,SG,6-4,200,1991-07-15,US,4,VCU
2018,24,795,PHO,Phoenix Suns,3,Jared Dudley,PF,6-6,237,1985-07-10,US,10,Boston College
2018,24,1096,PHO,Phoenix Suns,14,Josh Gray,PG,6-0,180,1993-09-09,US,R,LSU
2018,24,1217,PHO,Phoenix Suns,10,Shaquille Harrison,PG,6-7,190,1993-10-06,US,R,Tulsa
2018,24,1335,PHO,Phoenix Suns,23,Danuel House,SG,6-6,220,1993-06-07,US,1,Texas A&M
2018,24,1407,PHO,Phoenix Suns,20,Josh Jackson,SF,6-8,207,1997-02-10,US,R,Kansas
2018,24,1433,PHO,Phoenix Suns,55,Mike James,PG,6-1,189,1990-08-18,US,R,Lamar
2018,24,1539,PHO,Phoenix Suns,10,Derrick Jones,SF,6-5,210,1997-02-15,US,1,UNLV
2018,24,1734,PHO,Phoenix Suns,21,Alex Len,C,7-0,250,1993-06-16,UA,4,Maryland
2018,24,2034,PHO,Phoenix Suns,14,Greg Monroe,C,6-11,265,1990-06-04,US,7,Georgetown
2018,24,2275,PHO,Phoenix Suns,2,Elfrid Payton,PG,6-3,195,1994-02-22,US,3,Louisiana
2018,24,2298,PHO,Phoenix Suns,25,Alec Peters,PF,6-9,232,1995-04-13,US,R,Valparaiso
2018,24,2420,PHO,Phoenix Suns,32,Davon Reed,SG,6-5,208,1995-06-11,US,R,Miami (FL)
2018,24,2948,PHO,Phoenix Suns,8,Tyler Ulis,PG,5-10,160,1996-01-05,US,1,Kentucky
2018,24,3032,PHO,Phoenix Suns,12,T.J. Warren,SF,6-8,220,1993-09-05,US,3,NC State
2018,24,3135,PHO,Phoenix Suns,15,Alan Williams,PF,6-8,265,1993-01-28,US,2,UC Santa Barbara
