Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 30,Trp Dbl
1992,16,2703,MIA,Miami Heat,Steve Smith,"March 31, 1969",22.0,NBA,SG,61.0,59.0,1806.0,297.0,654.0,0.45,40.0,125.0,0.32,257.0,529.0,0.49,0.48,95.0,127.0,0.75,81.0,107.0,188.0,278.0,59.0,19.0,152.0,162.0,729.0,,0.0
1993,16,2703,MIA,Miami Heat,Steve Smith,"March 31, 1969",23.0,NBA,SG,48.0,43.0,1610.0,279.0,619.0,0.45,53.0,132.0,0.4,226.0,487.0,0.46,0.49,155.0,197.0,0.79,56.0,141.0,197.0,267.0,50.0,16.0,129.0,148.0,766.0,,1.0
1994,16,2703,MIA,Miami Heat,Steve Smith,"March 31, 1969",24.0,NBA,SG,78.0,77.0,2776.0,491.0,1076.0,0.46,91.0,262.0,0.35,400.0,814.0,0.49,0.5,273.0,327.0,0.84,156.0,196.0,352.0,394.0,84.0,35.0,202.0,217.0,1346.0,,0.0
1995,31,2703,TOT,Total After Trade,Steve Smith,"March 31, 1969",25.0,NBA,SG,80.0,61.0,2665.0,428.0,1005.0,0.43,137.0,416.0,0.33,291.0,589.0,0.49,0.49,312.0,371.0,0.84,104.0,172.0,276.0,274.0,62.0,33.0,155.0,225.0,1305.0,,0.0
1995,16,2703,MIA,Miami Heat,Steve Smith,"March 31, 1969",25.0,NBA,SG,2.0,2.0,62.0,11.0,29.0,0.38,2.0,12.0,0.17,9.0,17.0,0.53,0.41,17.0,22.0,0.77,4.0,2.0,6.0,7.0,2.0,1.0,4.0,9.0,41.0,,0.0
1995,1,2703,ATL,Atlanta Hawks,Steve Smith,"March 31, 1969",25.0,NBA,SG,78.0,59.0,2603.0,417.0,976.0,0.43,135.0,404.0,0.33,282.0,572.0,0.49,0.5,295.0,349.0,0.84,100.0,170.0,270.0,267.0,60.0,32.0,151.0,216.0,1264.0,,0.0
1996,1,2703,ATL,Atlanta Hawks,Steve Smith,"March 31, 1969",26.0,NBA,SG,80.0,80.0,2856.0,494.0,1143.0,0.43,140.0,423.0,0.33,354.0,720.0,0.49,0.49,318.0,385.0,0.83,124.0,202.0,326.0,224.0,68.0,17.0,151.0,207.0,1446.0,,0.0
1997,1,2703,ATL,Atlanta Hawks,Steve Smith,"March 31, 1969",27.0,NBA,SG,72.0,72.0,2818.0,491.0,1145.0,0.43,130.0,388.0,0.34,361.0,757.0,0.48,0.49,333.0,393.0,0.85,90.0,148.0,238.0,305.0,62.0,23.0,176.0,173.0,1445.0,,0.0
1998,1,2703,ATL,Atlanta Hawks,Steve Smith,"March 31, 1969",28.0,NBA,SG,73.0,73.0,2857.0,489.0,1101.0,0.44,97.0,276.0,0.35,392.0,825.0,0.48,0.49,389.0,455.0,0.86,133.0,176.0,309.0,292.0,75.0,29.0,176.0,219.0,1464.0,,0.0
1999,1,2703,ATL,Atlanta Hawks,Steve Smith,"March 31, 1969",29.0,NBA,SG,36.0,36.0,1314.0,217.0,540.0,0.4,47.0,139.0,0.34,170.0,401.0,0.42,0.44,191.0,225.0,0.85,50.0,101.0,151.0,118.0,36.0,11.0,99.0,100.0,672.0,,0.0
2000,25,2703,POR,Portland Trail Blazers,Steve Smith,"March 31, 1969",30.0,NBA,SG,82.0,81.0,2689.0,420.0,900.0,0.47,96.0,241.0,0.4,324.0,659.0,0.49,0.52,289.0,340.0,0.85,123.0,190.0,313.0,209.0,71.0,31.0,117.0,214.0,1225.0,,0.0
2001,25,2703,POR,Portland Trail Blazers,Steve Smith,"March 31, 1969",31.0,NBA,SG,81.0,36.0,2542.0,359.0,788.0,0.46,78.0,230.0,0.34,281.0,558.0,0.5,0.5,309.0,347.0,0.89,87.0,185.0,272.0,213.0,48.0,24.0,137.0,203.0,1105.0,,0.0
2002,27,2703,SAS,San Antonio Spurs,Steve Smith,"March 31, 1969",32.0,NBA,SG,77.0,76.0,2211.0,310.0,682.0,0.46,116.0,246.0,0.47,194.0,436.0,0.44,0.54,159.0,181.0,0.88,45.0,148.0,193.0,151.0,54.0,15.0,108.0,158.0,895.0,,0.0
