Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
2000,28,492,TOR,Toronto Raptors,Vince Carter,"January 26, 1977",23.0,NBA,SF,3.0,119.0,18.2,0.46,0.2,0.62,8.6,9.7,9.1,35.5,1.4,2.9,11.2,28.3,0.2,0.1,0.3,0.12,4.7,-0.3,4.4,0.2
2001,28,492,TOR,Toronto Raptors,Vince Carter,"January 26, 1977",24.0,NBA,SF,12.0,539.0,23.0,0.52,0.22,0.26,8.1,9.7,8.9,20.5,2.0,2.8,8.0,29.6,1.5,0.5,2.0,0.18,6.8,0.2,7.0,1.2
2005,3,492,NJN,New Jersey Nets,Vince Carter,"January 26, 1977",28.0,NBA,SF,4.0,179.0,17.6,0.48,0.2,0.38,5.2,18.3,11.0,27.5,2.6,0.0,11.8,32.1,0.0,0.1,0.1,0.03,3.8,0.5,4.2,0.3
2006,3,492,NJN,New Jersey Nets,Vince Carter,"January 26, 1977",29.0,NBA,SG,11.0,450.0,26.8,0.56,0.24,0.44,4.2,17.6,10.7,27.8,2.4,1.3,8.2,33.8,1.3,0.6,1.9,0.21,7.4,2.0,9.4,1.3
2007,3,492,NJN,New Jersey Nets,Vince Carter,"January 26, 1977",30.0,NBA,SG,12.0,487.0,16.9,0.49,0.23,0.37,4.3,15.7,10.1,26.9,1.2,1.2,12.2,30.8,0.1,0.8,0.9,0.09,2.0,-0.5,1.5,0.4
2010,22,492,ORL,Orlando Magic,Vince Carter,"January 26, 1977",33.0,NBA,SG,14.0,480.0,13.4,0.51,0.28,0.38,2.4,12.5,7.6,12.7,1.4,0.5,9.3,24.4,0.3,0.8,1.2,0.12,-0.8,-0.1,-0.9,0.1
2012,7,492,DAL,Dallas Mavericks,Vince Carter,"January 26, 1977",35.0,NBA,SG,4.0,107.0,6.2,0.37,0.24,0.2,5.3,20.5,12.4,1.7,2.5,1.6,11.9,21.7,-0.3,0.1,-0.2,-0.1,-4.9,-0.4,-5.3,-0.1
2014,7,492,DAL,Dallas Mavericks,Vince Carter,"January 26, 1977",37.0,NBA,SG,7.0,190.0,17.5,0.59,0.46,0.21,4.0,12.0,7.7,13.7,0.8,0.9,7.5,19.0,0.5,0.1,0.6,0.14,5.0,0.2,5.1,0.3
2015,15,492,MEM,Memphis Grizzlies,Vince Carter,"January 26, 1977",38.0,NBA,SG,11.0,196.0,13.7,0.49,0.42,0.13,7.2,19.5,13.2,9.3,1.9,0.9,9.0,18.2,0.1,0.2,0.3,0.08,-0.2,1.7,1.5,0.2
2016,15,492,MEM,Memphis Grizzlies,Vince Carter,"January 26, 1977",39.0,NBA,SG,4.0,91.0,19.4,0.62,0.3,0.24,5.5,15.0,9.5,10.9,1.2,1.0,7.6,20.0,0.3,0.0,0.3,0.14,5.4,0.3,5.7,0.2
2017,15,492,MEM,Memphis Grizzlies,Vince Carter,"January 26, 1977",40.0,NBA,SF,6.0,195.0,8.1,0.61,0.48,0.17,2.6,10.6,6.6,7.6,0.6,0.0,18.2,14.2,0.1,-0.1,0.0,-0.0,-1.2,-1.4,-2.6,0.0
