Season,Team ID,Team ABV,Team,Number,Player,Pos,Height,Weight,Birth Date,Nationality,Experience,College
2012,18,MIN,Minnesota Timberwolves,11,J.J. Barea,PG,5-10,180,1984-06-26,PR,5,Northeastern University
2012,18,MIN,Minnesota Timberwolves,8,Michael Beasley,SF,6-9,235,1989-01-09,US,3,Kansas State
2012,18,MIN,Minnesota Timberwolves,22,Wayne Ellington,SG,6-4,207,1987-11-29,US,2,UNC
2012,18,MIN,Minnesota Timberwolves,4,Wesley Johnson,SF,6-7,215,1987-07-11,US,1,"Iowa State, Syracuse"
2012,18,MIN,Minnesota Timberwolves,3,Malcolm Lee,SG,6-5,200,1990-05-22,US,R,UCLA
2012,18,MIN,Minnesota Timberwolves,42,Kevin Love,PF,6-8,251,1988-09-07,US,3,UCLA
2012,18,MIN,Minnesota Timberwolves,31,Darko Milicic,C,7-0,250,1985-06-20,RS,8,
2012,18,MIN,Minnesota Timberwolves,52,Brad Miller,C,6-11,244,1976-04-12,US,13,Purdue
2012,18,MIN,Minnesota Timberwolves,14,Nikola Pekovic,C,6-11,307,1986-01-03,ME,1,
2012,18,MIN,Minnesota Timberwolves,15,Anthony Randolph,PF,6-10,205,1989-07-15,DE,3,LSU
2012,18,MIN,Minnesota Timberwolves,13,Luke Ridnour,SG,6-2,175,1981-02-13,US,8,Oregon
2012,18,MIN,Minnesota Timberwolves,9,Ricky Rubio,PG,6-3,190,1990-10-21,ES,R,
2012,18,MIN,Minnesota Timberwolves,44,Anthony Tolliver,SF,6-8,240,1985-06-01,US,3,Creighton
2012,18,MIN,Minnesota Timberwolves,5,Martell Webster,SF,6-7,230,1986-12-04,US,6,
2012,18,MIN,Minnesota Timberwolves,7,Derrick Williams,PF,6-8,240,1991-05-25,US,R,Arizona
