Season,Team ID,Player ID,Team ABV,Team,Number,Player,Pos,Height,Weight,Birth Date,Nationality,Experience,College
2012,3,275,NJN,New Jersey Nets,6,Keith Bogans,SF,6-5,215,"May 12, 1980",US,8,Kentucky
2012,3,364,NJN,New Jersey Nets,9,MarShon Brooks,SG,6-5,200,"January 26, 1989",US,R,Providence
2012,3,859,NJN,New Jersey Nets,14,Andre Emmett,SF,6-5,230,"August 27, 1982",US,1,Texas Tech
2012,3,890,NJN,New Jersey Nets,2,Jordan Farmar,PG,6-2,180,"November 30, 1986",US,5,UCLA
2012,3,980,NJN,New Jersey Nets,1,Sundiata Gaines,SG,6-1,185,"April 18, 1986",US,2,Georgia
2012,3,1103,NJN,New Jersey Nets,14,Gerald Green,SF,6-6,205,"January 26, 1986",US,4,
2012,3,1328,NJN,New Jersey Nets,31,Dennis Horner,PF,6-9,230,"February 5, 1988",US,R,NC State
2012,3,1361,NJN,New Jersey Nets,43,Kris Humphries,PF,6-9,235,"February 6, 1985",US,7,Minnesota
2012,3,1424,NJN,New Jersey Nets,10,Damion James,SF,6-7,225,"October 7, 1987",US,1,Texas
2012,3,1465,NJN,New Jersey Nets,7,Armon Johnson,PG,6-3,195,"February 23, 1989",US,1,Nevada
2012,3,1774,NJN,New Jersey Nets,11,Brook Lopez,C,7-0,282,"April 1, 1988",US,3,Stanford
2012,3,2059,NJN,New Jersey Nets,22,Anthony Morrow,SG,6-5,210,"September 27, 1985",US,3,Georgia Tech
2012,3,2196,NJN,New Jersey Nets,13,Mehmet Okur,C,6-11,249,"May 26, 1979",TR,9,
2012,3,2226,NJN,New Jersey Nets,24,Larry Owens,SF,6-7,210,"January 8, 1983",US,1,Oral Roberts
2012,3,2295,NJN,New Jersey Nets,27,Johan Petro,C,7-0,247,"January 27, 1986",FR,6,
2012,3,2683,NJN,New Jersey Nets,28,Jerry Smith,PG,6-2,190,"September 26, 1987",US,R,Louisville
2012,3,2750,NJN,New Jersey Nets,92,DeShawn Stevenson,SF,6-5,210,"April 3, 1981",US,11,
2012,3,3009,NJN,New Jersey Nets,45,Gerald Wallace,SF,6-7,215,"July 23, 1982",US,10,Alabama
2012,3,3132,NJN,New Jersey Nets,8,Deron Williams,PG,6-3,200,"June 26, 1984",US,6,Illinois
2012,3,3151,NJN,New Jersey Nets,20,Jordan Williams,C,6-10,260,"October 11, 1990",US,R,Maryland
2012,3,3178,NJN,New Jersey Nets,7,Shawne Williams,SF,6-9,225,"February 16, 1986",US,4,Memphis
2012,3,3179,NJN,New Jersey Nets,33,Shelden Williams,C,6-9,250,"October 21, 1983",US,5,Duke
