Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp Dbl
1993,10,2730,GSW,Golden State Warriors,Latrell Sprewell,"September 8, 1970",22.0,NBA,SG,77.0,69.0,2741.0,449.0,968.0,0.46,73.0,198.0,0.37,376.0,770.0,0.49,0.5,211.0,283.0,0.75,79.0,192.0,271.0,295.0,126.0,52.0,203.0,166.0,1182.0,0.0
1994,10,2730,GSW,Golden State Warriors,Latrell Sprewell,"September 8, 1970",23.0,NBA,SG,82.0,82.0,3533.0,613.0,1417.0,0.43,141.0,391.0,0.36,472.0,1026.0,0.46,0.48,353.0,456.0,0.77,80.0,321.0,401.0,385.0,180.0,76.0,226.0,158.0,1720.0,0.0
1995,10,2730,GSW,Golden State Warriors,Latrell Sprewell,"September 8, 1970",24.0,NBA,SG,69.0,69.0,2771.0,490.0,1171.0,0.42,90.0,326.0,0.28,400.0,845.0,0.47,0.46,350.0,448.0,0.78,58.0,198.0,256.0,279.0,112.0,46.0,230.0,108.0,1420.0,0.0
1996,10,2730,GSW,Golden State Warriors,Latrell Sprewell,"September 8, 1970",25.0,NBA,SG,78.0,78.0,3064.0,515.0,1202.0,0.43,91.0,282.0,0.32,424.0,920.0,0.46,0.47,352.0,446.0,0.79,124.0,256.0,380.0,328.0,127.0,45.0,222.0,150.0,1473.0,0.0
1997,10,2730,GSW,Golden State Warriors,Latrell Sprewell,"September 8, 1970",26.0,NBA,SG,80.0,79.0,3353.0,649.0,1444.0,0.45,147.0,415.0,0.35,502.0,1029.0,0.49,0.5,493.0,585.0,0.84,58.0,308.0,366.0,507.0,132.0,45.0,322.0,153.0,1938.0,1.0
1998,10,2730,GSW,Golden State Warriors,Latrell Sprewell,"September 8, 1970",27.0,NBA,SG,14.0,13.0,547.0,110.0,277.0,0.4,9.0,48.0,0.19,101.0,229.0,0.44,0.41,70.0,94.0,0.74,7.0,44.0,51.0,68.0,19.0,5.0,44.0,26.0,299.0,0.0
1999,20,2730,NYK,New York Knicks,Latrell Sprewell,"September 8, 1970",28.0,NBA,SF,37.0,4.0,1233.0,215.0,518.0,0.42,21.0,77.0,0.27,194.0,441.0,0.44,0.44,155.0,191.0,0.81,41.0,115.0,156.0,91.0,46.0,2.0,79.0,65.0,606.0,0.0
2000,20,2730,NYK,New York Knicks,Latrell Sprewell,"September 8, 1970",29.0,NBA,SF,82.0,82.0,3276.0,568.0,1305.0,0.44,44.0,127.0,0.35,524.0,1178.0,0.44,0.45,344.0,397.0,0.87,49.0,300.0,349.0,332.0,109.0,22.0,226.0,184.0,1524.0,0.0
2001,20,2730,NYK,New York Knicks,Latrell Sprewell,"September 8, 1970",30.0,NBA,SF,77.0,77.0,3017.0,524.0,1219.0,0.43,41.0,135.0,0.3,483.0,1084.0,0.45,0.45,275.0,351.0,0.78,49.0,298.0,347.0,269.0,106.0,28.0,218.0,159.0,1364.0,0.0
2002,20,2730,NYK,New York Knicks,Latrell Sprewell,"September 8, 1970",31.0,NBA,SF,81.0,81.0,3326.0,573.0,1419.0,0.4,145.0,403.0,0.36,428.0,1016.0,0.42,0.46,284.0,346.0,0.82,59.0,239.0,298.0,313.0,94.0,14.0,223.0,161.0,1575.0,0.0
2003,20,2730,NYK,New York Knicks,Latrell Sprewell,"September 8, 1970",32.0,NBA,SF,74.0,73.0,2859.0,454.0,1127.0,0.4,134.0,360.0,0.37,320.0,767.0,0.42,0.46,173.0,218.0,0.79,45.0,240.0,285.0,332.0,102.0,22.0,172.0,134.0,1215.0,1.0
2004,18,2730,MIN,Minnesota Timberwolves,Latrell Sprewell,"September 8, 1970",33.0,NBA,SF,82.0,82.0,3100.0,518.0,1266.0,0.41,99.0,299.0,0.33,419.0,967.0,0.43,0.45,240.0,295.0,0.81,56.0,254.0,310.0,286.0,88.0,21.0,158.0,101.0,1375.0,0.0
2005,18,2730,MIN,Minnesota Timberwolves,Latrell Sprewell,"September 8, 1970",34.0,NBA,SF,80.0,79.0,2450.0,398.0,961.0,0.41,69.0,211.0,0.33,329.0,750.0,0.44,0.45,156.0,188.0,0.83,65.0,189.0,254.0,179.0,53.0,21.0,127.0,124.0,1021.0,0.0
