Season,Team ID,Team ABV,Team,Number,Player,Pos,Height,Weight,Birth Date,Nationality,Experience,College
1999,20,NYK,New York Knicks,11,Rick Brunson,PG,6-4,190,1972-06-14,US,1,Temple
1999,20,NYK,New York Knicks,23,Marcus Camby,C,6-11,220,1974-03-22,US,2,UMass
1999,20,NYK,New York Knicks,1,Chris Childs,PG,6-3,195,1967-11-20,US,4,Boise State
1999,20,NYK,New York Knicks,4,Ben Davis,PF,6-9,240,1972-12-26,US,2,"Kansas, Arizona"
1999,20,NYK,New York Knicks,14,Chris Dudley,C,6-11,235,1965-02-22,US,11,Yale
1999,20,NYK,New York Knicks,33,Patrick Ewing,C,7-0,240,1962-08-05,JM,13,Georgetown
1999,20,NYK,New York Knicks,20,Allan Houston,SG,6-6,200,1971-04-20,US,5,Tennessee
1999,20,NYK,New York Knicks,2,Larry Johnson,PF,6-6,250,1969-03-14,US,7,UNLV
1999,20,NYK,New York Knicks,3,Dennis Scott,SF,6-8,229,1968-09-05,US,8,Georgia Tech
1999,20,NYK,New York Knicks,8,Latrell Sprewell,SF,6-5,190,1970-09-08,US,6,Alabama
1999,20,NYK,New York Knicks,40,Kurt Thomas,PF,6-9,230,1972-10-04,US,3,TCU
1999,20,NYK,New York Knicks,21,Charlie Ward,PG,6-2,190,1970-10-12,US,4,Florida State
1999,20,NYK,New York Knicks,32,Herb Williams,C,6-10,242,1958-02-16,US,17,Ohio State
1999,20,NYK,New York Knicks,25,David Wingate,SG,6-5,185,1963-12-15,US,12,Georgetown
