Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 29,ORtg,DRtg
1980,24,594,PHO,Phoenix Suns,Jeff Cook,"October 21, 1956",23.0,NBA,PF,66.0,,904.0,6.5,13.9,0.47,0.0,0.2,0.0,6.5,13.8,0.47,5.3,6.5,0.81,4.6,7.6,12.2,4.3,1.4,0.9,3.6,5.2,18.3,,108.0,102.0
1981,24,594,PHO,Phoenix Suns,Jeff Cook,"October 21, 1956",24.0,NBA,SF,79.0,,2192.0,6.0,12.9,0.46,0.0,0.1,0.0,6.0,12.8,0.47,2.1,3.2,0.64,3.6,6.2,9.8,4.2,1.7,1.1,3.1,4.9,14.0,,100.0,100.0
1982,24,594,PHO,Phoenix Suns,Jeff Cook,"October 21, 1956",25.0,NBA,PF,76.0,22.0,1298.0,5.6,13.3,0.42,0.0,0.1,0.0,5.6,13.2,0.42,3.3,5.0,0.66,4.2,7.0,11.2,3.7,1.4,0.9,3.0,6.5,14.5,,98.0,103.0
1983,31,594,TOT,Total After Trade,Jeff Cook,"October 21, 1956",26.0,NBA,PF,75.0,22.0,1333.0,5.4,11.0,0.49,0.0,0.1,0.0,5.4,10.9,0.49,2.9,3.8,0.76,4.3,7.8,12.2,3.7,1.4,1.1,3.8,6.6,13.6,,100.0,103.0
1983,24,594,PHO,Phoenix Suns,Jeff Cook,"October 21, 1956",26.0,NBA,PF,45.0,2.0,551.0,5.2,12.2,0.43,0.0,0.2,0.0,5.2,12.0,0.44,3.5,4.6,0.76,3.8,7.3,11.1,5.0,1.0,1.1,4.8,7.6,14.0,,92.0,101.0
1983,6,594,CLE,Cleveland Cavaliers,Jeff Cook,"October 21, 1956",26.0,NBA,PF,30.0,20.0,782.0,5.5,10.2,0.54,0.0,0.1,0.0,5.5,10.1,0.54,2.4,3.1,0.76,4.7,8.2,13.0,2.8,1.7,1.1,3.1,5.8,13.3,,108.0,105.0
1984,6,594,CLE,Cleveland Cavaliers,Jeff Cook,"October 21, 1956",27.0,NBA,C,81.0,21.0,1950.0,4.8,9.8,0.49,0.0,0.1,0.5,4.7,9.7,0.49,2.4,3.3,0.72,4.4,7.8,12.2,3.1,1.7,1.2,2.3,7.1,11.9,,109.0,107.0
1985,31,594,TOT,Total After Trade,Jeff Cook,"October 21, 1956",28.0,NBA,PF,72.0,5.0,1288.0,5.0,10.1,0.5,0.0,0.0,0.0,5.0,10.0,0.5,1.7,2.3,0.73,4.4,6.9,11.3,2.2,1.1,0.8,1.7,7.3,11.7,,112.0,109.0
1985,6,594,CLE,Cleveland Cavaliers,Jeff Cook,"October 21, 1956",28.0,NBA,PF,18.0,3.0,440.0,4.9,11.2,0.44,0.0,0.1,0.0,4.9,11.1,0.44,1.8,2.9,0.63,4.4,6.7,11.1,2.5,0.5,1.0,1.7,5.7,11.7,,104.0,110.0
1985,27,594,SAS,San Antonio Spurs,Jeff Cook,"October 21, 1956",28.0,NBA,PF,54.0,2.0,848.0,5.0,9.5,0.53,0.0,0.0,,5.0,9.5,0.53,1.6,2.0,0.81,4.4,7.0,11.4,2.1,1.4,0.8,1.7,8.2,11.7,,117.0,109.0
1986,31,594,TOT,Total After Trade,Jeff Cook,"October 21, 1956",29.0,NBA,PF,36.0,0.0,373.0,3.8,9.1,0.42,0.0,0.1,0.0,3.8,8.9,0.43,3.3,5.2,0.64,4.1,6.6,10.7,2.6,1.6,1.4,1.7,8.1,11.0,,108.0,107.0
1986,27,594,SAS,San Antonio Spurs,Jeff Cook,"October 21, 1956",29.0,NBA,PF,34.0,0.0,356.0,3.6,8.7,0.42,0.0,0.1,0.0,3.6,8.6,0.42,3.4,5.3,0.63,4.0,6.5,10.5,2.7,1.7,1.4,1.4,8.3,10.7,,110.0,107.0
1986,29,594,UTA,Utah Jazz,Jeff Cook,"October 21, 1956",29.0,NBA,PF,2.0,0.0,17.0,8.2,16.4,0.5,0.0,0.0,,8.2,16.4,0.5,2.7,2.7,1.0,5.5,8.2,13.7,0.0,0.0,0.0,8.2,2.7,19.1,,80.0,108.0
1988,24,594,PHO,Phoenix Suns,Jeff Cook,"October 21, 1956",31.0,NBA,PF,33.0,0.0,359.0,1.8,7.8,0.24,0.0,0.1,0.0,1.8,7.7,0.24,3.0,3.7,0.82,4.9,9.1,14.0,1.8,1.2,1.1,1.8,8.5,6.7,,92.0,110.0
