Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
1990,14,755,LAL,Los Angeles Lakers,Vlade Divac,1968-02-03,21.0,NBA,C,9.0,175.0,23.1,0.78,0.04,0.43,11.3,20.9,16.3,8.7,2.3,5.4,19.9,16.4,0.5,0.3,0.8,0.23,3.4,4.3,7.7,0.4
1991,14,755,LAL,Los Angeles Lakers,Vlade Divac,1968-02-03,22.0,NBA,C,19.0,609.0,17.5,0.62,0.04,0.41,10.0,15.4,12.7,5.5,2.3,4.3,16.8,18.1,0.8,1.0,1.7,0.14,1.3,2.9,4.3,1.0
1992,14,755,LAL,Los Angeles Lakers,Vlade Divac,1968-02-03,23.0,NBA,C,4.0,143.0,4.8,0.41,0.05,0.23,4.9,14.2,9.3,18.2,1.8,1.4,27.5,20.9,-0.5,0.1,-0.4,-0.15,-5.9,-0.6,-6.5,-0.2
1993,14,755,LAL,Los Angeles Lakers,Vlade Divac,1968-02-03,24.0,NBA,C,5.0,167.0,23.8,0.54,0.12,0.3,10.2,21.1,15.2,29.0,1.9,4.8,11.6,24.6,0.3,0.3,0.6,0.18,4.8,5.1,9.9,0.5
1995,14,755,LAL,Los Angeles Lakers,Vlade Divac,1968-02-03,26.0,NBA,C,10.0,388.0,14.7,0.52,0.07,0.51,9.9,15.7,12.7,15.5,1.1,2.5,15.8,21.4,0.1,0.6,0.7,0.08,0.1,0.3,0.4,0.2
1996,14,755,LAL,Los Angeles Lakers,Vlade Divac,1968-02-03,27.0,NBA,C,4.0,115.0,11.3,0.47,0.14,0.23,10.6,19.7,15.0,11.8,0.0,3.2,17.2,17.9,0.0,0.2,0.1,0.05,-1.1,0.5,-0.5,0.0
1997,4,755,CHO,Charlotte Hornets,Vlade Divac,1968-02-03,28.0,NBA,C,3.0,116.0,21.4,0.51,0.06,0.33,13.3,16.6,14.8,15.0,1.4,4.5,10.2,23.6,0.3,0.0,0.2,0.1,3.1,-0.6,2.6,0.1
1998,4,755,CHO,Charlotte Hornets,Vlade Divac,1968-02-03,29.0,NBA,C,9.0,345.0,15.5,0.51,0.01,0.38,9.1,26.0,17.6,15.8,1.2,3.2,17.8,18.0,0.1,0.5,0.6,0.09,0.4,2.2,2.5,0.4
1999,26,755,SAC,Sacramento Kings,Vlade Divac,1968-02-03,30.0,NBA,C,5.0,198.0,19.2,0.56,0.09,0.64,5.2,24.8,14.8,22.3,2.2,1.4,20.9,21.1,0.3,0.3,0.6,0.14,1.8,2.2,4.1,0.3
2000,26,755,SAC,Sacramento Kings,Vlade Divac,1968-02-03,31.0,NBA,C,5.0,160.0,12.6,0.42,0.04,0.41,6.0,17.1,11.7,15.2,2.3,1.6,12.0,21.2,-0.1,0.1,0.0,-0.0,-2.0,0.8,-1.2,0.0
2001,26,755,SAC,Sacramento Kings,Vlade Divac,1968-02-03,32.0,NBA,C,8.0,225.0,14.6,0.44,0.04,0.48,9.0,21.6,15.2,14.1,1.8,3.6,15.7,21.2,0.0,0.4,0.4,0.08,0.3,2.1,2.4,0.3
2002,26,755,SAC,Sacramento Kings,Vlade Divac,1968-02-03,33.0,NBA,C,16.0,535.0,16.8,0.56,0.05,0.65,9.5,20.0,14.9,8.0,1.7,2.7,16.0,19.0,0.9,0.7,1.7,0.15,0.0,2.2,2.2,0.6
2003,26,755,SAC,Sacramento Kings,Vlade Divac,1968-02-03,34.0,NBA,C,12.0,317.0,19.6,0.6,0.0,0.57,10.6,13.5,12.0,13.2,1.3,2.5,12.3,17.9,0.9,0.1,1.1,0.16,2.3,1.6,3.9,0.5
2004,26,755,SAC,Sacramento Kings,Vlade Divac,1968-02-03,35.0,NBA,C,12.0,235.0,14.3,0.49,0.0,0.32,10.3,16.0,13.2,15.7,0.9,1.5,14.7,18.1,0.3,0.1,0.4,0.09,-0.3,-0.2,-0.5,0.1
