Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 30,Trp Dbl
1990,22,80,ORL,Orlando Magic,Nick Anderson,"January 20, 1968",22.0,NBA,SG,81.0,9.0,1785.0,372.0,753.0,0.49,1.0,17.0,0.06,371.0,736.0,0.5,0.5,186.0,264.0,0.7,107.0,209.0,316.0,124.0,69.0,34.0,138.0,140.0,931.0,,0.0
1991,22,80,ORL,Orlando Magic,Nick Anderson,"January 20, 1968",23.0,NBA,SG,70.0,42.0,1971.0,400.0,857.0,0.47,17.0,58.0,0.29,383.0,799.0,0.48,0.48,173.0,259.0,0.67,92.0,294.0,386.0,106.0,74.0,44.0,113.0,145.0,990.0,,0.0
1992,22,80,ORL,Orlando Magic,Nick Anderson,"January 20, 1968",24.0,NBA,SG,60.0,59.0,2203.0,482.0,1042.0,0.46,30.0,85.0,0.35,452.0,957.0,0.47,0.48,202.0,303.0,0.67,98.0,286.0,384.0,163.0,97.0,33.0,126.0,132.0,1196.0,,1.0
1993,22,80,ORL,Orlando Magic,Nick Anderson,"January 20, 1968",25.0,NBA,SG,79.0,76.0,2920.0,594.0,1324.0,0.45,88.0,249.0,0.35,506.0,1075.0,0.47,0.48,298.0,402.0,0.74,122.0,355.0,477.0,265.0,128.0,56.0,164.0,200.0,1574.0,,0.0
1994,22,80,ORL,Orlando Magic,Nick Anderson,"January 20, 1968",26.0,NBA,SG,81.0,81.0,2811.0,504.0,1054.0,0.48,101.0,314.0,0.32,403.0,740.0,0.55,0.53,168.0,250.0,0.67,113.0,363.0,476.0,294.0,134.0,33.0,165.0,148.0,1277.0,,0.0
1995,22,80,ORL,Orlando Magic,Nick Anderson,"January 20, 1968",27.0,NBA,SG,76.0,76.0,2588.0,439.0,923.0,0.48,179.0,431.0,0.42,260.0,492.0,0.53,0.57,143.0,203.0,0.7,85.0,250.0,335.0,314.0,125.0,22.0,141.0,124.0,1200.0,,0.0
1996,22,80,ORL,Orlando Magic,Nick Anderson,"January 20, 1968",28.0,NBA,SG,77.0,77.0,2717.0,400.0,904.0,0.44,168.0,430.0,0.39,232.0,474.0,0.49,0.54,166.0,240.0,0.69,92.0,323.0,415.0,279.0,121.0,46.0,141.0,135.0,1134.0,,0.0
1997,22,80,ORL,Orlando Magic,Nick Anderson,"January 20, 1968",29.0,NBA,SG,63.0,61.0,2163.0,288.0,725.0,0.4,143.0,405.0,0.35,145.0,320.0,0.45,0.5,38.0,94.0,0.4,66.0,238.0,304.0,182.0,120.0,32.0,86.0,160.0,757.0,,0.0
1998,22,80,ORL,Orlando Magic,Nick Anderson,"January 20, 1968",30.0,NBA,SF,58.0,44.0,1701.0,343.0,754.0,0.46,77.0,214.0,0.36,266.0,540.0,0.49,0.51,127.0,199.0,0.64,98.0,199.0,297.0,119.0,72.0,23.0,85.0,98.0,890.0,,0.0
1999,22,80,ORL,Orlando Magic,Nick Anderson,"January 20, 1968",31.0,NBA,SF,47.0,39.0,1581.0,253.0,640.0,0.4,96.0,277.0,0.35,157.0,363.0,0.43,0.47,99.0,162.0,0.61,51.0,226.0,277.0,91.0,64.0,15.0,83.0,72.0,701.0,,0.0
2000,26,80,SAC,Sacramento Kings,Nick Anderson,"January 20, 1968",32.0,NBA,SG,72.0,72.0,2094.0,306.0,782.0,0.39,132.0,397.0,0.33,174.0,385.0,0.45,0.48,37.0,76.0,0.49,83.0,256.0,339.0,123.0,94.0,16.0,95.0,118.0,781.0,,0.0
2001,26,80,SAC,Sacramento Kings,Nick Anderson,"January 20, 1968",33.0,NBA,SG,21.0,0.0,169.0,14.0,57.0,0.25,10.0,39.0,0.26,4.0,18.0,0.22,0.33,0.0,0.0,,3.0,22.0,25.0,13.0,10.0,4.0,7.0,13.0,38.0,,0.0
2002,15,80,MEM,Memphis Grizzlies,Nick Anderson,"January 20, 1968",34.0,NBA,SG,15.0,0.0,219.0,21.0,76.0,0.28,13.0,48.0,0.27,8.0,28.0,0.29,0.36,5.0,9.0,0.56,1.0,32.0,33.0,14.0,6.0,6.0,14.0,17.0,60.0,,0.0
