Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg
1997,20,1904,NYK,New York Knicks,Walter McCarty,1974-02-01,22.0,NBA,PF,35.0,0.0,192.0,7.2,18.8,0.38,1.1,3.9,0.29,6.1,14.9,0.41,2.2,3.9,0.57,2.2,4.1,6.4,3.6,1.9,2.5,4.7,10.5,17.7,83.0,100.0
1998,2,1904,BOS,Boston Celtics,Walter McCarty,1974-02-01,23.0,NBA,SF,82.0,64.0,2340.0,6.5,16.1,0.4,1.2,3.8,0.31,5.3,12.2,0.43,3.2,4.3,0.74,3.1,4.9,8.0,3.9,2.4,1.0,3.1,6.0,17.3,100.0,106.0
1999,2,1904,BOS,Boston Celtics,Walter McCarty,1974-02-01,24.0,NBA,PF,32.0,4.0,659.0,5.1,14.1,0.36,1.0,4.0,0.26,4.1,10.1,0.4,3.2,4.5,0.7,2.9,6.3,9.2,3.2,1.9,1.0,3.2,7.0,14.4,91.0,102.0
2000,2,1904,BOS,Boston Celtics,Walter McCarty,1974-02-01,25.0,NBA,PF,61.0,5.0,879.0,4.5,13.3,0.34,2.0,6.4,0.31,2.5,6.9,0.37,2.3,3.1,0.72,1.9,4.4,6.4,4.0,1.4,1.3,3.9,4.8,13.2,87.0,107.0
2001,2,1904,BOS,Boston Celtics,Walter McCarty,1974-02-01,26.0,NBA,PF,60.0,3.0,478.0,4.9,13.7,0.36,2.1,6.1,0.34,2.8,7.6,0.37,2.4,3.0,0.79,2.6,6.2,8.8,4.2,1.5,0.8,2.2,8.9,14.2,101.0,105.0
2002,2,1904,BOS,Boston Celtics,Walter McCarty,1974-02-01,27.0,NBA,PF,56.0,0.0,718.0,5.8,13.0,0.44,2.8,7.2,0.39,3.0,5.9,0.51,0.9,1.4,0.68,2.3,6.9,9.3,3.0,1.3,0.5,1.6,6.0,15.3,112.0,103.0
2003,2,1904,BOS,Boston Celtics,Walter McCarty,1974-02-01,28.0,NBA,SF,82.0,8.0,1949.0,4.7,11.3,0.41,2.5,6.7,0.37,2.2,4.6,0.48,1.7,2.7,0.62,1.7,6.1,7.8,2.9,2.1,0.8,1.8,5.1,13.5,106.0,102.0
2004,2,1904,BOS,Boston Celtics,Walter McCarty,1974-02-01,29.0,NBA,PF,77.0,23.0,1900.0,5.5,14.2,0.39,3.7,9.9,0.37,1.8,4.3,0.42,1.7,2.2,0.76,0.8,5.7,6.5,3.4,2.0,0.6,2.5,4.9,16.4,102.0,105.0
2005,31,1904,TOT,Total After Trade,Walter McCarty,1974-02-01,30.0,NBA,PF,72.0,0.0,906.0,5.3,13.2,0.4,3.1,8.7,0.36,2.2,4.5,0.5,0.8,1.6,0.52,1.6,6.1,7.8,2.1,1.4,0.8,2.0,8.1,14.6,102.0,108.0
2005,2,1904,BOS,Boston Celtics,Walter McCarty,1974-02-01,30.0,NBA,PF,44.0,0.0,553.0,5.8,14.0,0.41,2.8,8.4,0.33,3.0,5.6,0.53,0.7,1.4,0.53,2.0,5.2,7.2,2.4,1.4,0.8,1.6,7.9,15.1,106.0,108.0
2005,24,1904,PHO,Phoenix Suns,Walter McCarty,1974-02-01,30.0,NBA,PF,28.0,0.0,353.0,4.7,12.0,0.39,3.5,9.2,0.38,1.1,2.8,0.4,1.0,2.0,0.5,1.1,7.5,8.6,1.6,1.4,0.9,2.7,8.4,13.9,97.0,107.0
2006,13,1904,LAC,Los Angeles Clippers,Walter McCarty,1974-02-01,31.0,NBA,SF,36.0,1.0,353.0,4.9,14.7,0.33,1.5,6.7,0.22,3.4,8.0,0.43,1.8,3.1,0.57,2.2,7.9,10.1,3.4,1.2,0.7,2.8,7.7,13.0,85.0,104.0
