Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp Dbl
1990,10,1180,GSW,Golden State Warriors,Tim Hardaway,"September 1, 1966",23.0,NBA,PG,79.0,78.0,2663.0,464.0,985.0,0.47,23.0,84.0,0.27,441.0,901.0,0.49,0.48,211.0,276.0,0.76,57.0,253.0,310.0,689.0,165.0,12.0,260.0,232.0,1162.0,3.0
1991,10,1180,GSW,Golden State Warriors,Tim Hardaway,"September 1, 1966",24.0,NBA,PG,82.0,82.0,3215.0,739.0,1551.0,0.48,97.0,252.0,0.38,642.0,1299.0,0.49,0.51,306.0,381.0,0.8,87.0,245.0,332.0,793.0,214.0,12.0,270.0,228.0,1881.0,0.0
1992,10,1180,GSW,Golden State Warriors,Tim Hardaway,"September 1, 1966",25.0,NBA,PG,81.0,81.0,3332.0,734.0,1592.0,0.46,127.0,376.0,0.34,607.0,1216.0,0.5,0.5,298.0,389.0,0.77,81.0,229.0,310.0,807.0,164.0,13.0,267.0,208.0,1893.0,1.0
1993,10,1180,GSW,Golden State Warriors,Tim Hardaway,"September 1, 1966",26.0,NBA,PG,66.0,66.0,2609.0,522.0,1168.0,0.45,102.0,309.0,0.33,420.0,859.0,0.49,0.49,273.0,367.0,0.74,60.0,203.0,263.0,699.0,116.0,12.0,220.0,152.0,1419.0,0.0
1995,10,1180,GSW,Golden State Warriors,Tim Hardaway,"September 1, 1966",28.0,NBA,PG,62.0,62.0,2321.0,430.0,1007.0,0.43,168.0,444.0,0.38,262.0,563.0,0.46,0.51,219.0,288.0,0.76,46.0,144.0,190.0,578.0,88.0,12.0,214.0,155.0,1247.0,0.0
1996,31,1180,TOT,Total After Trade,Tim Hardaway,"September 1, 1966",29.0,NBA,PG,80.0,46.0,2534.0,419.0,992.0,0.42,138.0,379.0,0.36,281.0,613.0,0.46,0.49,241.0,305.0,0.79,35.0,194.0,229.0,640.0,132.0,17.0,235.0,201.0,1217.0,0.0
1996,10,1180,GSW,Golden State Warriors,Tim Hardaway,"September 1, 1966",29.0,NBA,PG,52.0,18.0,1487.0,255.0,606.0,0.42,85.0,232.0,0.37,170.0,374.0,0.46,0.49,140.0,182.0,0.77,22.0,109.0,131.0,360.0,74.0,11.0,125.0,131.0,735.0,0.0
1996,16,1180,MIA,Miami Heat,Tim Hardaway,"September 1, 1966",29.0,NBA,PG,28.0,28.0,1047.0,164.0,386.0,0.42,53.0,147.0,0.36,111.0,239.0,0.46,0.49,101.0,123.0,0.82,13.0,85.0,98.0,280.0,58.0,6.0,110.0,70.0,482.0,0.0
1997,16,1180,MIA,Miami Heat,Tim Hardaway,"September 1, 1966",30.0,NBA,PG,81.0,81.0,3136.0,575.0,1384.0,0.42,203.0,590.0,0.34,372.0,794.0,0.47,0.49,291.0,364.0,0.8,49.0,228.0,277.0,695.0,151.0,9.0,230.0,165.0,1644.0,0.0
1998,16,1180,MIA,Miami Heat,Tim Hardaway,"September 1, 1966",31.0,NBA,PG,81.0,81.0,3031.0,558.0,1296.0,0.43,155.0,442.0,0.35,403.0,854.0,0.47,0.49,257.0,329.0,0.78,48.0,251.0,299.0,672.0,136.0,16.0,224.0,200.0,1528.0,0.0
1999,16,1180,MIA,Miami Heat,Tim Hardaway,"September 1, 1966",32.0,NBA,PG,48.0,48.0,1772.0,301.0,752.0,0.4,112.0,311.0,0.36,189.0,441.0,0.43,0.48,121.0,149.0,0.81,15.0,137.0,152.0,352.0,57.0,6.0,131.0,102.0,835.0,0.0
2000,16,1180,MIA,Miami Heat,Tim Hardaway,"September 1, 1966",33.0,NBA,PG,52.0,52.0,1672.0,246.0,638.0,0.39,94.0,256.0,0.37,152.0,382.0,0.4,0.46,110.0,133.0,0.83,25.0,125.0,150.0,385.0,49.0,4.0,119.0,112.0,696.0,0.0
2001,16,1180,MIA,Miami Heat,Tim Hardaway,"September 1, 1966",34.0,NBA,PG,77.0,77.0,2613.0,408.0,1042.0,0.39,189.0,517.0,0.37,219.0,525.0,0.42,0.48,145.0,181.0,0.8,26.0,178.0,204.0,483.0,90.0,6.0,189.0,155.0,1150.0,0.0
2002,31,1180,TOT,Total After Trade,Tim Hardaway,"September 1, 1966",35.0,NBA,PG,68.0,16.0,1601.0,226.0,620.0,0.36,123.0,354.0,0.35,103.0,266.0,0.39,0.46,77.0,97.0,0.79,14.0,110.0,124.0,278.0,57.0,10.0,111.0,109.0,652.0,0.0
2002,7,1180,DAL,Dallas Mavericks,Tim Hardaway,"September 1, 1966",35.0,NBA,PG,54.0,2.0,1276.0,179.0,494.0,0.36,95.0,279.0,0.34,84.0,215.0,0.39,0.46,65.0,78.0,0.83,13.0,84.0,97.0,201.0,40.0,8.0,73.0,84.0,518.0,0.0
2002,8,1180,DEN,Denver Nuggets,Tim Hardaway,"September 1, 1966",35.0,NBA,PG,14.0,14.0,325.0,47.0,126.0,0.37,28.0,75.0,0.37,19.0,51.0,0.37,0.48,12.0,19.0,0.63,1.0,26.0,27.0,77.0,17.0,2.0,38.0,25.0,134.0,0.0
2003,12,1180,IND,Indiana Pacers,Tim Hardaway,"September 1, 1966",36.0,NBA,PG,10.0,0.0,127.0,18.0,49.0,0.37,11.0,31.0,0.36,7.0,18.0,0.39,0.48,2.0,4.0,0.5,1.0,14.0,15.0,24.0,9.0,0.0,11.0,8.0,49.0,0.0
