Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 29,ORtg,DRtg
1999,10,1432,GSW,Golden State Warriors,Antawn Jamison,"June 12, 1976",22.0,NBA,SF,47.0,24.0,1058.0,9.1,20.1,0.45,0.2,0.5,0.3,8.9,19.6,0.46,4.6,7.8,0.59,6.7,8.7,15.4,1.7,1.9,0.8,3.5,5.2,22.9,,100.0,100.0
2001,10,1432,GSW,Golden State Warriors,Antawn Jamison,"June 12, 1976",24.0,NBA,SF,82.0,82.0,3394.0,12.0,27.2,0.44,0.9,3.1,0.3,11.1,24.2,0.46,5.7,8.0,0.72,4.2,6.5,10.7,2.5,1.7,0.4,3.0,3.4,30.7,,104.0,108.0
2002,10,1432,GSW,Golden State Warriors,Antawn Jamison,"June 12, 1976",25.0,NBA,SF,82.0,82.0,3033.0,10.3,23.0,0.45,1.1,3.5,0.32,9.1,19.5,0.47,5.4,7.4,0.73,3.5,5.8,9.3,2.7,1.2,0.8,2.7,3.1,27.1,,109.0,111.0
2003,10,1432,GSW,Golden State Warriors,Antawn Jamison,"June 12, 1976",26.0,NBA,SF,82.0,82.0,3226.0,10.9,23.2,0.47,1.0,3.3,0.31,9.9,19.9,0.5,5.9,7.5,0.79,3.1,6.0,9.1,2.5,1.2,0.7,2.8,3.1,28.8,,113.0,111.0
2004,7,1432,DAL,Dallas Mavericks,Antawn Jamison,"June 12, 1976",27.0,NBA,SF,82.0,2.0,2376.0,10.6,19.8,0.54,0.3,0.9,0.4,10.2,18.9,0.54,4.8,6.4,0.75,5.0,6.2,11.3,1.5,1.8,0.7,1.8,3.8,26.3,,122.0,108.0
2005,30,1432,WAS,Washington Wizards,Antawn Jamison,"June 12, 1976",28.0,NBA,PF,68.0,68.0,2605.0,10.2,23.5,0.44,1.4,4.1,0.34,8.8,19.4,0.46,4.4,5.8,0.76,3.2,7.1,10.2,3.0,1.1,0.3,2.3,3.0,26.3,,108.0,109.0
2006,30,1432,WAS,Washington Wizards,Antawn Jamison,"June 12, 1976",29.0,NBA,SF,82.0,80.0,3288.0,10.4,23.6,0.44,2.3,5.9,0.39,8.1,17.7,0.46,3.4,4.7,0.73,2.6,9.5,12.1,2.5,1.4,0.2,2.2,3.0,26.6,,109.0,107.0
2007,30,1432,WAS,Washington Wizards,Antawn Jamison,"June 12, 1976",30.0,NBA,PF,70.0,70.0,2662.0,9.8,21.8,0.45,2.6,7.3,0.36,7.2,14.6,0.49,4.3,5.9,0.74,2.6,8.2,10.8,2.6,1.5,0.7,2.0,3.7,26.6,,113.0,110.0
2008,30,1432,WAS,Washington Wizards,Antawn Jamison,"June 12, 1976",31.0,NBA,PF,79.0,79.0,3061.0,10.8,24.8,0.44,2.1,6.2,0.34,8.7,18.6,0.47,5.8,7.7,0.76,3.8,10.4,14.1,2.1,1.9,0.6,2.0,3.4,29.6,,112.0,107.0
2009,30,1432,WAS,Washington Wizards,Antawn Jamison,"June 12, 1976",32.0,NBA,PF,81.0,81.0,3096.0,11.5,24.6,0.47,1.9,5.4,0.35,9.6,19.1,0.5,5.8,7.7,0.75,3.3,8.9,12.3,2.6,1.6,0.4,2.1,3.7,30.7,,114.0,113.0
2010,31,1432,TOT,Total After Trade,Antawn Jamison,"June 12, 1976",33.0,NBA,PF,66.0,64.0,2406.0,10.4,22.6,0.46,1.9,5.4,0.34,8.6,17.2,0.5,4.2,6.5,0.65,3.0,9.1,12.1,1.8,1.5,0.5,2.0,3.9,26.9,,108.0,107.0
2010,30,1432,WAS,Washington Wizards,Antawn Jamison,"June 12, 1976",33.0,NBA,PF,41.0,41.0,1595.0,10.3,23.0,0.45,1.9,5.5,0.34,8.4,17.5,0.48,5.0,7.1,0.7,3.3,8.6,11.9,1.7,1.4,0.3,2.0,3.7,27.6,,109.0,109.0
