Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg
1987,9,2540,DET,Detroit Pistons,John Salley,"May 16, 1964",22.0,NBA,C,82.0,2.0,1463.0,5.3,9.4,0.56,0.0,0.0,0.0,5.3,9.4,0.56,3.4,5.6,0.61,3.5,6.1,9.6,1.8,1.4,4.1,2.4,8.3,14.0,112.0,103.0
1988,9,2540,DET,Detroit Pistons,John Salley,"May 16, 1964",23.0,NBA,C,82.0,16.0,2003.0,6.3,11.1,0.57,0.0,0.0,,6.3,11.1,0.57,4.5,6.4,0.71,4.0,5.8,9.8,2.8,1.3,3.3,2.9,7.2,17.1,116.0,104.0
1989,9,2540,DET,Detroit Pistons,John Salley,"May 16, 1964",24.0,NBA,PF,67.0,21.0,1458.0,5.7,11.5,0.5,0.0,0.1,0.0,5.7,11.4,0.5,4.7,6.7,0.69,4.6,6.9,11.6,2.6,1.4,2.5,3.4,6.8,16.1,107.0,103.0
1990,9,2540,DET,Detroit Pistons,John Salley,"May 16, 1964",25.0,NBA,PF,82.0,12.0,1914.0,5.6,10.8,0.51,0.0,0.1,0.25,5.5,10.7,0.52,4.6,6.5,0.71,4.1,7.6,11.7,1.8,1.4,4.1,2.6,7.5,15.8,113.0,100.0
1991,9,2540,DET,Detroit Pistons,John Salley,"May 16, 1964",26.0,NBA,PF,74.0,1.0,1649.0,5.7,11.9,0.48,0.0,0.0,0.0,5.7,11.9,0.48,5.9,8.1,0.73,4.3,6.0,10.4,2.2,1.6,3.5,2.9,7.6,17.2,111.0,102.0
1992,9,2540,DET,Detroit Pistons,John Salley,"May 16, 1964",27.0,NBA,PF,72.0,38.0,1774.0,7.4,14.4,0.51,0.0,0.1,0.0,7.4,14.3,0.52,5.5,7.7,0.72,3.1,5.6,8.7,3.4,1.4,3.2,3.0,6.6,20.2,112.0,104.0
1993,16,2540,MIA,Miami Heat,John Salley,"May 16, 1964",28.0,NBA,PF,51.0,34.0,1422.0,5.5,11.0,0.5,0.0,0.0,,5.5,11.0,0.5,4.1,5.1,0.8,4.0,7.1,11.2,3.0,1.1,2.5,3.6,6.9,15.1,107.0,107.0
1994,16,2540,MIA,Miami Heat,John Salley,"May 16, 1964",29.0,NBA,PF,76.0,45.0,1910.0,5.6,11.7,0.48,0.1,0.1,0.67,5.5,11.6,0.48,4.4,6.0,0.73,3.5,7.4,10.9,3.6,1.5,2.1,2.5,7.0,15.6,113.0,105.0
1995,16,2540,MIA,Miami Heat,John Salley,"May 16, 1964",30.0,NBA,C,75.0,50.0,1955.0,5.2,10.4,0.5,0.0,0.0,,5.2,10.4,0.5,4.0,5.5,0.74,2.9,6.0,8.9,3.3,1.2,2.2,2.6,7.4,14.5,111.0,109.0
1996,31,2540,TOT,Total After Trade,John Salley,"May 16, 1964",31.0,NBA,PF,42.0,6.0,673.0,4.9,10.8,0.45,0.0,0.0,,4.9,10.8,0.45,4.5,6.5,0.69,3.5,7.2,10.8,4.2,1.5,2.1,4.2,8.5,14.2,98.0,108.0
1996,28,2540,TOR,Toronto Raptors,John Salley,"May 16, 1964",31.0,NBA,PF,25.0,6.0,482.0,5.4,11.2,0.49,0.0,0.0,,5.4,11.2,0.49,5.0,6.9,0.72,2.8,7.6,10.4,4.2,1.2,1.3,4.2,7.7,15.9,102.0,112.0
1996,5,2540,CHI,Chicago Bulls,John Salley,"May 16, 1964",31.0,NBA,PF,17.0,0.0,191.0,3.3,9.7,0.34,0.0,0.0,,3.3,9.7,0.34,3.3,5.5,0.6,5.5,6.3,11.9,4.1,2.2,4.1,4.4,10.5,9.9,89.0,98.0
2000,14,2540,LAL,Los Angeles Lakers,John Salley,"May 16, 1964",35.0,NBA,C,45.0,3.0,303.0,4.2,11.7,0.36,0.0,0.0,,4.2,11.7,0.36,3.6,4.8,0.75,3.4,7.6,11.0,4.4,1.4,2.4,3.1,11.4,12.0,94.0,97.0
