Season,Team ID,Player ID,Team ABV,Team,Number,Player,Pos,Height,Weight,Birth Date,Nationality,Experience,College
1988,30,31,WSB,Washington Bullets,31,Mark Alarie,PF,6-8,217,"December 11, 1963",US,1,Duke
1988,30,278,WSB,Washington Bullets,1,Muggsy Bogues,PG,5-3,136,"January 9, 1965",US,R,Wake Forest
1988,30,282,WSB,Washington Bullets,10,Manute Bol,C,7-7,200,"October 16, 1962",SS,2,University of Bridgeport
1988,30,500,WSB,Washington Bullets,33,Terry Catledge,PF,6-8,220,"August 22, 1963",US,2,University of South Alabama
1988,30,582,WSB,Washington Bullets,20,Steve Colter,PG,6-3,165,"July 24, 1962",US,3,New Mexico State
1988,30,1487,WSB,Washington Bullets,15,Frank Johnson,PG,6-1,185,"November 23, 1958",US,6,Wake Forest
1988,30,1531,WSB,Washington Bullets,23,Charles Jones,PF,6-9,215,"April 3, 1957",US,4,Albany State University
1988,30,1615,WSB,Washington Bullets,30,Bernard King,SF,6-7,205,"December 4, 1956",US,9,Tennessee
1988,30,1821,WSB,Washington Bullets,24,Jeff Malone,SG,6-4,205,"June 28, 1961",US,4,Mississippi State
1988,30,1823,WSB,Washington Bullets,4,Moses Malone,C,6-10,215,"March 23, 1955",US,13,
1988,30,2083,WSB,Washington Bullets,42,Jay Murphy,PF,6-9,220,"June 26, 1962",US,3,Boston College
1988,30,2999,WSB,Washington Bullets,5,Darrell Walker,SG,6-4,180,"March 9, 1961",US,4,Arkansas
1988,30,3149,WSB,Washington Bullets,34,John Williams,SF,6-8,235,"October 26, 1966",US,1,LSU
