Season,Team ID,Team ABV,Team,Number,Player,Pos,Height,Weight,Birth Date,Nationality,Experience,College
1988,7,DAL,Dallas Mavericks,24,Mark Aguirre,SF,6-6,232,1959-12-10,US,6,DePaul
1988,7,DAL,Dallas Mavericks,2,Steve Alford,PG,6-2,183,1964-11-23,US,R,Indiana
1988,7,DAL,Dallas Mavericks,33,Uwe Blab,C,7-1,252,1962-03-26,DE,2,Indiana
1988,7,DAL,Dallas Mavericks,22,Rolando Blackman,SG,6-6,190,1959-02-26,PA,6,Kansas State
1988,7,DAL,Dallas Mavericks,15,Brad Davis,PG,6-3,180,1955-12-17,US,10,Maryland
1988,7,DAL,Dallas Mavericks,40,James Donaldson,C,7-2,275,1957-08-16,GB,7,Washington State
1988,7,DAL,Dallas Mavericks,20,Jim Farmer,SG,6-4,190,1964-09-23,US,R,Alabama
1988,7,DAL,Dallas Mavericks,12,Derek Harper,PG,6-4,185,1961-10-13,US,4,Illinois
1988,7,DAL,Dallas Mavericks,44,Sam Perkins,PF,6-9,235,1961-06-14,US,3,UNC
1988,7,DAL,Dallas Mavericks,32,Detlef Schrempf,SF,6-10,235,1963-01-21,DE,2,Washington
1988,7,DAL,Dallas Mavericks,42,Roy Tarpley,PF,6-11,230,1964-11-28,US,1,Michigan
1988,7,DAL,Dallas Mavericks,23,Bill Wennington,C,7-0,245,1963-04-26,CA,2,St. John's
