Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 29,ORtg,DRtg
2003,9,2365,DET,Detroit Pistons,Tayshaun Prince,"February 28, 1980",22.0,NBA,SF,42.0,5.0,435.0,6.7,15.0,0.45,2.5,6.0,0.43,4.2,9.0,0.46,1.4,2.2,0.65,0.6,5.1,5.7,3.1,1.3,1.8,2.7,3.2,17.4,,100.0,101.0
2004,9,2365,DET,Detroit Pistons,Tayshaun Prince,"February 28, 1980",23.0,NBA,SF,82.0,80.0,2701.0,6.8,14.6,0.47,1.2,3.2,0.36,5.7,11.4,0.5,2.2,2.9,0.77,1.9,6.0,7.9,3.9,1.3,1.4,2.4,3.0,17.0,,106.0,98.0
2005,9,2365,DET,Detroit Pistons,Tayshaun Prince,"February 28, 1980",24.0,NBA,SF,82.0,82.0,3039.0,8.5,17.4,0.49,0.9,2.5,0.34,7.6,14.9,0.51,4.0,5.0,0.81,2.4,5.5,7.9,4.5,1.0,1.3,2.4,2.9,21.8,,114.0,104.0
2006,9,2365,DET,Detroit Pistons,Tayshaun Prince,"February 28, 1980",25.0,NBA,SF,82.0,82.0,2898.0,8.7,19.1,0.46,1.2,3.5,0.35,7.5,15.6,0.48,3.5,4.5,0.76,2.0,4.6,6.6,3.6,1.2,0.7,1.7,1.8,22.1,,110.0,106.0
2007,9,2365,DET,Detroit Pistons,Tayshaun Prince,"February 28, 1980",26.0,NBA,SF,82.0,82.0,3001.0,8.4,18.3,0.46,1.5,3.8,0.39,6.9,14.4,0.48,3.2,4.1,0.77,2.6,5.2,7.9,4.2,0.9,1.0,1.8,2.1,21.5,,113.0,107.0
2008,9,2365,DET,Detroit Pistons,Tayshaun Prince,"February 28, 1980",27.0,NBA,SF,82.0,82.0,2694.0,8.6,19.2,0.45,1.1,3.0,0.36,7.5,16.2,0.46,3.8,4.9,0.77,2.2,5.9,8.1,5.5,0.9,0.7,1.9,1.8,22.0,,112.0,106.0
2009,9,2365,DET,Detroit Pistons,Tayshaun Prince,"February 28, 1980",28.0,NBA,SF,82.0,82.0,3057.0,8.3,18.5,0.45,1.0,2.6,0.4,7.3,15.9,0.46,3.4,4.4,0.78,2.3,6.3,8.6,4.6,0.8,0.9,1.8,1.9,21.1,,110.0,110.0
2010,9,2365,DET,Detroit Pistons,Tayshaun Prince,"February 28, 1980",29.0,NBA,SF,49.0,49.0,1664.0,9.2,18.9,0.49,0.9,2.4,0.37,8.3,16.5,0.5,2.3,3.2,0.71,2.3,5.8,8.1,5.2,1.1,0.7,2.0,2.5,21.5,,113.0,113.0
2011,9,2365,DET,Detroit Pistons,Tayshaun Prince,"February 28, 1980",30.0,NBA,SF,78.0,78.0,2562.0,9.9,21.0,0.47,0.7,2.1,0.35,9.2,19.0,0.49,2.5,3.5,0.7,1.6,5.3,6.9,4.5,0.6,0.9,1.7,1.9,23.1,,108.0,115.0
2012,9,2365,DET,Detroit Pistons,Tayshaun Prince,"February 28, 1980",31.0,NBA,SF,63.0,63.0,2087.0,8.7,20.6,0.42,1.0,2.7,0.36,7.7,17.9,0.43,2.3,3.0,0.77,1.9,5.4,7.2,3.9,0.7,0.8,1.9,2.0,20.6,,101.0,109.0
2013,31,2365,TOT,Total After Trade,Tayshaun Prince,"February 28, 1980",32.0,NBA,SF,82.0,81.0,2631.0,7.3,16.7,0.44,0.8,1.9,0.4,6.5,14.8,0.44,2.0,2.6,0.74,1.5,5.9,7.4,4.0,1.0,0.5,1.8,1.7,17.3,,103.0,108.0
2013,9,2365,DET,Detroit Pistons,Tayshaun Prince,"February 28, 1980",32.0,NBA,SF,45.0,45.0,1457.0,7.8,17.6,0.44,0.8,1.9,0.43,7.0,15.6,0.44,2.7,3.4,0.8,1.6,6.0,7.6,4.0,0.8,0.5,2.0,1.6,19.1,,105.0,111.0
2013,15,2365,MEM,Memphis Grizzlies,Tayshaun Prince,"February 28, 1980",32.0,NBA,SF,37.0,36.0,1174.0,6.7,15.5,0.43,0.7,1.9,0.37,6.0,13.6,0.44,1.0,1.7,0.6,1.3,5.8,7.2,3.9,1.2,0.6,1.6,1.9,15.0,,100.0,103.0
2014,15,2365,MEM,Memphis Grizzlies,Tayshaun Prince,"February 28, 1980",33.0,NBA,SF,76.0,76.0,1948.0,5.5,13.5,0.41,0.5,1.9,0.29,4.9,11.6,0.43,0.9,1.6,0.57,0.9,5.5,6.4,3.3,1.1,0.5,1.1,1.7,12.4,,97.0,108.0
2015,31,2365,TOT,Total After Trade,Tayshaun Prince,"February 28, 1980",34.0,NBA,SF,58.0,16.0,1397.0,6.5,14.9,0.44,1.1,2.5,0.46,5.4,12.4,0.44,1.8,2.4,0.75,1.9,5.8,7.8,3.4,1.1,0.6,1.3,2.0,16.1,,108.0,107.0
2015,15,2365,MEM,Memphis Grizzlies,Tayshaun Prince,"February 28, 1980",34.0,NBA,SF,26.0,9.0,628.0,6.2,15.2,0.41,1.2,2.7,0.46,5.0,12.5,0.4,2.1,2.5,0.83,1.7,5.2,6.9,3.1,0.7,0.5,1.2,1.8,15.8,,104.0,107.0
2015,2,2365,BOS,Boston Celtics,Tayshaun Prince,"February 28, 1980",34.0,NBA,SF,9.0,0.0,198.0,8.3,14.9,0.56,1.3,2.0,0.62,7.1,12.9,0.55,1.3,1.5,0.83,1.5,6.1,7.6,4.6,1.3,0.5,1.0,1.8,19.2,,126.0,107.0
2015,9,2365,DET,Detroit Pistons,Tayshaun Prince,"February 28, 1980",34.0,NBA,SF,23.0,7.0,571.0,6.2,14.5,0.43,1.0,2.4,0.42,5.3,12.1,0.43,1.7,2.6,0.66,2.3,6.5,8.8,3.4,1.4,0.7,1.4,2.4,15.2,,105.0,108.0
2016,18,2365,MIN,Minnesota Timberwolves,Tayshaun Prince,"February 28, 1980",35.0,NBA,SF,77.0,44.0,1462.0,3.5,7.9,0.44,0.1,0.8,0.17,3.4,7.1,0.48,0.4,0.7,0.68,1.1,4.0,5.1,2.5,1.2,0.4,0.9,2.1,7.6,,100.0,113.0
