Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 29,ORtg,DRtg
1999,20,461,NYK,New York Knicks,Marcus Camby,"March 22, 1974",24.0,NBA,C,20.0,3.0,509.0,9.0,15.9,0.57,0.0,0.1,0.0,9.0,15.8,0.57,5.0,8.1,0.62,5.7,11.3,17.0,0.7,2.7,4.2,1.7,8.4,23.0,,121.0,90.0
2001,20,461,NYK,New York Knicks,Marcus Camby,"March 22, 1974",26.0,NBA,C,4.0,4.0,141.0,3.9,10.1,0.38,0.0,0.0,,3.9,10.1,0.38,1.9,5.0,0.38,1.6,10.9,12.4,2.7,0.8,3.5,0.8,7.0,9.7,,92.0,101.0
2004,8,461,DEN,Denver Nuggets,Marcus Camby,"March 22, 1974",29.0,NBA,C,5.0,5.0,194.0,7.3,14.9,0.49,0.3,0.5,0.5,7.0,14.4,0.49,2.2,3.8,0.57,3.8,11.6,15.4,3.2,1.1,1.9,1.6,5.7,17.1,,111.0,100.0
2005,8,461,DEN,Denver Nuggets,Marcus Camby,"March 22, 1974",30.0,NBA,C,5.0,5.0,184.0,4.9,11.8,0.42,0.0,0.0,,4.9,11.8,0.42,4.9,7.8,0.63,1.2,15.0,16.1,2.6,0.9,4.6,3.2,5.2,14.7,,89.0,100.0
2006,8,461,DEN,Denver Nuggets,Marcus Camby,"March 22, 1974",31.0,NBA,C,5.0,5.0,175.0,7.8,18.5,0.42,0.0,0.0,,7.8,18.5,0.42,1.5,2.7,0.56,3.9,12.5,16.4,3.3,1.2,4.2,1.2,4.2,17.0,,98.0,97.0
2007,8,461,DEN,Denver Nuggets,Marcus Camby,"March 22, 1974",32.0,NBA,C,5.0,5.0,184.0,5.1,13.4,0.38,0.0,0.0,,5.1,13.4,0.38,1.2,1.8,0.67,3.6,18.5,22.0,3.0,1.2,4.8,3.0,4.2,11.3,,86.0,96.0
2008,8,461,DEN,Denver Nuggets,Marcus Camby,"March 22, 1974",33.0,NBA,C,4.0,4.0,124.0,2.0,8.3,0.24,0.4,0.4,1.0,1.6,8.0,0.2,0.8,2.4,0.33,4.4,16.7,21.1,4.8,1.6,4.8,4.0,4.0,5.2,,70.0,107.0
2010,25,461,POR,Portland Trail Blazers,Marcus Camby,"March 22, 1974",35.0,NBA,C,6.0,6.0,178.0,4.9,11.7,0.42,0.0,0.3,0.0,4.9,11.4,0.43,0.9,1.9,0.5,4.9,13.6,18.5,4.3,1.2,2.2,0.9,5.6,10.8,,109.0,112.0
2011,25,461,POR,Portland Trail Blazers,Marcus Camby,"March 22, 1974",36.0,NBA,C,6.0,6.0,167.0,3.5,7.6,0.46,0.3,0.3,1.0,3.1,7.3,0.43,0.0,0.7,0.0,6.2,13.9,20.1,2.8,1.4,3.1,1.7,6.2,7.3,,109.0,105.0
2013,20,461,NYK,New York Knicks,Marcus Camby,"March 22, 1974",38.0,NBA,PF,3.0,0.0,3.0,18.5,18.5,1.0,0.0,0.0,,18.5,18.5,1.0,0.0,0.0,,18.5,18.5,36.9,0.0,0.0,0.0,18.5,18.5,36.9,,92.0,96.0
