Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp Dbl
1985,7,2290,DAL,Dallas Mavericks,Sam Perkins,1961-06-14,23.0,NBA,PF,82.0,42.0,2317.0,347.0,736.0,0.47,9.0,36.0,0.25,338.0,700.0,0.48,0.48,200.0,244.0,0.82,189.0,416.0,605.0,135.0,63.0,63.0,102.0,236.0,903.0,0.0
1986,7,2290,DAL,Dallas Mavericks,Sam Perkins,1961-06-14,24.0,NBA,PF,80.0,79.0,2626.0,458.0,910.0,0.5,11.0,33.0,0.33,447.0,877.0,0.51,0.51,307.0,377.0,0.81,195.0,490.0,685.0,153.0,75.0,94.0,145.0,212.0,1234.0,0.0
1987,7,2290,DAL,Dallas Mavericks,Sam Perkins,1961-06-14,25.0,NBA,PF,80.0,80.0,2687.0,461.0,957.0,0.48,19.0,54.0,0.35,442.0,903.0,0.49,0.49,245.0,296.0,0.83,197.0,419.0,616.0,146.0,109.0,77.0,132.0,269.0,1186.0,0.0
1988,7,2290,DAL,Dallas Mavericks,Sam Perkins,1961-06-14,26.0,NBA,PF,75.0,75.0,2499.0,394.0,876.0,0.45,5.0,30.0,0.17,389.0,846.0,0.46,0.45,273.0,332.0,0.82,201.0,400.0,601.0,118.0,74.0,54.0,119.0,227.0,1066.0,0.0
1989,7,2290,DAL,Dallas Mavericks,Sam Perkins,1961-06-14,27.0,NBA,PF,78.0,77.0,2860.0,445.0,959.0,0.46,7.0,38.0,0.18,438.0,921.0,0.48,0.47,274.0,329.0,0.83,235.0,453.0,688.0,127.0,76.0,92.0,141.0,224.0,1171.0,0.0
1990,7,2290,DAL,Dallas Mavericks,Sam Perkins,1961-06-14,28.0,NBA,SF,76.0,70.0,2668.0,435.0,883.0,0.49,6.0,28.0,0.21,429.0,855.0,0.5,0.5,330.0,424.0,0.78,209.0,363.0,572.0,175.0,88.0,64.0,148.0,225.0,1206.0,0.0
1991,14,2290,LAL,Los Angeles Lakers,Sam Perkins,1961-06-14,29.0,NBA,PF,73.0,66.0,2504.0,368.0,744.0,0.5,18.0,64.0,0.28,350.0,680.0,0.52,0.51,229.0,279.0,0.82,167.0,371.0,538.0,108.0,64.0,78.0,103.0,247.0,983.0,0.0
1992,14,2290,LAL,Los Angeles Lakers,Sam Perkins,1961-06-14,30.0,NBA,PF,63.0,63.0,2332.0,361.0,803.0,0.45,15.0,69.0,0.22,346.0,734.0,0.47,0.46,304.0,372.0,0.82,192.0,364.0,556.0,141.0,64.0,62.0,83.0,192.0,1041.0,0.0
1993,31,2290,TOT,Total After Trade,Sam Perkins,1961-06-14,31.0,NBA,PF,79.0,62.0,2351.0,381.0,799.0,0.48,24.0,71.0,0.34,357.0,728.0,0.49,0.49,250.0,305.0,0.82,163.0,361.0,524.0,156.0,60.0,82.0,108.0,225.0,1036.0,1.0
1993,14,2290,LAL,Los Angeles Lakers,Sam Perkins,1961-06-14,31.0,NBA,PF,49.0,49.0,1589.0,242.0,527.0,0.46,5.0,29.0,0.17,237.0,498.0,0.48,0.46,184.0,222.0,0.83,111.0,268.0,379.0,128.0,40.0,51.0,76.0,139.0,673.0,1.0
1993,21,2290,SEA,Seattle Supersonics,Sam Perkins,1961-06-14,31.0,NBA,PF,30.0,13.0,762.0,139.0,272.0,0.51,19.0,42.0,0.45,120.0,230.0,0.52,0.55,66.0,83.0,0.8,52.0,93.0,145.0,28.0,20.0,31.0,32.0,86.0,363.0,0.0
1994,21,2290,SEA,Seattle Supersonics,Sam Perkins,1961-06-14,32.0,NBA,PF,81.0,41.0,2170.0,341.0,779.0,0.44,99.0,270.0,0.37,242.0,509.0,0.48,0.5,218.0,272.0,0.8,120.0,246.0,366.0,111.0,67.0,31.0,103.0,197.0,999.0,0.0
1995,21,2290,SEA,Seattle Supersonics,Sam Perkins,1961-06-14,33.0,NBA,C,82.0,37.0,2356.0,346.0,742.0,0.47,136.0,343.0,0.4,210.0,399.0,0.53,0.56,215.0,269.0,0.8,96.0,302.0,398.0,135.0,72.0,45.0,77.0,186.0,1043.0,0.0
