Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 29,ORtg,DRtg
1994,7,1204,DAL,Dallas Mavericks,Lucious Harris,"December 18, 1970",23.0,NBA,SG,77.0,0.0,1165.0,7.1,16.8,0.42,0.3,1.4,0.21,6.8,15.4,0.44,3.8,5.2,0.73,2.0,4.9,6.8,4.6,2.1,0.4,3.4,5.1,18.2,,97.0,110.0
1995,7,1204,DAL,Dallas Mavericks,Lucious Harris,"December 18, 1970",24.0,NBA,SG,79.0,31.0,1695.0,8.4,18.2,0.46,1.6,4.2,0.39,6.7,14.0,0.48,4.1,5.1,0.8,2.5,4.0,6.6,3.9,1.7,0.4,2.3,3.1,22.5,,117.0,112.0
1996,7,1204,DAL,Dallas Mavericks,Lucious Harris,"December 18, 1970",25.0,NBA,SG,61.0,1.0,1016.0,9.1,19.7,0.46,2.3,6.2,0.38,6.7,13.5,0.5,3.4,4.3,0.78,2.0,4.0,6.0,3.9,1.7,0.1,2.3,2.8,23.8,,114.0,113.0
1997,23,1204,PHI,Philadelphia 76Ers,Lucious Harris,"December 18, 1970",26.0,NBA,SG,54.0,3.0,813.0,6.9,18.2,0.38,2.2,6.1,0.36,4.7,12.1,0.39,2.0,2.9,0.7,1.7,2.7,4.4,3.1,2.5,0.2,2.1,2.8,18.2,,100.0,113.0
1998,3,1204,NJN,New Jersey Nets,Lucious Harris,"December 18, 1970",27.0,NBA,SG,50.0,0.0,671.0,5.4,13.9,0.39,0.9,3.1,0.31,4.5,10.8,0.41,3.2,4.3,0.74,1.7,2.4,4.1,3.3,3.3,0.4,1.7,6.1,15.0,,107.0,107.0
1999,3,1204,NJN,New Jersey Nets,Lucious Harris,"December 18, 1970",28.0,NBA,SG,36.0,5.0,602.0,6.4,15.8,0.4,1.0,4.4,0.22,5.4,11.4,0.47,3.1,4.2,0.75,1.8,4.0,5.8,2.7,1.6,0.6,1.6,4.5,16.8,,103.0,107.0
2001,3,1204,NJN,New Jersey Nets,Lucious Harris,"December 18, 1970",30.0,NBA,SG,73.0,50.0,2071.0,6.7,15.7,0.42,1.2,3.3,0.35,5.5,12.4,0.44,2.7,3.5,0.77,1.8,5.5,7.3,3.4,1.9,0.4,1.6,3.2,17.2,,104.0,107.0
2002,3,1204,NJN,New Jersey Nets,Lucious Harris,"December 18, 1970",31.0,NBA,SG,74.0,0.0,1553.0,8.4,18.1,0.46,1.5,4.0,0.37,6.9,14.1,0.49,4.5,5.3,0.84,1.6,5.3,7.0,3.9,1.8,0.2,2.1,3.3,22.7,,113.0,102.0
2003,3,1204,NJN,New Jersey Nets,Lucious Harris,"December 18, 1970",32.0,NBA,SG,77.0,25.0,1973.0,7.9,19.2,0.41,1.2,3.6,0.35,6.7,15.5,0.43,4.0,5.0,0.8,1.7,4.5,6.2,4.1,1.4,0.2,1.9,2.5,21.1,,105.0,102.0
2004,3,1204,NJN,New Jersey Nets,Lucious Harris,"December 18, 1970",33.0,NBA,PG,69.0,15.0,1504.0,6.7,16.5,0.4,1.4,3.6,0.38,5.3,12.9,0.41,2.4,2.8,0.85,1.4,3.6,5.0,4.8,1.5,0.1,1.9,2.6,17.1,,100.0,102.0
2005,6,1204,CLE,Cleveland Cavaliers,Lucious Harris,"December 18, 1970",34.0,NBA,SG,73.0,4.0,1128.0,5.6,14.2,0.4,1.0,3.1,0.32,4.6,11.1,0.42,2.7,3.3,0.81,1.8,3.9,5.7,2.3,1.3,0.3,1.4,3.2,14.8,,104.0,110.0
