Season,Team ID,Team ABV,Team,Number,Player,Pos,Height,Weight,Birth Date,Nationality,Experience,College
2011,26,SAC,Sacramento Kings,18,Omri Casspi,SF,6-9,225,1988-06-22,IL,1,
2011,26,SAC,Sacramento Kings,15,DeMarcus Cousins,C,6-10,270,1990-08-13,US,R,Kentucky
2011,26,SAC,Sacramento Kings,10,Samuel Dalembert,C,6-11,255,1981-05-10,HT,8,Seton Hall
2011,26,SAC,Sacramento Kings,13,Tyreke Evans,SG,6-6,220,1989-09-19,US,1,Memphis
2011,26,SAC,Sacramento Kings,32,Francisco Garcia,SF,6-7,195,1981-12-31,DO,5,Louisville
2011,26,SAC,Sacramento Kings,20,Donte Greene,SF,6-11,226,1988-02-21,DE,2,Syracuse
2011,26,SAC,Sacramento Kings,9,Luther Head,PG,6-3,185,1982-11-26,US,5,Illinois
2011,26,SAC,Sacramento Kings,41,Darnell Jackson,PF,6-9,253,1985-11-07,US,2,Kansas
2011,26,SAC,Sacramento Kings,5,Eugene Jeter,PG,5-11,175,1983-12-02,US,R,University of Portland
2011,26,SAC,Sacramento Kings,24,Carl Landry,PF,6-9,248,1983-09-19,US,3,Purdue
2011,26,SAC,Sacramento Kings,3,Jermaine Taylor,SG,6-4,210,1986-12-08,US,1,Central Florida
2011,26,SAC,Sacramento Kings,34,Jason Thompson,PF,6-11,250,1986-07-21,US,2,Rider University
2011,26,SAC,Sacramento Kings,23,Marcus Thornton,SG,6-4,205,1987-06-05,US,1,LSU
2011,26,SAC,Sacramento Kings,19,Beno Udrih,PG,6-3,205,1982-07-05,SI,6,
2011,26,SAC,Sacramento Kings,33,Hassan Whiteside,C,7-0,265,1989-06-13,US,R,Marshall
2011,26,SAC,Sacramento Kings,3,Antoine Wright,SG,6-7,210,1984-02-06,US,5,Texas A&M
